"","X","title","timing","scope","severity","score","invasive","Common_Name","Scientific_name","GBIF_ID","Dietary_Guild","Water_Forager","Ground.Understory_Forager","Midhigh.Canopy_Forager","Aerial_Forager","Foraging.Strata","Activity_Time","Global.IUCN.Red.List.Category","Annual_Trend","Mean_Wing_Length_.mm.","Mean_M_Wing_Length_.mm.","Mean_F_Wing_Length_.mm.","Mean_Tail_Length_.mm.","Mean_M_Tail_Length_.mm.","Mean_F_Tail_Length_.mm.","Mean_Bill_Length_.mm.","Mean_M_Bill_Length_.mm.","Mean_F_Bill_Length_.mm.","Wingspan_cm","Mean_Body_Length_.cm.","Mean_M_Body_Length_.cm.","Mean_F_Body_Length_.cm.","Mean_Body_Mass_.g.","Mean_F_Body_Mass_.g.","Mean_M_Body_Mass_.g.","Mean_Clutch_Size_.n.","Clutches_per_year","Life_Span_.years.","Generation_length","Number_of_Subspecies","Population_size_MIN","Population_size_MAX","Social","Flight_pattern","Migration.Distance","Migration.Status","Scienttific_name","Waterfowl","Birds.of.Prey","Wetland.Birds","Seabirds","Forest.Birds","All.Other.Birds.","Shorebirds","Grassland.Birds","Aerial.Insectivores","Waterfowl.and.Wetland.Birds...Goose.species._Sauvagine.et.oiseaux.de.milieux.humides...espèces.d.oies","Waterfowl.and.Wetland.Birds...Duck.Species._Sauvagine.et.oiseaux.de.milieux.humides...espèces.de.canards","Grassland.Birds...Species.Dependent.On.Native..Grassland._Oiseaux.de.prairie...espèces.dépendantes.des.prairies.indigènes","Grassland.Birds...Species.Tolerant.Of.Agriculture._Oiseaux.de.prairie...espèces.tolérantes.des.paysages.agricoles","Shorebirds...Long.distance.Migrants._Oiseaux.de.rivage.migrant.sur.de.grandes.distances","Shorebirds...Short.distance.Migrants._Oiseaux.de.rivage.migrant.sur.de.courtes.distances","Forest.Birds...Species.Wintering.In.South.America._Oiseaux.forestiers...espèces.hivernant.en.Amérique.du.Sud","Forest.Birds...Species.Wintering.In.Canada._Oiseaux.forestiers...espèces.hivernant.au.Canada","Forest.Birds...Forest.Crop.Specialists._Oiseaux.forestiers...spécialistes.de.graines.et.de.fruits.d.arbres","Anser caerulescens","Anser rossii","Anser albifrons","Branta bernicla","Branta canadensis","Cygnus buccinator","Cygnus columbianus","Spatula cyanoptera","Spatula clypeata","Mareca penelope","Aythya marila","Somateria spectabilis","Somateria mollissima","Histrionicus histrionicus","Melanitta perspicillata","Melanitta deglandi","Melanitta nigra","Clangula hyemalis","Bucephala clangula","Bucephala islandica","Mergus merganser","Mergus serrator","Colinus virginianus","Centrocercus urophasianus","Lagopus lagopus","Lagopus muta","Tympanuchus cupido","Podiceps auritus","Podiceps grisegena","Podiceps nigricollis","Coccyzus americanus","Antrostomus carolinensis","Antrostomus vociferus","Cypseloides niger","Chaetura pelagica","Selasphorus rufus","Rallus elegans","Grus americana","Pluvialis squatarola","Pluvialis dominica","Pluvialis fulva","Charadrius nivosus","Charadrius hiaticula","Charadrius semipalmatus","Charadrius melodus","Charadrius montanus","Numenius phaeopus","Numenius borealis","Numenius americanus","Limosa haemastica","Arenaria interpres","Arenaria melanocephala","Calidris canutus","Calidris virgata","Calidris pugnax","Calidris acuminata","Calidris himantopus","Calidris alba","Calidris alpina","Calidris ptilocnemis","Calidris maritima","Calidris bairdii","Calidris minutilla","Calidris fuscicollis","Calidris subruficollis","Calidris melanotos","Calidris pusilla","Calidris mauri","Limnodromus scolopaceus","Gallinago delicata","Tringa incana","Tringa flavipes","Phalaropus lobatus","Phalaropus fulicarius","Catharacta skua","Stercorarius pomarinus","Stercorarius parasiticus","Stercorarius longicaudus","Alle alle","Uria aalge","Uria lomvia","Alca torda","Cepphus grylle","Cepphus columba","Brachyramphus marmoratus","Synthliboramphus scrippsi","Synthliboramphus antiquus","Ptychoramphus aleuticus","Aethia psittacula","Cerorhinca monocerata","Fratercula arctica","Fratercula corniculata","Fratercula cirrhata","Rissa tridactyla","Pagophila eburnea","Xema sabini","Rhodostethia rosea","Larus heermanni","Larus californicus","Larus argentatus","Larus glaucoides","Larus fuscus","Larus marinus","Chlidonias niger","Sterna dougallii","Sterna hirundo","Sterna paradisaea","Gavia stellata","Gavia pacifica","Gavia immer","Gavia adamsii","Phoebastria immutabilis","Phoebastria nigripes","Phoebastria albatrus","Fulmarus glacialis","Pterodroma ultima","Pterodroma inexpectata","Calonectris diomedea","Ardenna tenuirostris","Ardenna gravis","Ardenna creatopus","Ardenna carneipes","Puffinus puffinus","Oceanites oceanicus","Morus bassanus","Phalacrocorax carbo","Pelecanus occidentalis","Plegadis falcinellus","Gymnogyps californianus","Pandion haliaetus","Accipiter gentilis","Buteo lagopus","Buteo regalis","Aquila chrysaetos","Surnia ulula","Strix occidentalis","Asio otus","Asio flammeus","Aegolius funereus","Melanerpes erythrocephalus","Falco columbarius","Falco rusticolus","Falco peregrinus","Contopus cooperi","Lanius ludovicianus","Perisoreus canadensis","Eremophila alpestris","Riparia riparia","Hirundo rustica","Oenanthe oenanthe","Catharus bicknelli","Catharus guttatus","Hylocichla mustelina","Turdus migratorius","Sturnus vulgaris","Anthus rubescens","Anthus spragueii","Calcarius lapponicus","Calcarius ornatus","Calcarius pictus","Plectrophenax nivalis","Spizella breweri","Zonotrichia querula","Sturnella magna","Euphagus carolinus","Quiscalus quiscula","Vermivora chrysoptera","Mniotilta varia","Setophaga ruticilla","Strix nebulosa"
"615",615,"Habitat shifting & alteration","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Rhinoceros Auklet","Cerorhinca_monocerata",2481324,"VertFishScav",100,0,0,0,"Water",0,"LC",-0.623473,183.8,182.9,177.7,57.93119,59.58693333,59.384835,34.08505,33.3,31.9,56,35,52.116435,46.18366,493.62,456,510,1,1,7.4,8,0,1300000,2449416.161,"Colonies","Duck-like","long","facultative","Cerorhinca monocerata",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616",616,"Fishing & harvesting aquatic resources","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Rhinoceros Auklet","Cerorhinca_monocerata",2481324,"VertFishScav",100,0,0,0,"Water",0,"LC",-0.623473,183.8,182.9,177.7,57.93119,59.58693333,59.384835,34.08505,33.3,31.9,56,35,52.116435,46.18366,493.62,456,510,1,1,7.4,8,0,1300000,2449416.161,"Colonies","Duck-like","long","facultative","Cerorhinca monocerata",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617",617,"Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Rhinoceros Auklet","Cerorhinca_monocerata",2481324,"VertFishScav",100,0,0,0,"Water",0,"LC",-0.623473,183.8,182.9,177.7,57.93119,59.58693333,59.384835,34.08505,33.3,31.9,56,35,52.116435,46.18366,493.62,456,510,1,1,7.4,8,0,1300000,2449416.161,"Colonies","Duck-like","long","facultative","Cerorhinca monocerata",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.4.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618",618,"Invasive non-native/alien species/diseases (Procyon lotor)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Procyon lotor","Rhinoceros Auklet","Cerorhinca_monocerata",2481324,"VertFishScav",100,0,0,0,"Water",0,"LC",-0.623473,183.8,182.9,177.7,57.93119,59.58693333,59.384835,34.08505,33.3,31.9,56,35,52.116435,46.18366,493.62,456,510,1,1,7.4,8,0,1300000,2449416.161,"Colonies","Duck-like","long","facultative","Cerorhinca monocerata",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619",619,"Invasive non-native/alien species/diseases (Unspecified Rattus)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Unspecified Rattus","Rhinoceros Auklet","Cerorhinca_monocerata",2481324,"VertFishScav",100,0,0,0,"Water",0,"LC",-0.623473,183.8,182.9,177.7,57.93119,59.58693333,59.384835,34.08505,33.3,31.9,56,35,52.116435,46.18366,493.62,456,510,1,1,7.4,8,0,1300000,2449416.161,"Colonies","Duck-like","long","facultative","Cerorhinca monocerata",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620",620,"Invasive non-native/alien species/diseases (Vulpes lagopus)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Vulpes lagopus","Rhinoceros Auklet","Cerorhinca_monocerata",2481324,"VertFishScav",100,0,0,0,"Water",0,"LC",-0.623473,183.8,182.9,177.7,57.93119,59.58693333,59.384835,34.08505,33.3,31.9,56,35,52.116435,46.18366,493.62,456,510,1,1,7.4,8,0,1300000,2449416.161,"Colonies","Duck-like","long","facultative","Cerorhinca monocerata",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621",621,"Named species (Procyon lotor)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Procyon lotor","Rhinoceros Auklet","Cerorhinca_monocerata",2481324,"VertFishScav",100,0,0,0,"Water",0,"LC",-0.623473,183.8,182.9,177.7,57.93119,59.58693333,59.384835,34.08505,33.3,31.9,56,35,52.116435,46.18366,493.62,456,510,1,1,7.4,8,0,1300000,2449416.161,"Colonies","Duck-like","long","facultative","Cerorhinca monocerata",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.1.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622",622,"Named species (Unspecified Rattus)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Unspecified Rattus","Rhinoceros Auklet","Cerorhinca_monocerata",2481324,"VertFishScav",100,0,0,0,"Water",0,"LC",-0.623473,183.8,182.9,177.7,57.93119,59.58693333,59.384835,34.08505,33.3,31.9,56,35,52.116435,46.18366,493.62,456,510,1,1,7.4,8,0,1300000,2449416.161,"Colonies","Duck-like","long","facultative","Cerorhinca monocerata",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.1.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623",623,"Named species (Vulpes lagopus)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Vulpes lagopus","Rhinoceros Auklet","Cerorhinca_monocerata",2481324,"VertFishScav",100,0,0,0,"Water",0,"LC",-0.623473,183.8,182.9,177.7,57.93119,59.58693333,59.384835,34.08505,33.3,31.9,56,35,52.116435,46.18366,493.62,456,510,1,1,7.4,8,0,1300000,2449416.161,"Colonies","Duck-like","long","facultative","Cerorhinca monocerata",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.1.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624",624,"Industrial & military effluents","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Rhinoceros Auklet","Cerorhinca_monocerata",2481324,"VertFishScav",100,0,0,0,"Water",0,"LC",-0.623473,183.8,182.9,177.7,57.93119,59.58693333,59.384835,34.08505,33.3,31.9,56,35,52.116435,46.18366,493.62,456,510,1,1,7.4,8,0,1300000,2449416.161,"Colonies","Duck-like","long","facultative","Cerorhinca monocerata",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625",625,"Oil spills","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Rhinoceros Auklet","Cerorhinca_monocerata",2481324,"VertFishScav",100,0,0,0,"Water",0,"LC",-0.623473,183.8,182.9,177.7,57.93119,59.58693333,59.384835,34.08505,33.3,31.9,56,35,52.116435,46.18366,493.62,456,510,1,1,7.4,8,0,1300000,2449416.161,"Colonies","Duck-like","long","facultative","Cerorhinca monocerata",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626",626,"Temperature extremes","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Atlantic Puffin","Fratercula_arctica",2481353,"VertFishScav",100,0,0,0,"Water",0,"VU",-0.974085,166,168,164,50.25,50.6,49.9,45.5,47,44,53,27.5,48.087785,43.30964,494.4755556,406.25,428,1,1,34.22916667,21.6,3,1.2e+07,1.4e+07,"Colonies","Duck-like","long","Obligate","Fratercula arctica",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627",627,"Storms & flooding","Ongoing","Minority (<50%)","Rapid Declines","Medium Impact: 6",NA,"Atlantic Puffin","Fratercula_arctica",2481353,"VertFishScav",100,0,0,0,"Water",0,"VU",-0.974085,166,168,164,50.25,50.6,49.9,45.5,47,44,53,27.5,48.087785,43.30964,494.4755556,406.25,428,1,1,34.22916667,21.6,3,1.2e+07,1.4e+07,"Colonies","Duck-like","long","Obligate","Fratercula arctica",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628",628,"Renewable energy","Ongoing","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 5",NA,"Atlantic Puffin","Fratercula_arctica",2481353,"VertFishScav",100,0,0,0,"Water",0,"VU",-0.974085,166,168,164,50.25,50.6,49.9,45.5,47,44,53,27.5,48.087785,43.30964,494.4755556,406.25,428,1,1,34.22916667,21.6,3,1.2e+07,1.4e+07,"Colonies","Duck-like","long","Obligate","Fratercula arctica",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
