"","Sequence","species","English.name","Family1","Order1","Avibase.ID1","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","wing.lcentr","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","result.taxonid","category.n","agriculture","invasive","residential","energy","transportation","resource_use","intrusion","nat_sys_modif","pollution","geological","climate_change","other","masscentr","rangecentr","clutchcentr","clutch.size","gen.length","genlcentr","threatened","hits"
"598",2709,"Uria aalge","Common Murre","Alcidae","Charadriiformes","AVIBASE-39F29B55",6,4,2,0,4,56.8,37.3,8.1,13.3,35.9,0.380176708,196.3,111.2,82.2,57.5,49.8,991.9,"Dunning",NA,"NO",NA,NA,"Marine",3,3,"Carnivore","Aquatic predator","Aquatic",34.56,78.22,58.79,-17.82,1547284.08,22694841,1,0,0,0,0,0,1,0,0,1,0,1,0,3.003651602,1.801484546,-0.576336676,1,14.77223838,2.292640443,0,14.963963963964
"599",2718,"Tyto aurantia","Golden Masked-owl","Tytonidae","Strigiformes","AVIBASE-5F5CAA2E",4,3,1,0,4,37.4,18.8,9.8,16.4,59,0.536231641,225.5,65.2,160.4,29,102.2,540,"Inferred",NA,"YES","Body Mass","Tyto almae","Forest",1,1,"Carnivore","Vertivore","Generalist",-6.31,-4.13,-5.47,150.63,35138.49,22688470,3,1,0,0,0,0,1,0,0,0,0,0,0,2.395598446,-1.98347481,NA,NA,3.81867449,0.016478921,1,1.44144144144144
"600",2723,"Tyto soumagnei","Madagascar Red Owl","Tytonidae","Strigiformes","AVIBASE-BDD10FB1",4,0,1,3,3,31.7,14.8,7,12.2,55,0.454463132,210.2,58.7,151.5,27.9,100.5,284,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Vertivore","Generalist",-24.97,-12.43,-17.42,48.67,60630.31,22688493,3,1,0,1,0,0,1,0,1,0,0,1,0,1.753003544,-1.437976987,NA,NA,3.479905528,-0.053917608,1,2.56944444444444
"601",2726,"Ninox rufa","Rufous Owl","Strigidae","Strigiformes","AVIBASE-0A4EC595",5,1,3,1,4,38.5,23.8,13.8,22.2,47.2,1.079751736,327.2,91.8,236,28,200,931.7,"Dunning",NA,"NO",NA,NA,"Forest",1,2,"Carnivore","Vertivore","Insessorial",-19.92,0.04,-6.71,140.79,824417.84,22689385,1,0,0,0,0,0,0,0,0,0,0,0,0,2.941040181,1.171905568,-0.30728718,2,7.730967198,0.829457255,0,7.9954954954955
"602",2727,"Ninox strenua","Powerful Owl","Strigidae","Strigiformes","AVIBASE-2DF7793A",5,1,0,4,4,48,27.6,15.9,26.1,57.5,1.473095678,400.8,116.8,281.9,29.3,261.7,1346,"Dunning",NA,"NO",NA,NA,"Forest",2,2,"Carnivore","Vertivore","Insessorial",-39,-22.86,-32.33,148.67,573814.15,22689389,1,0,0,0,0,0,0,0,0,0,0,1,0,3.308921816,0.809533643,-0.30728718,2,8.220095533,0.931098612,0,34.2657657657658
"603",2728,"Ninox connivens","Barking Owl","Strigidae","Strigiformes","AVIBASE-E7FB486F",5,0,2,3,4,33.8,19,11.9,18.5,49.2,0.92690341,298.6,107,199,35,178.7,578,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Carnivore","Vertivore","Insessorial",-39.48,2.65,-24.32,140.75,2759461.25,22689394,1,0,0,0,0,0,0,0,0,0,0,0,0,2.463603175,2.38001882,-0.186214906,2.45,6.803567762,0.636742726,0,24.2522522522523
"604",2730,"Ninox boobook","Southern Boobook","Strigidae","Strigiformes","AVIBASE-20110A3A",4,2,2,0,4,26.2,13.8,7.7,13.2,40.6,0.541575988,226.5,70.4,156.1,31.2,143,282.2,"Dunning",NA,"NO",NA,NA,"Forest",2,2,"Carnivore","Invertivore","Insessorial",-39.24,-5.11,-25.4,134.35,7695657.77,62023787,1,0,0,0,0,0,0,0,0,0,0,0,0,1.746645346,3.405639602,-0.172762432,2.5,4.956970197,0.253017907,0,12.7162162162162
"605",2732,"Ninox novaeseelandiae","Morepork","Strigidae","Strigiformes","AVIBASE-E8E9C26D",4,0,0,4,4,22.8,12.3,7.8,12.3,32.5,0.368953579,194.2,64.2,130,33,118.5,183.4,"Dunning",NA,"NO",NA,NA,"Forest",1,2,"Carnivore","Invertivore","Insessorial",-47.29,-28.99,-41.78,171.49,269367.33,62023843,1,0,0,0,0,0,0,0,0,0,0,0,0,1.315698866,0.053304067,-0.172762432,2.5,4.942059905,0.249919533,0,29.2162162162162
"606",2733,"Ninox japonica","Northern Boobook","Strigidae","Strigiformes","AVIBASE-A6052ECB",2,0,2,0,2,21.2,11.6,5.8,9.7,27,0.477443824,214.5,87,127.6,40.5,117.3,225,"Updated_literature","Dunning (2021)","NO",NA,NA,"Forest",1,3,"Carnivore","Invertivore","Insessorial",21.9,55.19,39.35,124.46,4144348.68,22725653,1,0,0,0,0,0,0,0,0,0,0,0,0,1.520129708,2.786729001,0.015572216,3.2,3.618865835,-0.025041517,0,2.4954954954955
"607",2770,"Glaucidium brodiei","Collared Owlet","Strigidae","Strigiformes","AVIBASE-BD6F3561",5,2,3,0,4,20.5,11.3,6.7,10.6,16.7,-0.174032081,92.6,19.4,74.3,20.7,50.4,59.4,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Vertivore","Insessorial",-2.07,35.64,23.41,103.36,2470997.29,200290653,1,1,0,0,0,0,1,0,0,0,0,0,0,0.188323532,2.269605189,0.230811813,4,2.247669693,-0.309977445,0,9.06306306306306
"608",2774,"Glaucidium cuculoides","Asian Barred Owlet","Strigidae","Strigiformes","AVIBASE-75E76449",7,4,2,1,6,20.7,13.4,8,13.4,23.4,0.120975876,147.8,34.5,113.2,23.3,81,198.2,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",8.56,34.93,23.89,104.33,4612393.64,22689277,1,0,0,0,0,0,0,0,0,0,0,0,0,1.393305928,2.893730309,0.230811813,4,3.384961902,-0.073646988,0,13.1846846846847
"609",2775,"Glaucidium castanopterum","Javan Owlet","Strigidae","Strigiformes","AVIBASE-1EF140AD",5,1,0,4,3,19,11.8,8.2,13.1,22.1,0.07715223,139.6,35.7,103.9,25.6,69.6,198.2,"Inferred",NA,"YES","Body Mass","Glaucidium cuculoides","Forest",1,1,"Carnivore","Invertivore","Insessorial",-8.85,-7.1,-7.85,112.38,50170.82,22689280,1,0,0,0,0,0,0,0,0,0,0,0,0,1.393305928,-1.627338338,NA,NA,2.795327082,-0.196173693,0,15.5990990990991
"610",2776,"Glaucidium radiatum","Jungle Owlet","Strigidae","Strigiformes","AVIBASE-1986F1AB",5,2,3,0,4,16.9,9.9,7,10.5,24.5,-0.010495061,123.2,33.2,90.5,26.9,65.4,101,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Carnivore","Invertivore","Insessorial",6.62,30.12,20.48,80.27,2186922.27,22689283,1,0,0,0,0,0,0,0,0,0,0,0,0,0.719149823,2.147478558,0.096287065,3.5,3.369915834,-0.076773576,0,22.6216216216216
"611",2782,"Glaucidium californicum","Northern Pygmy-owl","Strigidae","Strigiformes","AVIBASE-4B74B8E7",4,2,2,0,4,13.3,9.4,6,8.9,20,-0.169222168,93.5,24.8,68.8,26.6,67.8,70.5,"Updated_literature","Dunning (2008)","NO",NA,NA,"Forest",2,2,"Carnivore","Vertivore","Insessorial",30.26,58.4,45.06,-117.87,1898663.75,61791401,1,0,0,0,0,0,0,0,0,0,0,0,0,0.359642016,2.006133708,0.230811813,4,2.66274972,-0.223723401,0,4.57207207207207
"612",2795,"Glaucidium mooreorum","Pernambuco Pygmy-owl","Strigidae","Strigiformes","AVIBASE-EAFBF060",2,0,2,0,0,10.8,8.9,6.4,9.3,12.6,-0.22961329,82.2,4.8,77.3,5.8,49.2,51,"Dunning",NA,"YES","Beak Nares; Beak Width","Glaucidium hardyi",NA,1,1,"Carnivore","Omnivore","Insessorial",NA,NA,NA,NA,NA,22733081,5,1,0,0,0,0,1,0,1,0,0,0,0,0.035854939,NA,NA,NA,2.701782772,-0.215612294,1,1.9009009009009
"613",2796,"Glaucidium brasilianum","Ferruginous Pygmy-owl","Strigidae","Strigiformes","AVIBASE-1EF8D138",11,3,5,3,4,15.1,10.3,6.1,10.7,17.2,-0.167618864,93.8,16.6,77.1,17.7,62.8,63.3,"Updated_literature","BoW","NO",NA,NA,"Shrubland",2,1,"Carnivore","Invertivore","Insessorial",-34.98,33.43,-6.96,-61.15,14375175.98,61815999,1,0,0,0,0,0,0,0,0,0,0,0,0,0.251914635,4.030486187,0.163549439,3.75,2.930105264,-0.168166652,0,4.86486486486486
"614",2801,"Xenoglaux loweryi","Long-whiskered Owlet","Strigidae","Strigiformes","AVIBASE-2B03EB0B",4,2,2,0,4,14.6,9.8,6.2,9.6,20.1,-0.115778698,103.5,29.8,73.7,28.9,54,48,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-6.11,-5.55,-5.75,-77.84,1624.29,22689320,3,1,0,0,1,1,1,1,0,0,0,0,0,-0.024769683,-5.057701123,NA,NA,3.347129465,-0.081508606,1,2.01351351351351
"615",2802,"Micrathene whitneyi","Elf Owl","Strigidae","Strigiformes","AVIBASE-D74BA965",4,2,2,0,4,12.9,8,5.2,7.4,20.1,-0.090660267,108.2,32.5,75.8,30,47,41,"Dunning",NA,"NO",NA,NA,"Shrubland",2,3,"Carnivore","Invertivore","Insessorial",17.2,35.08,30.03,-108.03,643111.79,22689325,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.182398627,0.923546646,-0.172762432,2.5,2.606385289,-0.235435986,0,18.1036036036036
"616",2803,"Athene cunicularia","Burrowing Owl","Strigidae","Strigiformes","AVIBASE-B9EE9676",5,2,3,0,4,24.1,15.5,7.9,13.7,43.4,0.293063851,180,51,128.9,28.3,80.2,150.6,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Carnivore","Vertivore","Generalist",-53.49,53.84,3.15,-79.83,14303129.42,22689353,1,0,0,0,0,0,0,0,0,0,0,0,0,1.118656621,4.025461712,1.307009799,8,3.059077808,-0.141366028,0,35.6171171171171
"617",2804,"Athene brama","Spotted Owlet","Strigidae","Strigiformes","AVIBASE-DDE6A352",9,4,5,0,8,19.7,12.4,7.5,11.3,25.6,0.148766481,153,44.5,108.5,29.2,74.2,112,"Dunning",NA,"NO",NA,NA,"Human Modified",2,1,"Carnivore","Invertivore","Insessorial",8.07,34.13,21.94,82.93,5213398.06,22689332,1,0,0,0,0,0,0,0,0,0,0,0,0,0.822528177,3.016215221,0.096287065,3.5,3.496153626,-0.050541237,0,15.7432432432432
"618",2805,"Athene noctua","Little Owl","Strigidae","Strigiformes","AVIBASE-9A7B268C",5,2,3,0,4,18.8,11.6,7.8,11.4,32.6,0.170143869,157,50,107,31.8,74.2,168.9,"Dunning",NA,"NO",NA,NA,"Human Modified",3,1,"Carnivore","Omnivore","Insessorial",5.35,57.82,40.42,58.9,26742298.73,22689328,1,0,0,0,0,0,0,0,0,0,0,0,0,1.23333613,4.651229893,0.230811813,4,3.424326543,-0.065466976,0,60.2477477477477
"619",2807,"Athene blewitti","Forest Owlet","Strigidae","Strigiformes","AVIBASE-DD89F95C",4,1,3,0,2,20,13,8.7,14.2,24.1,0.109752747,145.7,33.9,111.8,23.2,68.3,241,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Carnivore","Vertivore","Insessorial",19.52,21.9,21.48,76.64,5435.61,22689335,4,1,1,1,0,0,1,0,1,1,0,0,0,1.58882624,-3.849800171,NA,NA,NA,NA,1,20.7207207207207
"620",2808,"Aegolius funereus","Boreal Owl","Strigidae","Strigiformes","AVIBASE-8AB4EAF6",7,4,3,0,4,18.2,11,7.9,10.5,23.4,0.234810468,169.1,53.2,115.9,31.5,102.5,137.2,"Dunning",NA,"NO",NA,NA,"Forest",1,2,"Carnivore","Vertivore","Insessorial",32.16,70.23,57.12,32.73,23596074.83,22689362,1,0,1,0,0,0,1,0,0,1,0,0,0,1.025469021,4.526063736,0.538873487,5.145,4.116172628,0.078299332,0,14.5675675675676
"621",2810,"Aegolius acadicus","Northern Saw-whet Owl","Strigidae","Strigiformes","AVIBASE-26BA25EF",5,3,2,0,4,18.2,9.9,7,10.5,23.6,0.053637103,135.2,40.2,95,29.8,78,100.7,"Dunning",NA,"NO",NA,NA,"Forest",2,3,"Carnivore","Vertivore","Insessorial",17.47,61.96,46.64,-101.55,5712891.95,22689366,1,0,0,0,0,0,0,0,0,0,0,0,0,0.716175106,3.107708725,0.634386058,5.5,2.61847962,-0.232922772,0,21.3288288288288
"622",2836,"Otus brookii","Rajah Scops-owl","Strigidae","Strigiformes","AVIBASE-1F80C7AB",4,1,2,1,4,24.3,14.5,7.1,12.9,31.7,0.206485429,163.8,41.5,122.3,25.1,77.5,139,"Inferred",NA,"YES","Body Mass","Otus lettia","Forest",1,1,"Carnivore","Invertivore","Insessorial",-5.16,5.16,2.04,103.04,38843.48,22688703,1,0,0,0,0,0,0,0,0,0,0,0,0,1.038503239,-1.883231683,NA,NA,2.904900453,-0.173404237,0,1.31081081081081
"623",2868,"Ptilopsis leucotis","Northern White-faced Owl","Strigidae","Strigiformes","AVIBASE-E561A180",5,2,2,1,4,24.6,14.1,8.4,13,35.7,0.324061064,185.8,51.5,137.2,27.4,91,204,"Dunning",NA,"NO",NA,NA,"Woodland",3,1,"Carnivore","Vertivore","Insessorial",-0.6,18.54,10.37,18.9,8309644.17,61781834,1,0,0,0,0,0,0,0,0,0,0,0,0,1.4221493,3.482400147,-0.172762432,2.5,4.719122943,0.203593009,0,10.4864864864865
"624",2869,"Ptilopsis granti","Southern White-faced Owl","Strigidae","Strigiformes","AVIBASE-023D6E38",5,2,3,0,4,26.3,13.8,8.1,12.7,36.4,0.410639486,202,62.3,141.2,30.6,94.6,214.4,"Dunning",NA,"NO",NA,NA,"Woodland",3,1,"Carnivore","Invertivore","Insessorial",-31.33,2.42,-14.57,26.06,7822704.31,61781923,1,0,0,0,0,0,0,0,0,0,0,0,0,1.471872735,3.422013673,-0.172762432,2.5,4.243251428,0.104706433,0,8.05855855855856
"625",2870,"Asio stygius","Stygian Owl","Strigidae","Strigiformes","AVIBASE-C1EAF183",6,0,5,1,4,41.8,20.3,9.9,17.1,42.5,1.077613997,326.8,132.9,186.1,41.6,173.7,565,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Vertivore","Insessorial",-30.54,28.77,-14.23,-57.14,5017278.49,22689504,1,0,0,0,0,0,0,0,0,0,0,0,0,2.440855037,2.977871012,-0.30728718,2,6.561995095,0.586543684,0,3.01351351351351
"626",2874,"Asio clamator","Striped Owl","Strigidae","Strigiformes","AVIBASE-849E5AD2",14,7,4,3,5,32.9,18.6,10.4,17.5,46.1,0.661289362,248.9,47.2,198.6,19.3,135.6,443.3,"Dunning",NA,"NO",NA,NA,"Grassland",2,1,"Carnivore","Vertivore","Aerial",-36.81,19.05,-14.33,-56.57,7163922.1,22689522,1,0,0,0,0,0,0,0,0,0,0,0,0,2.198276048,3.334040969,NA,NA,5.557413705,0.377790667,0,18.9009009009009
"627",2875,"Asio flammeus","Short-eared Owl","Strigidae","Strigiformes","AVIBASE-8F123A11",5,2,2,1,4,27.3,13.7,9,13,42.5,0.919421324,297.2,141,156.2,47.5,146.5,322.6,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Vertivore","Aerial",-55.05,74.25,49.62,11.33,39874062.36,22689531,1,1,1,1,1,1,1,0,1,1,0,1,0,1.880442472,5.050709405,0.768910806,6,3.982087093,0.050436223,0,12.6936936936937
"628",2876,"Asio capensis","Marsh Owl","Strigidae","Strigiformes","AVIBASE-83E21A84",5,2,2,1,3,28.1,14.7,9.7,13.4,50.9,0.844600466,283.2,114.1,169.4,40.2,140.8,334,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Carnivore","Vertivore","Generalist",-34.84,35.93,-10.23,28.65,7302556.68,22689535,1,1,1,0,0,1,1,0,1,1,0,1,1,1.915170299,3.353207876,-0.105500057,2.75,6.005187726,0.470838556,0,14.5990990990991
"629",2877,"Pseudoscops grammicus","Jamaican Owl","Strigidae","Strigiformes","AVIBASE-F85D5EC3",5,2,2,1,4,30.4,16.4,10.1,15.5,40.6,0.461945217,211.6,52.7,159.1,24.9,115.8,335,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Carnivore","Invertivore","Insessorial",17.7,18.53,18.16,-77.31,11021.79,22689501,1,0,0,0,0,0,0,0,0,0,0,0,0,1.918159838,-3.142897698,-0.30728718,2,5.850071782,0.438605308,0,11.0990990990991
"630",2878,"Nesasio solomonensis","Fearful Owl","Strigidae","Strigiformes","AVIBASE-8251FDDB",3,1,2,0,2,45.9,24.2,13.5,22.1,58.4,0.738782394,263.4,60.3,203.1,23,123.8,1155,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Vertivore","Insessorial",-8.58,-5.41,-6.74,156.43,13115.12,22689539,3,1,0,0,0,0,1,0,0,0,0,0,0,3.155884929,-2.969006157,NA,NA,7.029761647,0.683746041,1,6.40990990990991
"631",2879,"Psiloscops flammeolus","Flammulated Owl","Strigidae","Strigiformes","AVIBASE-1BF907B6",4,3,1,0,4,16.3,7.9,6,9.1,21.7,0.04187954,133,41,92,30.8,61.2,59.9,"Dunning",NA,"NO",NA,NA,"Forest",1,3,"Carnivore","Invertivore","Insessorial",16.64,51.91,34.83,-111.04,1041707.57,22688637,1,0,0,0,0,0,0,0,0,0,0,0,0,0.196705811,1.40584462,-0.038237683,3,2.988728353,-0.155984715,0,13.8558558558559
"632",2880,"Megascops kennicottii","Western Screech-owl","Strigidae","Strigiformes","AVIBASE-89F8B6F5",5,3,2,0,4,24.4,12.9,6.8,12.7,39.9,0.27596194,176.8,47.9,128.8,27.1,85.2,141.8,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Carnivore","Invertivore","Insessorial",18.38,61.54,38.73,-114.58,3582764.44,22688747,1,0,0,0,0,0,0,0,0,0,0,0,0,1.05844692,2.641118051,0.298074187,4.25,3.55858021,-0.03756893,0,3.21621621621622
"633",2883,"Megascops asio","Eastern Screech-owl","Strigidae","Strigiformes","AVIBASE-A69062C8",5,3,2,0,4,22,12.5,6.4,11.8,35.5,0.23160386,168.5,48.4,120.1,28.8,77.5,180,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Carnivore","Invertivore","Insessorial",21.45,50.06,38.29,-91.47,4938942.17,155660662,1,0,0,0,0,0,0,0,0,0,0,0,0,1.296986157,2.962134531,0.298074187,4.25,3.933060173,0.04024838,0,5.51801801801802
"634",2885,"Megascops trichopsis","Whiskered Screech-owl","Strigidae","Strigiformes","AVIBASE-2E2B24EB",4,3,1,0,4,19.7,9.8,5.1,10.1,24.9,0.126320223,148.8,36,112.7,24.2,77.2,88.3,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",12.76,31.89,22.14,-101.61,660977.77,22688766,1,0,0,0,0,0,0,0,0,0,0,0,0,0.584769414,0.950948288,0.096287065,3.5,2.804824262,-0.194200169,0,2.79279279279279
"635",2904,"Pulsatrix perspicillata","Spectacled Owl","Strigidae","Strigiformes","AVIBASE-BA3C3A5C",5,3,0,2,4,47.9,25.2,12.6,22.5,55.1,1.144418335,339.3,95.1,243,28.1,202.6,983.6,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Vertivore","Insessorial",-30.27,19.04,-6.68,-58.95,12679502.98,22689180,1,0,0,0,0,0,0,0,0,0,0,0,0,2.995248616,3.90497011,-0.30728718,2,8.08103472,0.902201636,0,12.5315315315315
"636",2910,"Strix aluco","Tawny Owl","Strigidae","Strigiformes","AVIBASE-612B4380",10,5,5,0,6,30.4,16.2,8.2,15.2,46.4,0.74626448,264.8,77.7,187.1,29.3,171.1,472.5,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Vertivore","Insessorial",29.52,65.01,49.39,30.9,9594068.11,22725469,1,0,0,0,0,0,0,0,0,0,0,0,0,2.262067053,3.626128361,-0.011332734,3.1,5.76966796,0.421897314,0,29.7972972972973
"637",2911,"Strix nivicolum","Himalayan Owl","Strigidae","Strigiformes","AVIBASE-6EC64712",4,1,3,0,4,32.7,17.3,8.6,15.3,54,0.888958546,291.5,94.6,196.9,32.4,163.2,472.5,"DataFromSplit",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Vertivore","Insessorial",19.5,44.55,30.99,108.78,4870063.2,22725477,1,0,0,0,0,0,0,0,0,0,0,0,0,2.262067053,2.948090273,-0.011332734,3.1,5.204757811,0.30450842,0,7.43693693693694
"638",2912,"Strix hadorami","Desert Tawny Owl","Strigidae","Strigiformes","AVIBASE-F6F87349",1,0,1,0,1,28.5,14.3,8.3,13.7,51.4,0.672512491,251,85.8,165.2,34.2,144,219,"DataFromSplit",NA,"NO",NA,NA,"Rock",3,1,"Carnivore","Vertivore","Insessorial",13.93,31.7,21.71,42.88,196474.04,22689083,1,0,0,0,0,0,0,0,0,0,0,0,0,1.493101036,-0.26224161,NA,NA,4.900917823,0.241370167,0,5.28828828828829
"639",2913,"Strix butleri","Omani Owl","Strigidae","Strigiformes","AVIBASE-6590EFD4",1,0,0,1,0,27.6,13.4,7.9,13.7,54.4,0.629757715,243,106.9,136.2,44,143,219,"Dunning",NA,"YES","Beak Depth","Strix hadorami","Rock",3,1,"Carnivore","Vertivore","Insessorial",23.02,36.38,26.29,57.68,3653.25,62290760,1,0,0,0,1,1,0,0,0,0,0,0,0,1.493101036,-4.247154738,0.49986131,5,6.161827968,0.503388555,0,2.01351351351351
"640",2914,"Strix occidentalis","Spotted Owl","Strigidae","Strigiformes","AVIBASE-9B26D30B",4,2,1,1,4,36.9,18,10.6,16.6,57,1.041272437,320,105.6,214.4,33,190.4,586.4,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Vertivore","Insessorial",19.47,51.61,35.47,-112.74,1207066.6,22689089,2,0,1,0,1,1,1,1,1,0,0,1,0,2.478031457,1.553176477,-0.30728718,2,6.652308631,0.605310927,0,23.7657657657658
"641",2915,"Strix varia","Barred Owl","Strigidae","Strigiformes","AVIBASE-7AA076EF",4,2,2,0,4,38.8,21.6,11.2,19.6,60.1,1.154572594,341.2,101,240.2,29.6,218.3,711.5,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Carnivore","Vertivore","Insessorial",16.81,60.28,43.93,-92.86,6628563.52,22689094,1,0,0,0,0,0,0,0,0,0,0,0,0,2.671404724,3.256371476,-0.172762432,2.5,6.404935458,0.553906535,0,41.0225225225225
"642",2918,"Strix chacoensis","Chaco Owl","Strigidae","Strigiformes","AVIBASE-4D481B0E",2,1,1,0,2,33.5,17.1,10.3,17.3,50.8,0.792760299,273.5,72.7,200.8,26.6,157.7,330,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Vertivore","Insessorial",-36.2,-19.14,-26.95,-62.89,766166.49,22733306,2,1,0,0,0,0,1,0,0,0,0,0,0,1.903121961,1.098627576,-0.199667381,2.4,5.177773042,0.298900958,0,5.63963963963964
"643",2919,"Strix rufipes","Rufous-legged Owl","Strigidae","Strigiformes","AVIBASE-AA0FBFE2",4,2,2,0,4,32.7,15.3,9.7,14.8,52.3,0.712595094,258.5,77.8,180.8,30,146.5,380,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Vertivore","Insessorial",-55.98,-32.24,-44.09,-71.82,639116.13,22733923,1,0,0,0,0,0,0,0,0,0,0,0,0,2.044200559,0.917314255,-0.199667381,2.4,6.080415575,0.486470979,0,6.92342342342342
"644",2920,"Strix uralensis","Ural Owl","Strigidae","Strigiformes","AVIBASE-93486A56",15,6,7,2,8,38,19.6,10.7,18,50.8,1.21656702,352.8,101.5,249.5,28.8,259.8,780.6,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Carnivore","Vertivore","Insessorial",30.08,70.08,57.06,91.79,12224942.84,22689108,1,1,1,0,0,0,0,0,0,0,0,0,0,2.764092161,3.868461718,-0.065142633,2.9,9.919887979,1.284317181,0,15.981981981982
"645",2921,"Strix nebulosa","Great Grey Owl","Strigidae","Strigiformes","AVIBASE-FA36ABE5",5,1,1,3,4,43.7,20.9,11.3,19.1,60,1.661216694,436,139,297,31.9,262.9,1061.9,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Carnivore","Vertivore","Insessorial",36.8,70.03,58.78,41.47,19847527.93,22689118,1,1,1,1,0,1,1,0,0,1,0,1,0,3.071844342,4.35306282,0.230811813,4,5.974684397,0.464499934,0,13.8738738738739
"646",2924,"Lophostrix cristata","Crested Owl","Strigidae","Strigiformes","AVIBASE-4DC2A2BF",5,2,2,1,4,34.3,17.9,10.1,16.2,46,0.985691228,309.6,56.6,255.4,18.1,183.2,538.7,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-17.04,19.21,-3.43,-64.51,5025098.51,22689177,1,0,0,0,0,0,0,0,0,0,0,0,0,2.393188136,2.979428416,NA,NA,5.848290523,0.438235161,0,17.454954954955
"647",2925,"Bubo scandiacus","Snowy Owl","Strigidae","Strigiformes","AVIBASE-5B23B360",5,3,2,0,4,44.3,22.2,14.9,22.1,62.2,1.569293925,418.8,172,246.8,41.1,215,2028.8,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Vertivore","Insessorial",52.33,83.63,71.95,-28.4,5773405.49,22689055,3,0,0,1,0,1,1,0,0,1,0,1,0,3.71922907,3.118245471,0.768910806,6,8.099700474,0.906080398,1,36.045045045045
"648",2926,"Bubo virginianus","Great Horned Owl","Strigidae","Strigiformes","AVIBASE-FC366114",4,2,2,0,4,44.7,24.7,17.8,25.4,75.4,1.314903006,371.2,112.7,258.5,30.4,197,1354.5,"Updated_literature","Earhart & Johnson (1970)","NO",NA,NA,"Forest",2,1,"Carnivore","Vertivore","Insessorial",-35.8,68.52,34.04,-94.19,24426738.59,61752071,1,0,0,0,0,0,0,0,0,0,0,0,0,3.315216968,4.560661735,-0.172762432,2.5,7.580364415,0.798161846,0,46.027027027027
"649",2928,"Bubo bubo","Eurasian Eagle-owl","Strigidae","Strigiformes","AVIBASE-5516AEB3",5,2,2,1,4,50.4,26.6,17.9,26,79.9,1.674577562,438.5,144.8,293.8,33,244.5,2668.5,"Dunning",NA,"NO",NA,NA,"Rock",2,1,"Carnivore","Vertivore","Insessorial",22.18,69.57,49.31,80.8,31974373.19,22688927,1,0,0,0,0,0,0,0,0,0,0,0,0,3.993301102,4.829918103,-0.240024806,2.25,10.9257202,1.493330121,0,11.2792792792793
"650",2932,"Bubo africanus","Spotted Eagle-owl","Strigidae","Strigiformes","AVIBASE-04423361",8,4,4,0,4,38.3,20,12.3,19.4,61.9,0.995311052,311.4,96,215.4,30.8,175.9,645,"Updated_literature","Dean (2000)","NO",NA,NA,"Rock",2,1,"Carnivore","Vertivore","Generalist",-34.84,25.39,-13.17,27.06,9185929.09,61741628,1,0,0,0,0,0,0,0,0,0,0,0,0,2.573279623,3.582656225,-0.092047583,2.8,5.693511391,0.406071903,0,7.57657657657658
