"","species","English.name","Sequence","Family1","Order1","Avibase.ID1","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","result.taxonid","result.category","threatened","agriculture","invasive","residential","energy","transportation","resource_use","intrusion","nat_sys_modif","pollution","geological","climate_change","other","rangecentr","masscentr","wing.lcentr","clutchcentr","clutch.size","gen.length","genlcentr","hits"
"184","Cinclodes aricomae","Royal Cinclodes",5083,"Furnariidae","Passeriformes","AVIBASE-950936C6",5,0,3,2,1,27,17.5,4.2,5.6,29.5,110.1,24.2,86.9,21.4,81,50,"Dunning",NA,"NO",NA,NA,0,2,1,"Carnivore","Invertivore","Terrestrial",-16.32,-11.86,-13.47,-71.55,5542.67,22724402,5,1,1,0,0,0,0,1,1,1,1,0,1,0,-2.196137097,-0.589776066,-0.200325441,-1.227670305,2,3.085274752,-2.959295768,2.27927927927928
"185","Hesperiphona vespertina","Evening Grosbeak",10060,"Fringillidae","Passeriformes","AVIBASE-C6B5497C",5,2,3,0,4,22.7,16,10.5,14.5,21.4,109.8,37.6,72.4,34.2,67.2,57.3,"Dunning",NA,"NO",NA,NA,0,1,2,"Herbivore","Omnivore","Insessorial",17.03,60.61,47.25,-102.49,3942604.88,22720702,3,1,0,1,1,0,1,1,0,0,1,0,0,0,4.37098349,-0.453498447,-0.20155666,0.393998206,3.5,3.098212161,-2.936986631,18.7882882882883
"186","Acanthorhynchus tenuirostris","Eastern Spinebill",6070,"Meliphagidae","Passeriformes","AVIBASE-A542D690",20,6,12,2,4,26.8,18.9,2.3,2.7,18,65.6,14.2,54.6,20.6,57.1,10.4,"Dunning",NA,"NO",NA,NA,0,2,1,"Omnivore","Nectarivore","Insessorial",-43.64,-15,-33.06,147.62,763502.74,22704421,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.72930328,-2.159993265,-0.382956307,-1.119559071,2.1,3.100284106,-2.93341379,10.0855855855856
"187","Metabolus takatsukasae","Tinian Monarch",6855,"Monarchidae","Passeriformes","AVIBASE-52228B7B",6,0,6,0,1,18.7,10.6,5.3,4,23.4,67.5,12.8,54.7,18.9,66.7,16.4,"Inferred",NA,"YES","Body Mass","Symposiachrus guttula",0,2,1,"Carnivore","Invertivore","Insessorial",14.92,15.11,15.02,145.64,106.58,22707336,3,1,1,1,1,0,0,1,1,0,0,0,1,0,-6.147472833,-1.704517736,-0.375158584,NA,NA,3.105702288,-2.924070732,2.61711711711712
"188","Falco vespertinus","Red-footed Falcon",4053,"Falconidae","Falconiformes","AVIBASE-997A9437",9,4,5,0,4,17.1,11.7,9.4,10.5,28.1,237.9,132.9,106.2,55.6,125.2,151.5,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Invertivore","Aerial",42.08,64.71,55.76,65.23,9360235.41,22696432,3,1,1,0,1,1,0,1,0,0,1,0,0,0,5.23561229,0.518786554,0.32417399,0.393998206,3.5,3.116151567,-2.906052101,1.00571428571429
"189","Glareola nordmanni","Black-winged Pratincole",2573,"Glareolidae","Charadriiformes","AVIBASE-E1F6A875",5,2,3,0,4,19.9,9.8,5.2,5.9,35.8,196,119.5,75,61.4,97.4,97.2,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Invertivore","Aerial",39.72,55.8,50.38,57.95,2251795.82,22694136,2,0,1,1,0,0,0,1,0,0,1,0,1,0,3.81086989,0.07497164,0.152213692,0.46967607,3.57,3.118994365,-2.901150009,2.68018018018018
"190","Oriolus mellianus","Silver Oriole",6272,"Oriolidae","Passeriformes","AVIBASE-5CB04D17",5,2,3,0,4,29,18.6,7.4,8.1,25.1,144.8,39.7,105.1,27.5,106,93,"EltonTraits_Model",NA,"NO",NA,NA,0,1,3,"Omnivore","Omnivore","Insessorial",23.84,29.54,26.07,109.34,27518.44,22706449,4,1,1,0,0,0,0,1,0,1,0,0,0,0,-0.59375711,0.030800422,-0.057914406,NA,NA,3.13048783,-2.881330795,11.454954954955
"191","Gallinago media","Great Snipe",2515,"Scolopacidae","Charadriiformes","AVIBASE-BCCD5840",6,4,2,0,4,65.5,54.7,5.2,7.3,36.1,141,62.5,76.5,45,53.3,170,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Terrestrial",48.64,69.33,58.58,56.6,7813688.34,22693093,2,0,1,0,0,0,0,1,0,1,0,0,1,0,5.05501896,0.633999366,-0.073509851,0.934554376,4,3.131300461,-2.879929502,13.6621621621622
"192","Hirundo rustica","Barn Swallow",7714,"Hirundinidae","Passeriformes","AVIBASE-58C502EA",68,23,24,21,10,12.4,6,4.5,2.7,11.7,115.8,62.3,56,52.6,71.4,17.9,"Dunning",NA,"NO",NA,NA,1,3,3,"Carnivore","Invertivore","Aerial",-37.53,71.13,47.56,34.57,51701054.06,22712252,1,0,1,1,0,0,0,1,0,1,1,0,1,0,6.94462002,-1.616998358,-0.176932274,1.469704985,4.495,3.132150175,-2.878464264,29.6171171171171
"193","Lymnocryptes minimus","Jack Snipe",2522,"Scolopacidae","Charadriiformes","AVIBASE-1A15F0C6",5,2,3,0,4,43.2,36.5,4.1,6.8,23.3,105.6,45.8,58.8,43.8,49,50.1,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Terrestrial",52.28,72.25,63.46,80.69,7671774.57,22693133,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0366898,-0.587778063,-0.218793731,0.934554376,4,3.142087681,-2.86132813,14.7612612612613
"194","Charadrius nivosus","Snowy Plover",2384,"Charadriidae","Charadriiformes","AVIBASE-F012ED4B",4,2,2,0,4,16.8,9.8,2.9,3.3,23.7,102.5,54.8,47.8,53.4,39.8,42.3,"Updated_literature","Dunning (2021)","NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Terrestrial",-43.43,46.7,20.59,-97.65,1602228.88,22725033,2,0,0,1,1,0,0,1,1,1,1,0,1,0,3.47053756,-0.757011985,-0.23151633,-0.146557964,3,3.148432375,-2.850387404,16.9684684684685
"195","Progne murphyi","Peruvian Martin",7745,"Hirundinidae","Passeriformes","AVIBASE-D6494239",2,1,1,0,2,15.1,7.3,4.9,3.5,13.1,132,73.5,58.5,55.7,67,41.4,"Dunning",NA,"NO",NA,NA,0,3,1,"Carnivore","Invertivore","Aerial",-18.71,-3.5,-11.06,-76.74,134136.1,22731728,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0.99024153,-0.77851819,-0.11044643,0.826443142,3.9,3.162160397,-2.826714942,12.8828828828829
"196","Falco columbarius","Merlin",4057,"Falconidae","Falconiformes","AVIBASE-F3DA111C",5,2,3,0,4,16.6,11.8,8,10.5,34.3,199.6,98.8,103.5,48.9,116.6,188.5,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Vertivore","Aerial",11.15,71.44,58.48,16.49,26326086.22,22696453,1,0,1,1,0,1,1,1,1,0,1,0,0,0,6.26970217,0.737298936,0.166988323,1.475110547,4.5,3.176692949,-2.801655157,47
"197","Manucerthia mana","Hawaii Creeper",10089,"Fringillidae","Passeriformes","AVIBASE-DD65F272",4,2,2,0,4,16,9.8,3.8,4.8,21.6,64.6,12.3,52.3,19,42,14.6,"Dunning",NA,"NO",NA,NA,0,1,1,"Carnivore","Invertivore","Insessorial",19.1,19.94,19.53,-155.45,697.48,22720814,4,1,1,1,0,0,0,1,0,0,0,0,0,0,-4.268894871,-1.820777542,-0.387060371,NA,NA,3.179261417,-2.797226117,10.0945945945946
"198","Acrocephalus familiaris","Millerbird",7586,"Acrocephalidae","Passeriformes","AVIBASE-C3F75059",2,1,1,0,2,17.1,9.6,3.4,3.5,21.4,60.5,9.1,51.4,15.1,56.5,18.3,"Dunning",NA,"NO",NA,NA,0,3,1,"Carnivore","Invertivore","Insessorial",23.05,23.06,23.06,-161.92,1.55,22714797,5,1,0,1,0,0,0,0,0,1,0,0,1,0,-10.37811378,-1.594898011,-0.403887035,NA,NA,3.194571688,-2.770825241,4.3018018018018
"199","Pyrrhulagra nigra","Cuban Bullfinch",10822,"Thraupidae","Passeriformes","AVIBASE-76018800",2,0,2,0,2,12.6,8,6,9.4,17.6,66,9.4,56.6,14.2,59,14.9,"Dunning",NA,"NO",NA,NA,0,1,1,"Omnivore","Omnivore","Insessorial",19.83,23.19,21.62,-79,109693.02,103813101,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0.78907231,-1.800437858,-0.381314681,NA,NA,3.196633579,-2.767269737,5.45045045045045
"200","Ploceus capensis","Cape Weaver",9681,"Ploceidae","Passeriformes","AVIBASE-9526D2F3",5,2,3,0,4,22.5,15.2,6.5,7.7,25,89.8,22.5,66.2,25.4,55.8,44,"Dunning",NA,"NO",NA,NA,0,3,1,"Omnivore","Omnivore","Generalist",-34.84,-22.56,-29.75,25.99,666169.71,22718807,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.59293103,-0.717609437,-0.283637948,-0.470891666,2.7,3.204992739,-2.752855286,15.3063063063063
"201","Malimbus ibadanensis","Ibadan Malimbe",9740,"Ploceidae","Passeriformes","AVIBASE-228DDFAD",3,2,1,0,3,22.6,12.9,6.4,8.2,22.8,90,15.2,74.8,17,55,38.8,"Dunning",NA,"NO",NA,NA,0,1,1,"Carnivore","Invertivore","Insessorial",7.03,7.65,7.32,4.37,1659.29,22719091,4,1,1,1,0,0,0,1,0,0,0,0,0,0,-3.402223631,-0.843378824,-0.282817135,-1.768226475,1.5,3.208973785,-2.745990411,5.17117117117117
"202","Contopus cooperi","Olive-sided Flycatcher",5888,"Tyrannidae","Passeriformes","AVIBASE-951C150C",8,3,4,1,4,19.9,12.2,8.5,6.5,14.7,104.7,38.5,63.2,37.9,68.8,32.1,"Dunning",NA,"NO",NA,NA,0,1,3,"Carnivore","Invertivore","Insessorial",29.44,68.45,51.88,-110.87,9652028.65,22699787,2,0,0,0,0,0,1,1,0,0,1,0,0,1,5.26630996,-1.032943041,-0.222487389,-0.146557964,3,3.212456282,-2.739985228,12.545045045045
"203","Phalaropus lobatus","Red-necked Phalarope",2524,"Scolopacidae","Charadriiformes","AVIBASE-E6F3BA54",9,3,5,1,4,24.4,19.1,2.5,2.7,18.8,109,54.4,55.2,49.6,50.6,36.7,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Terrestrial",50.94,75.25,65.91,-35.96,9098836.74,22693490,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.20728842,-0.899022316,-0.204839912,0.885904321,3.955,3.222582303,-2.72252402,4.6981981981982
"204","Neophema elegans","Elegant Parrot",4332,"Psittacidae","Psittaciformes","AVIBASE-9E8F1FEB",5,2,3,0,4,13.3,10.5,7.3,12.1,15.4,108.4,47.2,60.8,43.8,120.2,43.4,"Dunning",NA,"NO",NA,NA,0,2,1,"Herbivore","Granivore","Terrestrial",-38.22,-21.79,-31.99,127.74,865735.95,22685197,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.85496652,-0.73133963,-0.20730235,1.745388632,4.75,3.22614946,-2.716372851,11.1576576576577
"205","Arremon castaneiceps","Olive Finch",10335,"Passerellidae","Passeriformes","AVIBASE-095A3BA2",5,1,1,3,5,21.1,11.3,6.8,8,28,78.4,7.4,71,9.4,63,36.9,"Dunning",NA,"NO",NA,NA,0,1,1,"Omnivore","Omnivore","Generalist",-13.63,7.1,-5.27,-75.74,122751.42,22721572,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9015479,-0.89358752,-0.330424282,NA,NA,3.229299948,-2.710940182,28.3243243243243
"206","Gallinago nemoricola","Wood Snipe",2510,"Scolopacidae","Charadriiformes","AVIBASE-34ABFEB7",5,2,3,0,4,71.4,56.6,6.1,8.9,34.4,135,42.2,93.5,31.1,53.8,167.7,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Terrestrial",25.94,32.74,28.9,95,468114.51,22693082,3,1,1,0,1,0,0,1,1,0,1,0,0,0,2.24009951,0.620377598,-0.098134237,NA,NA,3.238874174,-2.694430484,18.954954954955
"207","Psophodes olivaceus","Eastern Whipbird",6360,"Psophodidae","Passeriformes","AVIBASE-79107CE6",13,5,5,3,4,23,14.9,5,7.9,31.5,94.9,6,85.4,6.7,133.6,62.4,"Dunning",NA,"NO",NA,NA,0,1,1,"Carnivore","Invertivore","Generalist",-39.48,-15.66,-30.87,149.76,428340.7,22705327,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.15130548,-0.368233796,-0.26270722,-1.227670305,2,3.245720962,-2.682623952,8.35585585585586
"208","Phalaropus fulicarius","Red Phalarope",2525,"Scolopacidae","Charadriiformes","AVIBASE-18A19380",10,5,4,1,4,31.4,27.1,2.9,3.3,26.9,126.3,65.4,58.3,52.8,51.8,55.6,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Terrestrial",56.37,79.87,69.97,-2.63,3783736.3,22693494,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.32985381,-0.48361587,-0.133839597,0.934554376,4,3.253246216,-2.66964748,8.08558558558559
"209","Vini ultramarina","Ultramarine Lorikeet",4362,"Psittacidae","Psittaciformes","AVIBASE-7DEEF7AF",4,0,0,4,3,14.2,10.1,7.2,9.7,15.8,111,48.9,63.4,43.6,62.8,49.5,"Inferred",NA,"YES","Body Mass","Vini australis",0,1,1,"Herbivore","Omnivore","Insessorial",-8.96,-8.87,-8.91,-139.55,81.42,22684647,5,1,1,1,0,0,0,0,0,1,0,0,0,0,-6.416747767,-0.599826401,-0.196631783,-1.227670305,2,3.254539388,-2.667417547,6.81981981981982
"210","Microhierax latifrons","White-fronted Falconet",4032,"Falconidae","Falconiformes","AVIBASE-C538C440",4,1,3,0,4,19.5,10.2,6.8,9.7,20.6,96.8,37.9,58.8,39.2,52.8,41.2,"Dunning",NA,"NO",NA,NA,0,2,1,"Carnivore","Invertivore","Insessorial",4,7.04,5.44,117.11,60479.23,22696330,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0.19368657,-0.783360815,-0.254909497,NA,NA,3.259411015,-2.659016963,1.34234234234234
"211","Myiarchus semirufus","Rufous Flycatcher",5749,"Tyrannidae","Passeriformes","AVIBASE-65D6284F",4,2,2,0,4,24.1,15.9,7.3,5.3,21.6,87.8,10.8,76.9,12.4,87.5,22.5,"Dunning",NA,"NO",NA,NA,0,2,1,"Carnivore","Invertivore","Insessorial",-9.55,-4.03,-5.55,-80.42,3794.35,22700393,3,1,1,1,0,0,0,1,0,0,0,0,0,0,-2.575100313,-1.388283762,-0.291846077,NA,NA,3.264018813,-2.651071323,10.7162162162162
"212","Notiomystis cincta","Stitchbird",7099,"Notiomystidae","Passeriformes","AVIBASE-8A8E833D",5,2,3,0,4,20.1,9,3.5,3.9,27.6,104.3,25.8,76.4,25.2,78,93.4,"Dunning",NA,"NO",NA,NA,0,1,1,"Omnivore","Omnivore","Insessorial",-41.32,-36.17,-39.19,175,100.83,22704154,3,1,1,1,0,0,0,0,0,0,0,0,0,0,-6.20293278,0.035092274,-0.224129014,0.934554376,4,3.268463987,-2.64340611,12.1801801801802
"213","Rallus elegans","King Rail",1770,"Rallidae","Gruiformes","AVIBASE-0BB84341",5,2,3,0,4,59.1,35.6,4.4,8.1,53.2,158.4,38.6,118.2,24.6,58,313.3,"Dunning",NA,"NO",NA,NA,0,1,1,"Carnivore","Aquatic predator","Terrestrial",17.85,47.12,36.43,-88.8,3180557.02,62155060,2,0,0,1,1,0,1,1,0,1,1,0,1,0,4.15619819,1.245362127,-0.00209913,7.853673355,10.4,3.269379405,-2.641827573,54.2432432432432
"214","Falco chicquera","Red-headed Falcon",4051,"Falconidae","Falconiformes","AVIBASE-8C1821E7",5,2,3,0,4,20.9,13.8,8.8,12.3,36.7,204.8,99.8,106.2,48.5,139,208,"Dunning",NA,"NO",NA,NA,0,3,1,"Carnivore","Vertivore","Aerial",10.43,34.79,23.88,77.38,3166581.2,22727778,2,0,0,0,1,0,0,1,0,0,1,0,0,0,4.15179437,0.835739009,0.188329458,0.934554376,4,3.285751224,-2.613596174,3.14864864864865
"215","Oriolus hosii","Black Oriole",6268,"Oriolidae","Passeriformes","AVIBASE-50716C00",9,3,6,0,4,24.1,15.8,7.8,8.3,23.6,122.8,29.9,92.3,24.4,83.8,64,"Inferred",NA,"YES","Body Mass","Oriolus cruentus",0,1,1,"Herbivore","Frugivore","Insessorial",2.26,4.71,3.44,115.13,20423.78,22706440,2,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.891913523,-0.342915988,-0.148203823,NA,NA,3.293104501,-2.600916258,11.3963963963964
"216","Falco punctatus","Mauritius Kestrel",4040,"Falconidae","Falconiformes","AVIBASE-D1069C26",5,2,3,0,4,19.5,12.6,9.2,10.7,39.3,179.4,63.4,115.8,35.4,134.4,167.4,"Dunning",NA,"NO",NA,NA,0,3,1,"Carnivore","Vertivore","Generalist",-20.48,-20.14,-20.37,57.47,157.55,22696373,4,1,1,1,0,0,0,1,0,0,1,0,0,0,-5.756625842,0.618587087,0.084086222,-0.146557964,3,3.295500678,-2.596784315,9.53153153153153
"217","Symposiachrus sacerdotum","Flores Monarch",6806,"Monarchidae","Passeriformes","AVIBASE-E1D6FE15",1,0,1,0,0,15.9,10.4,5.9,4.3,19.6,72,11,61,15.3,70,37,"EltonTraits_Model",NA,"YES","Beak Nares","Symposiachrus loricatus",0,1,1,"Carnivore","Invertivore","Insessorial",-8.83,-8.41,-8.65,119.98,696.22,22707285,4,1,1,0,1,0,1,1,0,1,0,0,1,0,-4.270703008,-0.890881158,-0.356690295,NA,NA,3.321303116,-2.552290853,16.0540540540541
"218","Eupsittula canicularis","Orange-fronted Parakeet",4253,"Psittacidae","Psittaciformes","AVIBASE-71F8EC07",7,4,3,0,5,20.8,17.6,11.9,21,12.6,132.7,59,73.2,44.6,104,85,"Dunning",NA,"NO",NA,NA,0,2,1,"Herbivore","Frugivore","Insessorial",9.55,31.8,17.22,-96.73,269642.12,22685739,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1.68848217,-0.059147815,-0.107573585,0.934554376,4,3.326305831,-2.543664222,3.41441441441441
"219","Hemignathus wilsoni","Akiapolaau",10085,"Fringillidae","Passeriformes","AVIBASE-DDE78CC9",9,3,6,0,8,23.2,16.9,4.5,5.4,22.8,73.4,16.5,55.7,23,44.2,28,"Dunning",NA,"NO",NA,NA,0,1,1,"Carnivore","Invertivore","Insessorial",19.27,19.92,19.65,-155.36,151.37,22720799,4,1,1,1,0,0,0,1,0,0,0,0,0,0,-5.796641539,-1.169594561,-0.350944604,-2.308782645,1,3.32983012,-2.537586973,3.8018018018018
"220","Xenoglaux loweryi","Long-whiskered Owlet",2801,"Strigidae","Strigiformes","AVIBASE-2B03EB0B",4,2,2,0,4,14.6,9.8,6.2,9.6,20.1,103.5,29.8,73.7,28.9,54,48,"Dunning",NA,"NO",NA,NA,0,1,1,"Carnivore","Invertivore","Insessorial",-6.11,-5.55,-5.75,-77.84,1624.29,22689320,3,1,1,0,0,1,1,1,1,0,0,0,0,0,-3.423542634,-0.63059806,-0.227412266,NA,NA,3.347129465,-2.507756158,2.01351351351351
"221","Grallaria chthonia","Tachira Antpitta",4834,"Grallariidae","Passeriformes","AVIBASE-1585B1C0",1,0,1,0,1,26.6,16.7,5.9,8.4,42,98.5,6.6,91.9,6.7,39,94.2,"Inferred",NA,"YES","Body Mass","Grallaria guatimalensis",0,1,1,"Carnivore","Invertivore","Terrestrial",7.52,7.75,7.63,-72.25,496.18,22703255,5,1,1,0,0,0,0,0,0,0,0,0,0,0,-4.609429946,0.043621111,-0.247932588,NA,NA,3.350025365,-2.502762498,1.34234234234234
"222","Neophema chrysogaster","Orange-bellied Parrot",4334,"Psittacidae","Psittaciformes","AVIBASE-7FB356E8",4,0,0,4,4,13.6,10.5,7.3,12,14.6,107,47,60,43.9,101,45.9,"Dunning",NA,"NO",NA,NA,0,2,1,"Herbivore","Granivore","Terrestrial",-43.35,-42.19,-42.81,145.83,3129.58,22685203,5,1,1,1,1,1,0,0,0,1,0,0,1,0,-2.767714621,-0.675333954,-0.21304804,1.610249589,4.625,3.352362709,-2.498732006,10.0495495495495
"223","Celeus undatus","Waved Woodpecker",3894,"Picidae","Piciformes","AVIBASE-FA26F861",17,7,9,1,12,24.8,17.2,6.9,6.4,20.6,122.8,27.7,95.8,22.5,71,64.5,"Dunning",NA,"NO",NA,NA,0,1,1,"Carnivore","Invertivore","Insessorial",-14.23,10.77,-2.9,-62.9,5521579.18,155069065,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.70780575,-0.335133847,-0.148203823,NA,NA,3.353915947,-2.496053618,0.59009009009009
"224","Calidris pygmaea","Spoon-billed Sandpiper",2471,"Scolopacidae","Charadriiformes","AVIBASE-3FC8CA50",5,3,2,0,4,22.9,18.4,4,3.5,22.5,99.4,53.4,44.8,54.4,37.2,31.7,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Terrestrial",59.78,67.41,63.52,58.08,54414.21,22693452,5,1,1,1,1,1,0,1,1,0,1,0,1,0,0.0880119,-1.04548239,-0.24423893,NA,NA,3.354764461,-2.494590449,10.8918918918919
"225","Charadrius dubius","Little Ringed Plover",2371,"Charadriidae","Charadriiformes","AVIBASE-35EC3BBF",5,2,3,0,4,16.1,9.3,2.6,3.1,23.2,114.8,57.2,55,51,55.6,38.7,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Terrestrial",-10.44,68.39,43.86,79.16,33641119.87,22693770,1,0,0,1,0,0,0,1,1,1,1,0,0,0,6.51489097,-0.845959471,-0.181036338,0.934554376,4,3.355648027,-2.493066837,17.5045045045045
"226","Ixos malaccensis","Streaked Bulbul",7847,"Pycnonotidae","Passeriformes","AVIBASE-0457ECD3",5,2,2,1,5,26,17.2,5.2,6.5,16.9,104,20.1,83.9,19.4,84.2,37.3,"Dunning",NA,"NO",NA,NA,0,1,1,"Omnivore","Frugivore","Insessorial",-5.95,13.52,1.45,109.69,976235.84,22713198,2,0,1,0,0,0,0,1,0,1,0,0,0,0,2.97509077,-0.882805744,-0.225360234,-1.227670305,2,3.358138365,-2.488772523,1.96846846846847
"227","Pyrrhula murina","Azores Bullfinch",10136,"Fringillidae","Passeriformes","AVIBASE-0788A895",5,2,3,0,4,12.6,9.8,9.2,10.2,20.8,83.7,21.5,63.4,25.4,71,30,"Dunning",NA,"NO",NA,NA,0,2,1,"Herbivore","Granivore","Insessorial",37.73,37.84,37.79,-25.24,144.43,22720676,3,1,1,1,0,0,0,1,0,0,0,0,0,0,-5.843573749,-1.100601689,-0.308672741,1.475110547,4.5,3.367504304,-2.472621993,3.18918918918919
"228","Progne modesta","Galapagos Martin",7746,"Hirundinidae","Passeriformes","AVIBASE-13169BC5",4,1,3,0,4,12.8,7,4,3.4,14.2,126.1,67.3,58.8,53.4,68.9,41.4,"Inferred",NA,"YES","Body Mass","Progne murphyi",0,1,1,"Carnivore","Invertivore","Aerial",-1.41,0.17,-0.57,-90.91,7771.35,22731986,4,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.858169537,-0.77851819,-0.13466041,0.826443142,3.9,3.37448351,-2.460587121,17.4144144144144
"229","Meliphaga lewinii","Lewin's Honeyeater",6110,"Meliphagidae","Passeriformes","AVIBASE-1EDA991A",25,10,15,0,4,23,10.4,3.3,4.5,24.5,94.6,17.2,75.3,18.5,82.8,33.6,"Dunning",NA,"NO",NA,NA,0,1,1,"Herbivore","Omnivore","Insessorial",-39.24,-13.14,-27.8,149.63,643140.81,22704016,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.55775026,-0.987273004,-0.263938439,-1.146586879,2.075,3.376436731,-2.457219006,3.54954954954955
"230","Calendulauda burra","Red Lark",7285,"Alaudidae","Passeriformes","AVIBASE-E591A2D7",5,2,3,0,4,15.4,9.8,4.3,5.7,26.8,97,18.1,77.6,19,73.6,37.4,"Dunning",NA,"NO",NA,NA,0,3,1,"Omnivore","Omnivore","Terrestrial",-31.26,-28.95,-30.08,20.02,72170.13,22717180,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0.37041282,-0.880128367,-0.254088684,NA,NA,3.386364439,-2.440099768,28.2207207207207
"231","Anthochaera phrygia","Regent Honeyeater",6131,"Meliphagidae","Passeriformes","AVIBASE-1C525B4A",11,3,5,3,4,21.6,8.3,3.3,4.4,22.2,110.1,29.4,81.2,26.6,97.2,40,"Dunning",NA,"NO",NA,NA,0,2,2,"Herbivore","Omnivore","Insessorial",-36.73,-30.58,-34.17,148.6,8643.74,22704415,5,1,1,1,1,0,0,1,0,0,0,0,1,0,-1.751778071,-0.812919617,-0.200325441,-1.119559071,2.1,3.396912726,-2.421910409,16.1171171171171
"232","Calidris minutilla","Least Sandpiper",2479,"Scolopacidae","Charadriiformes","AVIBASE-A47B0BD4",5,2,3,0,4,20.3,15.1,2.4,3.2,18.4,86.4,32.1,53.1,37.7,39.2,22.9,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Terrestrial",43.39,71.39,62.1,-119.05,4973788.94,22693396,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.60332376,-1.37066216,-0.297591767,0.934554376,4,3.403927912,-2.409813493,17.490990990991
"233","Pica nutalli","Yellow-billed Magpie",6960,"Corvidae","Passeriformes","AVIBASE-538A9CA7",11,3,7,1,4,36.3,23.3,11.4,13.2,48.2,188.8,49.9,140.2,26.2,241.5,158.3,"Dunning",NA,"NO",NA,NA,0,2,1,"Carnivore","Omnivore","Terrestrial",34.43,40.93,37.62,-121.17,95191.28,22705874,3,1,1,1,1,0,0,0,0,0,1,0,1,0,0.64727491,0.562692896,0.122664428,NA,NA,3.408051597,-2.402702652,6.35585585585586
"234","Amytornis housei","Black Grasswren",5960,"Maluridae","Passeriformes","AVIBASE-7187B6CF",12,5,7,0,4,18.5,9.3,3.8,5.2,25.3,72.1,5.5,67.3,7.5,98.6,28.9,"Dunning",NA,"NO",NA,NA,0,3,1,"Omnivore","Omnivore","Terrestrial",-17.02,-14.23,-15.83,125.47,32941.64,22703807,2,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.41387592,-1.137957476,-0.356279888,-1.227670305,2,3.42610049,-2.371579325,4.44144144144144
"235","Chloropsis sonnerati","Greater Green Leafbird",9395,"Chloropseidae","Passeriformes","AVIBASE-A0473AFB",5,1,3,1,4,24.7,16.6,5,6.4,21.2,100.6,21.1,79.6,21,71,45.8,"Dunning",NA,"NO",NA,NA,0,1,1,"Omnivore","Omnivore","Insessorial",-8.78,13.77,0.88,108.46,1386747.46,22704950,4,1,1,0,0,0,0,1,0,0,0,0,0,0,3.3261029,-0.67751498,-0.239314053,NA,NA,3.440654474,-2.346482582,3.98648648648649
"236","Cyanolyca nanus","Dwarf Jay",7010,"Corvidae","Passeriformes","AVIBASE-945C18FA",8,0,8,0,4,24.1,13.2,6.5,7.3,31.6,113.4,14.9,98.5,13.1,113.9,41,"Dunning",NA,"NO",NA,NA,0,1,1,"Carnivore","Invertivore","Insessorial",17.14,21.26,17.98,-96.79,4670.68,22705672,2,0,1,0,1,0,0,1,1,0,0,0,1,0,-2.36730876,-0.788227004,-0.186782028,-0.146557964,3,3.448632305,-2.332725691,12.3468468468468
