"","species","English.name","Sequence","Family1","Order1","Avibase.ID1","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","result.taxonid","result.category","threatened","agriculture","invasive","residential","energy","transportation","resource_use","intrusion","nat_sys_modif","pollution","geological","climate_change","other","rangecentr","masscentr","wing.lcentr","clutchcentr","clutch.size","gen.length","genlcentr","hits"
"703","Megalurulus turipavae","Guadalcanal Thicketbird",7652,"Locustellidae","Passeriformes","AVIBASE-7742FBED",0,0,0,0,0,18.4,11.5,3.7,4.3,26.1,63.2,6.8,56.4,10.8,63.2,36,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Megalurulus whitneyi",0,1,1,"Carnivore","Invertivore","Terrestrial",-9.84,-9.61,-9.72,160.16,455.93,103798488,2,0,0,1,0,0,0,0,0,0,0,0,1,0,-4.694029421,-0.918280133,-0.392806061,NA,NA,2.534393376,-3.909230021,0
"704","Laticilla burnesii","Rufous-vented Grass-babbler",8330,"Pellorneidae","Passeriformes","AVIBASE-83DCEA75",4,2,2,0,4,13,7.1,2.2,3.2,18.5,56.2,4.2,52,7.5,106.8,19,"Updated_literature","BoW","NO",NA,NA,0,2,1,"Carnivore","Invertivore","Generalist",23.79,33.22,29.78,71.98,332103.29,22735835,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1.8968326,-1.557360092,-0.421534512,NA,NA,2.534393376,-3.909230021,0
"705","Phyllanthus rubiginosus","Black-crowned Capuchin Babbler",8405,"Leiotrichidae","Passeriformes","AVIBASE-60C54BA1",0,0,0,0,0,26.3,15.2,5,7.8,36.4,118.8,8.8,109.9,7.4,92.2,85.6,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Phyllanthus atripennis",0,1,1,"Carnivore","Invertivore","Generalist",4.74,9.83,6.62,-1.59,216585.32,103871272,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1.46937113,-0.052113788,-0.16462008,NA,NA,2.534393376,-3.909230021,0
"706","Henicorhina anachoreta","Hermit Wood-wren",8670,"Troglodytidae","Passeriformes","AVIBASE-BDC37153",3,2,1,0,3,14.7,8.9,1.8,2.6,14.4,49.7,3.6,46.1,7.3,23.2,16.2,"DataFromSplit",NA,"NO",NA,NA,0,1,1,"Carnivore","Invertivore","Generalist",10.45,11.16,10.82,-73.64,4428.6,103889855,2,0,1,0,0,0,0,1,0,1,0,0,0,0,-2.420529924,-1.716787829,-0.448210931,NA,NA,2.534393376,-3.909230021,0
"707","Cichlopsis chubbi","Chestnut-throated Solitaire",8891,"Turdidae","Passeriformes","AVIBASE-3ECE7C7F",0,0,0,0,0,18.3,10.6,4.8,5.1,22.7,105.4,29.4,76.1,27.9,100.4,53.8,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Cichlopsis gularis",0,1,1,"Carnivore","Invertivore","Insessorial",-0.06,3.81,1.42,-78.13,13559.03,103881133,2,0,1,0,1,0,0,1,0,0,0,0,0,0,-1.301560685,-0.516525604,-0.219614543,NA,NA,2.534393376,-3.909230021,0
"708","Cichlopsis peruviana","Peruvian Solitaire",8892,"Turdidae","Passeriformes","AVIBASE-74070E02",0,0,0,0,0,18.3,10.6,4.8,5.1,22.7,105.4,29.4,76.1,27.9,100.4,53.8,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Cichlopsis gularis",0,1,1,"Carnivore","Invertivore","Insessorial",-11.09,-8.87,-9.92,-74.99,3449.92,103880904,2,0,1,0,0,0,0,1,0,0,0,0,0,0,-2.670262389,-0.516525604,-0.219614543,NA,NA,2.534393376,-3.909230021,0
"709","Cyanoptila cumatilis","Zappey's Flycatcher",9103,"Muscicapidae","Passeriformes","AVIBASE-BC81D33B",0,0,0,0,0,14.6,8.1,4.7,4.2,14.7,90.5,27.6,62.9,30.6,59.2,22.5,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Cyanoptila cyanomelana",0,1,3,"Carnivore","Invertivore","Terrestrial",29.53,41.07,35.02,110.41,362758.58,103758091,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1.98512411,-1.388283762,-0.280765103,NA,NA,2.534393376,-3.909230021,0
"710","Stiphrornis pyrrholaemus","Olive-backed Forest-robin",9172,"Muscicapidae","Passeriformes","AVIBASE-E3760281",1,0,1,0,1,15.3,8.4,3.8,3.9,24.2,69,7.3,61.8,10.6,48,15.6,"DataFromSplit",NA,"NO",NA,NA,0,1,1,"Carnivore","Invertivore","Generalist",-4.95,1.61,-2.33,10.99,97383.54,22735640,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0.67004377,-1.754528157,-0.369002488,NA,NA,2.534393376,-3.909230021,0
"711","Heinrichia simplex","Minahasa Shortwing",9187,"Muscicapidae","Passeriformes","AVIBASE-E6265029",1,1,0,0,0,19,10.6,5,5,34.4,78,13,65,16.7,69,26.8,"Inferred",NA,"YES","Tarsus Length; Body Mass","Heinrichia calligyna",0,1,1,"Carnivore","Invertivore","Terrestrial",0.63,1.11,0.83,121.28,769.21,103866352,2,0,0,0,0,0,0,0,0,0,0,0,1,0,-4.171004696,-1.213397183,-0.332065908,NA,NA,2.534393376,-3.909230021,0
"712","Larvivora komadori","Ryukyu Robin",9210,"Muscicapidae","Passeriformes","AVIBASE-69346554",1,0,1,0,0,17.5,9.4,3.2,4.3,26.5,70,14,59,19.1,54,23.9,"Dunning",NA,"YES","Beak Nares; Kipp's Distance; Secondary1; Hand-Wing Index","Larvivora namiyei",0,1,1,"Carnivore","Omnivore","Terrestrial",27.32,32.06,29.19,129.91,2194.46,103767667,2,0,0,1,0,0,0,0,0,0,0,0,0,0,-3.122677428,-1.327920612,-0.364898423,NA,NA,2.534393376,-3.909230021,0
"713","Larvivora namiyei","Okinawa Robin",9211,"Muscicapidae","Passeriformes","AVIBASE-742C395C",4,1,3,0,4,15.6,9.4,3.4,3.9,25.6,73,14,59,19.1,48,23.9,"DataFromSplit",NA,"NO",NA,NA,0,1,1,"Carnivore","Omnivore","Terrestrial",26.07,26.87,26.49,127.95,1284.04,103767739,2,0,0,1,1,0,1,1,0,1,0,0,0,0,-3.658602074,-1.327920612,-0.35258623,NA,NA,2.534393376,-3.909230021,0
"714","Foudia consobrina","Grand Comoro Fody",9660,"Ploceidae","Passeriformes","AVIBASE-3706ABE9",0,0,0,0,0,18.2,12,5.8,8.4,21.1,80,13.9,65.4,17.5,50.8,24.5,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Foudia eminentissima",0,1,1,"Carnivore","Invertivore","Insessorial",-11.94,-11.36,-11.66,43.34,1031.45,103811335,2,0,0,1,0,0,0,0,0,0,0,0,0,0,-3.877647852,-1.303125953,-0.323857779,NA,NA,2.534393376,-3.909230021,0
"715","Chrysocorythus mindanensis","Mindanao Serin",10213,"Fringillidae","Passeriformes","AVIBASE-1513D718",0,0,0,0,0,11.2,7.1,5.4,7.3,14.8,67,15.5,51.5,23.1,54,12,"Inferred",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length; Body Mass","Chrysocorythus estherae",0,3,1,"Herbivore","Omnivore","Insessorial",6.92,8.19,7.7,125,1264.11,103764849,2,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.674245114,-2.016892421,-0.377210617,NA,NA,2.534393376,-3.909230021,0
"716","Atlapetes nigrifrons","Black-fronted Brush-finch",10377,"Passerellidae","Passeriformes","AVIBASE-FB4C2D40",0,0,0,0,0,15.6,9,5.2,6.8,25.9,74.6,9.4,65.1,12.7,72.6,23.6,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Atlapetes latinuchus",0,1,1,"Omnivore","Omnivore","Insessorial",9.56,10.9,10.2,-72.89,5280.29,103774363,2,0,1,0,1,1,0,0,0,0,0,0,0,0,-2.244632411,-1.340552359,-0.346019727,NA,NA,2.534393376,-3.909230021,0
"717","Calyptophilus frugivorus","Eastern Chat-tanager",10694,"Calyptophilidae","Passeriformes","AVIBASE-FD0EC029",4,1,1,2,4,23.8,14.2,3.9,6.2,26.8,88.4,11.7,76.7,13.2,84,32.1,"Dunning",NA,"NO",NA,NA,0,1,1,"Carnivore","Invertivore","Terrestrial",17.94,19.31,18.79,-71.01,7294.34,22731255,2,0,1,0,0,0,0,1,0,0,0,0,0,0,-1.921514726,-1.032943041,-0.289383638,NA,NA,2.534393376,-3.909230021,0
"718","Granatellus francescae","Tres Marias Chat",10706,"Cardinalidae","Passeriformes","AVIBASE-A3C7DD43",3,1,2,0,0,12.8,8.6,4.9,4.8,21,65,8.8,56.2,13.5,75.9,10.8,"DataFromSplit",NA,"YES","Beak Nares; Beak Depth","Granatellus venustus",0,1,1,"Carnivore","Invertivore","Insessorial",21.29,21.78,21.56,-106.51,243.16,103804320,2,0,1,1,1,0,0,1,0,0,0,0,1,0,-5.322649047,-2.122252937,-0.385418745,NA,NA,2.534393376,-3.909230021,0
"719","Arremon perijanus","Perija Brush-finch",10341,"Passerellidae","Passeriformes","AVIBASE-41B3966D",0,0,0,0,0,18.9,10.7,6.1,7.2,32.2,80.5,7.8,72.8,9.8,85.7,42,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Arremon torquatus",0,1,1,"Omnivore","Omnivore","Generalist",9.63,11.14,10.39,-72.74,6850.9,22724899,3,1,1,0,1,1,0,0,0,0,0,0,0,0,-1.984233401,-0.764129453,-0.321805747,-1.227670305,2,2.534393376,-3.909230021,0
"720","Arremon phygas","Paria Brush-finch",10345,"Passerellidae","Passeriformes","AVIBASE-FB16BA4E",0,0,0,0,0,18.9,10.7,6.1,7.2,32.2,80.5,7.8,72.8,9.8,85.7,42,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Arremon torquatus",0,1,1,"Omnivore","Omnivore","Generalist",9.58,10.73,10.02,-63.78,8219.16,22724917,3,1,1,0,0,0,0,0,0,0,0,0,0,0,-1.802145417,-0.764129453,-0.321805747,-1.227670305,2,2.534393376,-3.909230021,0
"721","Calamonastides gracilirostris","Papyrus Yellow Warbler",7541,"Acrocephalidae","Passeriformes","AVIBASE-CB79F02F",2,1,1,0,1,14.1,8.4,2.7,3.3,22.5,59,5.8,53.1,9.9,68,10.8,"Dunning",NA,"NO",NA,NA,0,3,1,"Carnivore","Invertivore","Insessorial",-3.34,1.82,-1.07,30.55,69809.73,103779235,3,1,1,1,1,0,0,1,0,1,0,0,0,0,0.33715997,-2.122252937,-0.410043132,-0.795225368,2.4,2.534393376,-3.909230021,0
"722","Erythropitta inspeculata","Talaud Pitta",4501,"Pittidae","Passeriformes","AVIBASE-DC3EDFFE",0,0,0,0,0,20.3,13.7,6.7,7,34,89.6,21.3,67.7,23.9,32.6,72.4,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Erythropitta erythrogaster",0,1,1,"Carnivore","Invertivore","Terrestrial",3.99,4.55,4.28,126.79,842.42,103656357,3,1,1,0,0,0,0,1,0,0,0,0,0,0,-4.080090008,-0.219592772,-0.284458761,NA,NA,2.534393376,-3.909230021,0
"723","Erythropitta splendida","Tabar Pitta",4511,"Pittidae","Passeriformes","AVIBASE-6BE63DCC",0,0,0,0,0,20.3,13.7,6.7,7,34,89.6,21.3,67.7,23.9,32.6,72.4,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Erythropitta erythrogaster",0,1,1,"Carnivore","Invertivore","Terrestrial",-3,-2.6,-2.81,151.98,285.07,103656470,3,1,0,0,0,1,0,1,0,0,0,0,0,0,-5.163633946,-0.219592772,-0.284458761,NA,NA,2.534393376,-3.909230021,0
"724","Grallaricula cumanensis","Sucre Antpitta",4881,"Grallariidae","Passeriformes","AVIBASE-CB3D7CC3",3,3,0,0,2,16.7,9.5,5.3,5.1,24.4,64.3,11.5,52.8,17.9,26.4,19.8,"DataFromSplit",NA,"NO",NA,NA,0,1,1,"Carnivore","Invertivore","Insessorial",9.97,10.73,10.25,-63.59,3476.12,22736456,3,1,1,0,0,0,0,0,0,0,0,0,0,0,-2.662696702,-1.516117133,-0.38829159,NA,NA,2.534393376,-3.909230021,0
"725","Clibanornis rufipectus","Santa Marta Foliage-gleaner",5121,"Furnariidae","Passeriformes","AVIBASE-62B3521F",3,1,2,0,0,26.4,16.5,4.7,7.3,24.8,84.3,9.4,76.6,10.9,83,39.8,"DataFromSplit",NA,"YES","Beak Culmen; Kipp's Distance; Hand-Wing Index","Clibanornis rubiginosus",0,1,1,"Carnivore","Invertivore","Insessorial",10.47,11.21,10.92,-73.84,2307.45,22736301,3,1,1,0,1,0,0,0,0,1,0,0,0,0,-3.072470412,-0.817932159,-0.306210302,NA,NA,2.534393376,-3.909230021,0
"726","Myzomela batjanensis","Bacan Myzomela",6050,"Meliphagidae","Passeriformes","AVIBASE-DA741383",1,0,1,0,0,17.6,9.8,2.4,2.6,14.6,55,9.2,44.1,17.2,38.5,10.8,"EltonTraits_GenAvg",NA,"YES","Beak Nares; Beak Depth; Tarsus Length; Kipp's Distance; Secondary1; Hand-Wing Index","Myzomela chloroptera",0,1,1,"Herbivore","Nectarivore","Insessorial",-0.78,-0.68,-0.73,127.52,101.01,103686945,3,1,1,0,0,0,0,1,0,0,0,0,0,0,-6.201149188,-2.122252937,-0.426459389,NA,NA,2.534393376,-3.909230021,0
"727","Lamprolia klinesmithi","Natewa Silktail",6682,"Lamproliidae","Passeriformes","AVIBASE-20AD6203",0,0,0,0,0,17.3,9.6,3.9,3.8,22.8,81.5,12.3,69.6,15,45.5,14.7,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Lamprolia victoriae",0,1,1,"Carnivore","Invertivore","Generalist",-16.7,-16.48,-16.61,179.81,215.55,103707799,3,1,1,1,0,0,0,1,0,0,0,0,1,0,-5.443175809,-1.813951577,-0.317701683,NA,NA,2.534393376,-3.909230021,0
"728","Calamonastides bensoni","Zambian Yellow Warbler",7542,"Acrocephalidae","Passeriformes","AVIBASE-D092ED10",1,0,1,0,1,14.1,7.9,3.6,2.4,23.3,56,6.2,49.8,11.1,60.5,10.8,"DataFromSplit",NA,"NO",NA,NA,0,3,1,"Carnivore","Invertivore","Insessorial",-10.16,-9.24,-9.72,28.55,6049.52,103779336,3,1,1,0,0,0,0,1,0,1,0,0,0,0,-2.108634501,-2.122252937,-0.422355325,NA,NA,2.534393376,-3.909230021,0
"729","Rhabdornis rabori","Visayan Rhabdornis",8766,"Sturnidae","Passeriformes","AVIBASE-BFBAA892",16,6,10,0,1,19.4,10.7,4,5.9,22.1,91.6,27.9,68.6,28.9,63.1,39.1,"DataFromSplit",NA,"NO",NA,NA,0,1,1,"Omnivore","Omnivore","Insessorial",9.04,11.94,10.58,122.74,24269.39,103878304,3,1,1,0,0,0,0,1,0,0,0,0,0,0,-0.71939755,-0.835676604,-0.276250632,NA,NA,2.534393376,-3.909230021,0
"730","Larvivora tanensis","Izu Robin",9209,"Muscicapidae","Passeriformes","AVIBASE-20940C94",0,0,0,0,0,14.9,8.2,3.2,3.8,27.7,71.1,17.6,53.3,24.8,53,17,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Larvivora akahige",0,1,1,"Carnivore","Invertivore","Terrestrial",32.44,34.8,34.04,139.51,301.84,103767625,3,1,1,1,1,0,1,0,0,0,0,1,0,0,-5.106471634,-1.668585727,-0.360383952,NA,NA,2.534393376,-3.909230021,0
"731","Calyptophilus tertius","Western Chat-tanager",10693,"Calyptophilidae","Passeriformes","AVIBASE-2C4E4A3C",4,2,2,0,4,24.8,15.7,4.6,7,31.3,88.4,7,81.4,7.9,92.5,49.2,"Dunning",NA,"NO",NA,NA,0,1,1,"Carnivore","Invertivore","Terrestrial",17.9,18.53,18.28,-72.23,6314.23,22729082,3,1,1,1,0,0,0,1,0,0,0,0,0,0,-2.065807615,-0.605905448,-0.289383638,NA,NA,2.534393376,-3.909230021,0
"732","Certhidea olivacea","Green Warbler-finch",10833,"Thraupidae","Passeriformes","AVIBASE-284D617C",6,2,4,0,4,11.9,7.9,3.6,3.8,20.6,51.8,8,43.3,15.5,34.3,9.5,"Dunning",NA,"NO",NA,NA,0,2,1,"Carnivore","Invertivore","Insessorial",-1.05,0.27,-0.53,-91.05,6997.83,103814223,3,1,1,1,1,0,0,1,0,0,0,0,0,0,-1.96301333,-2.250507272,-0.439592395,NA,NA,2.534393376,-3.909230021,0
"733","Chloropsis cochinchinensis","Javan Leafbird",9406,"Chloropseidae","Passeriformes","AVIBASE-5BCF3089",4,1,3,0,3,20.8,12.3,4.6,5.4,17.9,80.2,14.2,67.2,17.4,63,24.5,"Dunning",NA,"NO",NA,NA,0,1,1,"Omnivore","Omnivore","Insessorial",-8.78,-5.87,-7.42,109.57,78694.2,103775551,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0.45695602,-1.303125953,-0.323036966,-0.795225368,2.4,2.534393376,-3.909230021,0
"734","Foudia aldabrana","Aldabra Fody",9659,"Ploceidae","Passeriformes","AVIBASE-8999FD8C",4,2,2,0,4,17.6,11.9,5.9,9.2,21.7,76.8,13.9,62.8,18.2,52.2,24.5,"DataFromSplit",NA,"NO",NA,NA,0,1,1,"Carnivore","Invertivore","Insessorial",-9.47,-9.34,-9.4,46.37,159.45,103811282,4,1,0,1,0,0,0,0,0,0,0,0,1,0,-5.744638317,-1.303125953,-0.336990785,-0.687114134,2.5,2.534393376,-3.909230021,0
"735","Hypsipetes moheliensis","Moheli Bulbul",7872,"Pycnonotidae","Passeriformes","AVIBASE-0A2ACE45",0,0,0,0,0,24,13.6,4.4,5.6,19.1,105.3,20.8,84.5,19.7,94.7,59.4,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Hypsipetes parvirostris",0,1,2,"Omnivore","Frugivore","Insessorial",-12.41,-12.24,-12.32,43.73,213.58,103823979,4,1,1,0,0,0,0,1,0,0,0,0,1,0,-5.45235724,-0.417504845,-0.22002495,-0.146557964,3,2.534393376,-3.909230021,0
"736","Urocissa whiteheadi","Hainan Magpie",6935,"Corvidae","Passeriformes","AVIBASE-F24832F2",1,1,0,0,0,48.9,28,13.4,15.2,50.2,203,28.6,183.4,13.4,236,200,"Updated_literature","BoW","YES","Beak Nares; Kipp's Distance; Secondary1; Hand-Wing Index","Urocissa xanthomelana",0,1,1,"Omnivore","Omnivore","Insessorial",18.16,20.13,19.2,109.74,33794.26,103719392,4,1,1,0,1,0,0,1,0,0,0,0,0,0,-0.38832247,0.796518296,0.180942142,3.096779057,6,2.534393376,-3.909230021,0
"737","Erythropitta palliceps","Siau Pitta",4503,"Pittidae","Passeriformes","AVIBASE-E16A438F",0,0,0,0,0,20.3,13.7,6.7,7,34,89.6,21.3,67.7,23.9,32.6,72.4,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Erythropitta erythrogaster",0,1,1,"Carnivore","Invertivore","Terrestrial",2.29,2.81,2.59,125.4,193.59,103656371,4,1,1,0,0,0,0,0,0,0,0,0,0,0,-5.550626189,-0.219592772,-0.284458761,NA,NA,2.534393376,-3.909230021,0
"738","Scytalopus diamantinensis","Diamantina Tapaculo",4905,"Rhinocryptidae","Passeriformes","AVIBASE-D72E1392",3,1,0,2,2,11.7,6.4,2.9,3.1,20.4,49.8,5,43.2,10.3,37.5,16.4,"Updated_literature","Dunning (2021)","NO",NA,NA,NA,1,1,"Carnivore","Invertivore","Terrestrial",-13.89,-11.07,-12.66,-41.59,21167.42,22736188,4,1,1,0,1,0,0,1,0,1,0,0,0,0,-0.856150224,-1.704517736,-0.447800524,NA,NA,2.534393376,-3.909230021,0
"739","Scytalopus gonzagai","Boa Nova Tapaculo",4909,"Rhinocryptidae","Passeriformes","AVIBASE-1B8BDC64",0,0,0,0,0,10.9,6.2,2.9,3.1,19.1,50.2,5.4,45.6,10.9,43,13,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Scytalopus speluncae",0,1,1,"Carnivore","Invertivore","Terrestrial",-15.2,-14.35,-14.72,-39.77,4360.15,103661238,4,1,1,0,0,0,0,1,0,1,0,0,1,0,-2.436106971,-1.936849714,-0.446158899,NA,NA,2.534393376,-3.909230021,0
"740","Premnoplex pariae","Paria Barbtail",5140,"Furnariidae","Passeriformes","AVIBASE-74407F20",0,0,0,0,0,18.2,10.8,3.1,3.8,21.4,59.5,7.1,52.4,11.9,56,16.3,"Inferred",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length; Body Mass","Premnoplex tatei",0,1,1,"Carnivore","Invertivore","Generalist",10.63,10.71,10.68,-62.32,230.8,103672561,4,1,1,0,0,0,0,0,0,1,0,0,0,0,-5.374817175,-1.710633963,-0.4079911,NA,NA,2.534393376,-3.909230021,0
"741","Thripophaga amacurensis","Delta Amacuro Softtail",5211,"Furnariidae","Passeriformes","AVIBASE-76537A2A",0,0,0,0,0,15.3,10.1,3.3,4.2,18.3,65.5,9,56.5,13.7,68.2,27.7,"Updated_literature","Dunning (2021)","YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Thripophaga cherriei",NA,1,1,"Carnivore","Invertivore","Insessorial",8.44,8.64,8.53,-61.34,811.09,103674338,4,1,1,0,0,1,0,1,0,0,0,0,0,0,-4.117989688,-1.180366658,-0.383366713,NA,NA,2.534393376,-3.909230021,0
"742","Phibalura boliviana","Apolo Cotinga",5366,"Cotingidae","Passeriformes","AVIBASE-B5B3D9A7",2,2,0,0,2,12.4,8.1,6.1,5.8,17.4,97.6,31.2,66.4,32,102.1,46.5,"DataFromSplit",NA,"NO",NA,NA,0,2,3,"Herbivore","Frugivore","Insessorial",-14.96,-14.48,-14.76,-68.43,651.01,22724784,4,1,1,1,0,0,0,1,0,1,0,0,1,0,-4.337843707,-0.662346758,-0.251626246,NA,NA,2.534393376,-3.909230021,0
"743","Ceblepyris cucullatus","Comoro Cuckooshrike",6465,"Campephagidae","Passeriformes","AVIBASE-13D917BC",5,2,3,0,4,20.2,11.8,6.9,6,23.3,97.1,22.5,74.6,23.2,86.4,47.2,"DataFromSplit",NA,"NO",NA,NA,0,1,1,"Carnivore","Invertivore","Insessorial",-12.41,-11.36,-11.77,43.41,1245,103694489,4,1,1,1,0,0,0,1,0,0,0,0,0,0,-3.689477901,-0.647405178,-0.253678278,NA,NA,2.534393376,-3.909230021,0
"744","Cyanolanius comorensis","Comoro Blue Vanga",6563,"Vangidae","Passeriformes","AVIBASE-AF4CF9F8",0,0,0,0,0,18.3,10.7,4.6,6,18.5,87,15.3,70.5,17.8,67.4,22.3,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Cyanolanius madagascarinus",0,2,1,"Carnivore","Invertivore","Insessorial",-12.39,-11.64,-11.91,43.45,807.41,103703653,4,1,1,0,0,0,0,1,0,0,0,0,0,0,-4.122537116,-1.397212393,-0.295129328,NA,NA,2.534393376,-3.909230021,0
"745","Sittiparus owstoni","Izu Tit",7204,"Paridae","Passeriformes","AVIBASE-3A79F96B",0,0,0,0,0,12.2,8.7,4.5,4.8,18.5,73.8,14.5,59.2,19.7,51.3,17,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Sittiparus varius",0,2,1,"Carnivore","Invertivore","Insessorial",33.04,34.12,33.59,139.67,150.87,103758982,4,1,1,1,1,0,1,1,0,0,0,1,0,0,-5.799950171,-1.668585727,-0.349302979,NA,NA,2.534393376,-3.909230021,0
"746","Mirafra sharpii","Sharpe's Lark",7293,"Alaudidae","Passeriformes","AVIBASE-F90063D3",0,0,0,0,0,22,13.1,4.7,6.1,28.5,98,17.8,79.9,18.2,64.6,45,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Mirafra africana",0,3,2,"Omnivore","Invertivore","Terrestrial",9.64,10.42,9.93,44.56,16130.84,22717059,4,1,1,0,0,0,0,0,0,0,0,0,0,0,-1.127880463,-0.695136581,-0.24998462,NA,NA,2.534393376,-3.909230021,0
"747","Artisornis sousae","Mozambique Forest-warbler",7394,"Cisticolidae","Passeriformes","AVIBASE-49EF5910",12,2,6,4,0,16.5,8.4,2.9,2.7,17.9,48.5,4.8,38.9,10.9,54.3,9.2,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Artisornis moreaui",0,1,1,"Carnivore","Invertivore","Insessorial",-12.86,-12.55,-12.71,35.29,594.04,103772009,4,1,0,0,0,0,0,0,0,1,0,0,1,0,-4.429422053,-2.282595587,-0.453135808,NA,NA,2.534393376,-3.909230021,0
"748","Laticilla cinerascens","Swamp Grass-babbler",8331,"Pellorneidae","Passeriformes","AVIBASE-B96E3F33",1,0,1,0,1,14.5,7.2,2.5,2.8,20.6,51,2.7,48.3,5.3,75,19,"DataFromSplit",NA,"NO",NA,NA,0,2,1,"Carnivore","Invertivore","Generalist",25.22,28.41,26.55,92.77,86566.25,22735351,4,1,1,0,1,0,0,1,0,1,0,0,1,0,0.55229659,-1.557360092,-0.442875647,NA,NA,2.534393376,-3.909230021,0
