"","location","hits","keyword","geo","gprop"
"4163","Norfolk Island",NA,"Crypturellus kerriae","world","web"
"4164","Nigeria",NA,"Crypturellus kerriae","world","web"
"4165","Nicaragua",NA,"Crypturellus kerriae","world","web"
"4166","Niue",NA,"Crypturellus kerriae","world","web"
"4167","Netherlands",NA,"Crypturellus kerriae","world","web"
"4168","Norway",NA,"Crypturellus kerriae","world","web"
"4169","Nepal",NA,"Crypturellus kerriae","world","web"
"4170","Nauru",NA,"Crypturellus kerriae","world","web"
"4171","New Zealand",NA,"Crypturellus kerriae","world","web"
"4172","Oman",NA,"Crypturellus kerriae","world","web"
"4173","Pakistan",NA,"Crypturellus kerriae","world","web"
"4174","Panama",NA,"Crypturellus kerriae","world","web"
"4175","Pitcairn Islands",NA,"Crypturellus kerriae","world","web"
"4176","Peru",NA,"Crypturellus kerriae","world","web"
"4177","Philippines",NA,"Crypturellus kerriae","world","web"
"4178","Palau",NA,"Crypturellus kerriae","world","web"
"4179","Papua New Guinea",NA,"Crypturellus kerriae","world","web"
"4180","Poland",NA,"Crypturellus kerriae","world","web"
"4181","Puerto Rico",NA,"Crypturellus kerriae","world","web"
"4182","North Korea",NA,"Crypturellus kerriae","world","web"
"4183","Portugal",NA,"Crypturellus kerriae","world","web"
"4184","Paraguay",NA,"Crypturellus kerriae","world","web"
"4185","Palestine",NA,"Crypturellus kerriae","world","web"
"4186","French Polynesia",NA,"Crypturellus kerriae","world","web"
"4187","Qatar",NA,"Crypturellus kerriae","world","web"
"4188","Réunion",NA,"Crypturellus kerriae","world","web"
"4189","Romania",NA,"Crypturellus kerriae","world","web"
"4190","Russia",NA,"Crypturellus kerriae","world","web"
"4191","Rwanda",NA,"Crypturellus kerriae","world","web"
"4192","Saudi Arabia",NA,"Crypturellus kerriae","world","web"
"4193","Sudan",NA,"Crypturellus kerriae","world","web"
"4194","Senegal",NA,"Crypturellus kerriae","world","web"
"4195","Singapore",NA,"Crypturellus kerriae","world","web"
"4196","South Georgia & South Sandwich Islands",NA,"Crypturellus kerriae","world","web"
"4197","St. Helena",NA,"Crypturellus kerriae","world","web"
"4198","Svalbard & Jan Mayen",NA,"Crypturellus kerriae","world","web"
"4199","Solomon Islands",NA,"Crypturellus kerriae","world","web"
"4200","Sierra Leone",NA,"Crypturellus kerriae","world","web"
"4201","El Salvador",NA,"Crypturellus kerriae","world","web"
"4202","San Marino",NA,"Crypturellus kerriae","world","web"
"4203","Somalia",NA,"Crypturellus kerriae","world","web"
"4204","St. Pierre & Miquelon",NA,"Crypturellus kerriae","world","web"
"4205","Serbia",NA,"Crypturellus kerriae","world","web"
"4206","South Sudan",NA,"Crypturellus kerriae","world","web"
"4207","São Tomé & Príncipe",NA,"Crypturellus kerriae","world","web"
"4208","Suriname",NA,"Crypturellus kerriae","world","web"
"4209","Slovakia",NA,"Crypturellus kerriae","world","web"
"4210","Slovenia",NA,"Crypturellus kerriae","world","web"
"4211","Sweden",NA,"Crypturellus kerriae","world","web"
"4212","Eswatini",NA,"Crypturellus kerriae","world","web"
"4213","Sint Maarten",NA,"Crypturellus kerriae","world","web"
"4214","Seychelles",NA,"Crypturellus kerriae","world","web"
"4215","Syria",NA,"Crypturellus kerriae","world","web"
"4216","Turks & Caicos Islands",NA,"Crypturellus kerriae","world","web"
"4217","Chad",NA,"Crypturellus kerriae","world","web"
"4218","Togo",NA,"Crypturellus kerriae","world","web"
"4219","Thailand",NA,"Crypturellus kerriae","world","web"
"4220","Tajikistan",NA,"Crypturellus kerriae","world","web"
"4221","Tokelau",NA,"Crypturellus kerriae","world","web"
"4222","Turkmenistan",NA,"Crypturellus kerriae","world","web"
"4223","Timor-Leste",NA,"Crypturellus kerriae","world","web"
"4224","Tonga",NA,"Crypturellus kerriae","world","web"
"4225","Trinidad & Tobago",NA,"Crypturellus kerriae","world","web"
"4226","Tunisia",NA,"Crypturellus kerriae","world","web"
"4227","Turkey",NA,"Crypturellus kerriae","world","web"
"4228","Tuvalu",NA,"Crypturellus kerriae","world","web"
"4229","Taiwan",NA,"Crypturellus kerriae","world","web"
"4230","Tanzania",NA,"Crypturellus kerriae","world","web"
"4231","Uganda",NA,"Crypturellus kerriae","world","web"
"4232","Ukraine",NA,"Crypturellus kerriae","world","web"
"4233","U.S. Outlying Islands",NA,"Crypturellus kerriae","world","web"
"4234","Uruguay",NA,"Crypturellus kerriae","world","web"
"4235","United States",NA,"Crypturellus kerriae","world","web"
"4236","Uzbekistan",NA,"Crypturellus kerriae","world","web"
"4237","Vatican City",NA,"Crypturellus kerriae","world","web"
"4238","St. Vincent & Grenadines",NA,"Crypturellus kerriae","world","web"
"4239","Venezuela",NA,"Crypturellus kerriae","world","web"
"4240","British Virgin Islands",NA,"Crypturellus kerriae","world","web"
"4241","U.S. Virgin Islands",NA,"Crypturellus kerriae","world","web"
"4242","Vietnam",NA,"Crypturellus kerriae","world","web"
"4243","Vanuatu",NA,"Crypturellus kerriae","world","web"
"4244","Wallis & Futuna",NA,"Crypturellus kerriae","world","web"
"4245","Samoa",NA,"Crypturellus kerriae","world","web"
"4246","Kosovo",NA,"Crypturellus kerriae","world","web"
"4247","Yemen",NA,"Crypturellus kerriae","world","web"
"4248","South Africa",NA,"Crypturellus kerriae","world","web"
"4249","Zambia",NA,"Crypturellus kerriae","world","web"
"4250","Zimbabwe",NA,"Crypturellus kerriae","world","web"
"4251","Aruba",NA,"Nothoprocta taczanowskii","world","web"
"4252","Afghanistan",NA,"Nothoprocta taczanowskii","world","web"
"4253","Angola",NA,"Nothoprocta taczanowskii","world","web"
"4254","Anguilla",NA,"Nothoprocta taczanowskii","world","web"
"4255","Åland Islands",NA,"Nothoprocta taczanowskii","world","web"
"4256","Albania",NA,"Nothoprocta taczanowskii","world","web"
"4257","Andorra",NA,"Nothoprocta taczanowskii","world","web"
"4258","United Arab Emirates",NA,"Nothoprocta taczanowskii","world","web"
"4259","Argentina",NA,"Nothoprocta taczanowskii","world","web"
"4260","Armenia",NA,"Nothoprocta taczanowskii","world","web"
"4261","American Samoa",NA,"Nothoprocta taczanowskii","world","web"
"4262","Antarctica",NA,"Nothoprocta taczanowskii","world","web"
"4263","French Southern Territories",NA,"Nothoprocta taczanowskii","world","web"
"4264","Antigua & Barbuda",NA,"Nothoprocta taczanowskii","world","web"
"4265","Australia",NA,"Nothoprocta taczanowskii","world","web"
"4266","Austria",NA,"Nothoprocta taczanowskii","world","web"
"4267","Azerbaijan",NA,"Nothoprocta taczanowskii","world","web"
"4268","Burundi",NA,"Nothoprocta taczanowskii","world","web"
"4269","Belgium",NA,"Nothoprocta taczanowskii","world","web"
"4270","Benin",NA,"Nothoprocta taczanowskii","world","web"
"4271","Caribbean Netherlands",NA,"Nothoprocta taczanowskii","world","web"
"4272","Burkina Faso",NA,"Nothoprocta taczanowskii","world","web"
"4273","Bangladesh",NA,"Nothoprocta taczanowskii","world","web"
"4274","Bulgaria",NA,"Nothoprocta taczanowskii","world","web"
"4275","Bahrain",NA,"Nothoprocta taczanowskii","world","web"
"4276","Bahamas",NA,"Nothoprocta taczanowskii","world","web"
"4277","Bosnia & Herzegovina",NA,"Nothoprocta taczanowskii","world","web"
"4278","St. Barthélemy",NA,"Nothoprocta taczanowskii","world","web"
"4279","Belarus",NA,"Nothoprocta taczanowskii","world","web"
"4280","Belize",NA,"Nothoprocta taczanowskii","world","web"
"4281","Bermuda",NA,"Nothoprocta taczanowskii","world","web"
"4282","Bolivia",NA,"Nothoprocta taczanowskii","world","web"
"4283","Brazil",NA,"Nothoprocta taczanowskii","world","web"
"4284","Barbados",NA,"Nothoprocta taczanowskii","world","web"
"4285","Brunei",NA,"Nothoprocta taczanowskii","world","web"
"4286","Bhutan",NA,"Nothoprocta taczanowskii","world","web"
"4287","Bouvet Island",NA,"Nothoprocta taczanowskii","world","web"
"4288","Botswana",NA,"Nothoprocta taczanowskii","world","web"
"4289","Central African Republic",NA,"Nothoprocta taczanowskii","world","web"
"4290","Canada",NA,"Nothoprocta taczanowskii","world","web"
"4291","Cocos (Keeling) Islands",NA,"Nothoprocta taczanowskii","world","web"
"4292","Switzerland",NA,"Nothoprocta taczanowskii","world","web"
"4293","Chile",NA,"Nothoprocta taczanowskii","world","web"
"4294","China",NA,"Nothoprocta taczanowskii","world","web"
"4295","Côte d’Ivoire",NA,"Nothoprocta taczanowskii","world","web"
"4296","Cameroon",NA,"Nothoprocta taczanowskii","world","web"
"4297","Congo - Kinshasa",NA,"Nothoprocta taczanowskii","world","web"
"4298","Congo - Brazzaville",NA,"Nothoprocta taczanowskii","world","web"
"4299","Cook Islands",NA,"Nothoprocta taczanowskii","world","web"
"4300","Colombia",NA,"Nothoprocta taczanowskii","world","web"
"4301","Comoros",NA,"Nothoprocta taczanowskii","world","web"
"4302","Cape Verde",NA,"Nothoprocta taczanowskii","world","web"
"4303","Costa Rica",NA,"Nothoprocta taczanowskii","world","web"
"4304","Cuba",NA,"Nothoprocta taczanowskii","world","web"
"4305","Curaçao",NA,"Nothoprocta taczanowskii","world","web"
"4306","Christmas Island",NA,"Nothoprocta taczanowskii","world","web"
"4307","Cayman Islands",NA,"Nothoprocta taczanowskii","world","web"
"4308","Cyprus",NA,"Nothoprocta taczanowskii","world","web"
"4309","Czechia",NA,"Nothoprocta taczanowskii","world","web"
"4310","Germany",NA,"Nothoprocta taczanowskii","world","web"
"4311","Djibouti",NA,"Nothoprocta taczanowskii","world","web"
"4312","Dominica",NA,"Nothoprocta taczanowskii","world","web"
"4313","Denmark",NA,"Nothoprocta taczanowskii","world","web"
"4314","Dominican Republic",NA,"Nothoprocta taczanowskii","world","web"
"4315","Algeria",NA,"Nothoprocta taczanowskii","world","web"
"4316","Ecuador",NA,"Nothoprocta taczanowskii","world","web"
"4317","Egypt",NA,"Nothoprocta taczanowskii","world","web"
"4318","Eritrea",NA,"Nothoprocta taczanowskii","world","web"
"4319","Western Sahara",NA,"Nothoprocta taczanowskii","world","web"
"4320","Spain",NA,"Nothoprocta taczanowskii","world","web"
"4321","Estonia",NA,"Nothoprocta taczanowskii","world","web"
"4322","Ethiopia",NA,"Nothoprocta taczanowskii","world","web"
"4323","Finland",NA,"Nothoprocta taczanowskii","world","web"
"4324","Fiji",NA,"Nothoprocta taczanowskii","world","web"
"4325","Falkland Islands (Islas Malvinas)",NA,"Nothoprocta taczanowskii","world","web"
"4326","France",NA,"Nothoprocta taczanowskii","world","web"
"4327","Faroe Islands",NA,"Nothoprocta taczanowskii","world","web"
"4328","Micronesia",NA,"Nothoprocta taczanowskii","world","web"
"4329","Gabon",NA,"Nothoprocta taczanowskii","world","web"
"4330","United Kingdom",NA,"Nothoprocta taczanowskii","world","web"
"4331","Georgia",NA,"Nothoprocta taczanowskii","world","web"
"4332","Guernsey",NA,"Nothoprocta taczanowskii","world","web"
"4333","Ghana",NA,"Nothoprocta taczanowskii","world","web"
"4334","Gibraltar",NA,"Nothoprocta taczanowskii","world","web"
"4335","Guinea",NA,"Nothoprocta taczanowskii","world","web"
"4336","Guadeloupe",NA,"Nothoprocta taczanowskii","world","web"
"4337","Gambia",NA,"Nothoprocta taczanowskii","world","web"
"4338","Guinea-Bissau",NA,"Nothoprocta taczanowskii","world","web"
"4339","Equatorial Guinea",NA,"Nothoprocta taczanowskii","world","web"
"4340","Greece",NA,"Nothoprocta taczanowskii","world","web"
"4341","Grenada",NA,"Nothoprocta taczanowskii","world","web"
"4342","Greenland",NA,"Nothoprocta taczanowskii","world","web"
"4343","Guatemala",NA,"Nothoprocta taczanowskii","world","web"
"4344","French Guiana",NA,"Nothoprocta taczanowskii","world","web"
"4345","Guam",NA,"Nothoprocta taczanowskii","world","web"
"4346","Guyana",NA,"Nothoprocta taczanowskii","world","web"
"4347","Hong Kong",NA,"Nothoprocta taczanowskii","world","web"
"4348","Heard & McDonald Islands",NA,"Nothoprocta taczanowskii","world","web"
"4349","Honduras",NA,"Nothoprocta taczanowskii","world","web"
"4350","Croatia",NA,"Nothoprocta taczanowskii","world","web"
"4351","Haiti",NA,"Nothoprocta taczanowskii","world","web"
"4352","Hungary",NA,"Nothoprocta taczanowskii","world","web"
"4353","Indonesia",NA,"Nothoprocta taczanowskii","world","web"
"4354","Isle of Man",NA,"Nothoprocta taczanowskii","world","web"
"4355","India",NA,"Nothoprocta taczanowskii","world","web"
"4356","British Indian Ocean Territory",NA,"Nothoprocta taczanowskii","world","web"
"4357","Ireland",NA,"Nothoprocta taczanowskii","world","web"
"4358","Iran",NA,"Nothoprocta taczanowskii","world","web"
"4359","Iraq",NA,"Nothoprocta taczanowskii","world","web"
"4360","Iceland",NA,"Nothoprocta taczanowskii","world","web"
"4361","Israel",NA,"Nothoprocta taczanowskii","world","web"
"4362","Italy",NA,"Nothoprocta taczanowskii","world","web"
"4363","Jamaica",NA,"Nothoprocta taczanowskii","world","web"
"4364","Jersey",NA,"Nothoprocta taczanowskii","world","web"
"4365","Jordan",NA,"Nothoprocta taczanowskii","world","web"
"4366","Japan",NA,"Nothoprocta taczanowskii","world","web"
"4367","Kazakhstan",NA,"Nothoprocta taczanowskii","world","web"
"4368","Kenya",NA,"Nothoprocta taczanowskii","world","web"
"4369","Kyrgyzstan",NA,"Nothoprocta taczanowskii","world","web"
"4370","Cambodia",NA,"Nothoprocta taczanowskii","world","web"
"4371","Kiribati",NA,"Nothoprocta taczanowskii","world","web"
"4372","St. Kitts & Nevis",NA,"Nothoprocta taczanowskii","world","web"
"4373","South Korea",NA,"Nothoprocta taczanowskii","world","web"
"4374","Kuwait",NA,"Nothoprocta taczanowskii","world","web"
"4375","Laos",NA,"Nothoprocta taczanowskii","world","web"
"4376","Lebanon",NA,"Nothoprocta taczanowskii","world","web"
"4377","Liberia",NA,"Nothoprocta taczanowskii","world","web"
"4378","Libya",NA,"Nothoprocta taczanowskii","world","web"
"4379","St. Lucia",NA,"Nothoprocta taczanowskii","world","web"
"4380","Liechtenstein",NA,"Nothoprocta taczanowskii","world","web"
"4381","Sri Lanka",NA,"Nothoprocta taczanowskii","world","web"
"4382","Lesotho",NA,"Nothoprocta taczanowskii","world","web"
"4383","Lithuania",NA,"Nothoprocta taczanowskii","world","web"
"4384","Luxembourg",NA,"Nothoprocta taczanowskii","world","web"
"4385","Latvia",NA,"Nothoprocta taczanowskii","world","web"
"4386","Macao",NA,"Nothoprocta taczanowskii","world","web"
"4387","St. Martin",NA,"Nothoprocta taczanowskii","world","web"
"4388","Morocco",NA,"Nothoprocta taczanowskii","world","web"
"4389","Monaco",NA,"Nothoprocta taczanowskii","world","web"
"4390","Moldova",NA,"Nothoprocta taczanowskii","world","web"
"4391","Madagascar",NA,"Nothoprocta taczanowskii","world","web"
"4392","Maldives",NA,"Nothoprocta taczanowskii","world","web"
"4393","Mexico",NA,"Nothoprocta taczanowskii","world","web"
"4394","Marshall Islands",NA,"Nothoprocta taczanowskii","world","web"
"4395","North Macedonia",NA,"Nothoprocta taczanowskii","world","web"
"4396","Mali",NA,"Nothoprocta taczanowskii","world","web"
"4397","Malta",NA,"Nothoprocta taczanowskii","world","web"
"4398","Myanmar (Burma)",NA,"Nothoprocta taczanowskii","world","web"
"4399","Montenegro",NA,"Nothoprocta taczanowskii","world","web"
"4400","Mongolia",NA,"Nothoprocta taczanowskii","world","web"
"4401","Northern Mariana Islands",NA,"Nothoprocta taczanowskii","world","web"
"4402","Mozambique",NA,"Nothoprocta taczanowskii","world","web"
"4403","Mauritania",NA,"Nothoprocta taczanowskii","world","web"
"4404","Montserrat",NA,"Nothoprocta taczanowskii","world","web"
"4405","Martinique",NA,"Nothoprocta taczanowskii","world","web"
"4406","Mauritius",NA,"Nothoprocta taczanowskii","world","web"
"4407","Malawi",NA,"Nothoprocta taczanowskii","world","web"
"4408","Malaysia",NA,"Nothoprocta taczanowskii","world","web"
"4409","Mayotte",NA,"Nothoprocta taczanowskii","world","web"
"4410","Namibia",NA,"Nothoprocta taczanowskii","world","web"
"4411","New Caledonia",NA,"Nothoprocta taczanowskii","world","web"
"4412","Niger",NA,"Nothoprocta taczanowskii","world","web"
"4413","Norfolk Island",NA,"Nothoprocta taczanowskii","world","web"
"4414","Nigeria",NA,"Nothoprocta taczanowskii","world","web"
"4415","Nicaragua",NA,"Nothoprocta taczanowskii","world","web"
"4416","Niue",NA,"Nothoprocta taczanowskii","world","web"
"4417","Netherlands",NA,"Nothoprocta taczanowskii","world","web"
"4418","Norway",NA,"Nothoprocta taczanowskii","world","web"
"4419","Nepal",NA,"Nothoprocta taczanowskii","world","web"
"4420","Nauru",NA,"Nothoprocta taczanowskii","world","web"
"4421","New Zealand",NA,"Nothoprocta taczanowskii","world","web"
"4422","Oman",NA,"Nothoprocta taczanowskii","world","web"
"4423","Pakistan",NA,"Nothoprocta taczanowskii","world","web"
"4424","Panama",NA,"Nothoprocta taczanowskii","world","web"
"4425","Pitcairn Islands",NA,"Nothoprocta taczanowskii","world","web"
"4426","Peru",NA,"Nothoprocta taczanowskii","world","web"
"4427","Philippines",NA,"Nothoprocta taczanowskii","world","web"
"4428","Palau",NA,"Nothoprocta taczanowskii","world","web"
"4429","Papua New Guinea",NA,"Nothoprocta taczanowskii","world","web"
"4430","Poland",NA,"Nothoprocta taczanowskii","world","web"
"4431","Puerto Rico",NA,"Nothoprocta taczanowskii","world","web"
