Sequence,species,English.name,Family1,Order1,Avibase.ID1,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,wing.lcentr,Wing.Length,Kipps.Distance,Secondary1,Hand.Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size,result.taxonid,result.category,agriculture,invasive,residential,energy,transportation,resource_use,intrusion,nat_sys_modif,pollution,geological,climate_change,other,masscentr,rangecentr,clutchcentr,clutch.size,gen.length,genlcentr
1136,Chaetura pelagica,Chimney Swift,Apodidae,Caprimulgiformes,AVIBASE-C3AD1AFF,5,1,3,1,4,6.3,3.5,2.9,2.4,11.6,-0.004081845,124.4,86.8,36.6,70.3,43.8,23.6,Dunning,NA,NO,NA,NA,Human Modified,1,3,Carnivore,Invertivore,Aerial,25.48,53.93,40.95,-88.88,5841319.17,22686709,VU,0,0,1,0,0,1,0,0,0,0,1,0,-0.734723982,3.129940015,0.365336561,4.5,3.009395796,-0.15169
1137,Chaetura chapmani,Chapman's Swift,Apodidae,Caprimulgiformes,AVIBASE-3792D735,8,0,6,2,7,8.7,3.5,3.3,2.5,11.5,-0.012098365,122.9,79.8,43.1,65.1,41.2,23.8,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Invertivore,Aerial,-14.52,11.59,-1.71,-63.59,4701276.36,22686717,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.726285113,2.912817396,-0.240024806,2.25,3.411333884,-0.068166864
1138,Chaetura meridionalis,Southern Swift,Apodidae,Caprimulgiformes,AVIBASE-C2288064,3,0,2,1,3,8.9,2.9,2.7,2.2,12.7,0.034931889,131.7,83.7,47.9,63.8,38.7,22.2,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Aerial,-32.34,-6.34,-19.32,-52.56,4926891.32,22733018,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.795878405,2.959691584,0.163549439,3.75,2.633208232,-0.229862152
1139,Chaetura brachyura,Short-tailed Swift,Apodidae,Caprimulgiformes,AVIBASE-5368983F,11,4,4,3,8,8.1,3.4,2.6,2.1,11.4,-0.035613492,118.5,80.7,38.8,67.5,29.4,18.3,Dunning,NA,NO,NA,NA,Human Modified,1,1,Carnivore,Invertivore,Aerial,-19.02,13.38,-3.04,-64.08,7468188.25,22686725,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.989069634,3.375635792,0.230811813,4,2.33629927,-0.291560131
1140,Hirundapus caudacutus,White-throated Needletail,Apodidae,Caprimulgiformes,AVIBASE-EA55CA27,4,2,2,0,4,12.9,5,3.5,2.8,18.5,0.432016874,206,148.8,57.2,72.2,49.8,95.5,Dunning,NA,NO,NA,NA,Woodland,1,3,Carnivore,Invertivore,Aerial,26.67,60.83,46.53,112.91,6143488.25,22686677,LC,0,0,0,0,0,0,0,0,0,0,0,0,0.663155554,3.180376058,0.150096964,3.7,2.845635365,-0.185719581
1141,Hirundapus cochinchinensis,Silver-backed Needletail,Apodidae,Caprimulgiformes,AVIBASE-E4875B29,5,2,3,0,4,11.8,6.3,5.6,3.8,16.3,0.310165761,183.2,124,58,68.1,52.4,83.8,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Aerial,18.16,28.61,25.16,98.59,236469.43,22686684,LC,0,0,0,0,0,0,0,0,0,0,0,0,0.532462314,-0.076952981,NA,NA,2.798237936,-0.195568814
1142,Hirundapus giganteus,Brown-backed Needletail,Apodidae,Caprimulgiformes,AVIBASE-468C27AD,7,1,2,4,6,10.1,7,5.6,4.1,17.8,0.416518268,203.1,130.4,73.1,64.1,61.7,127,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Aerial,-8.85,27.36,7.87,102.56,2715789.43,22686687,LC,0,0,0,0,0,0,0,0,0,0,0,0,0.948216393,2.364066036,0.217359338,3.95,3.339043458,-0.083188887
1143,Hirundapus celebensis,Purple Needletail,Apodidae,Caprimulgiformes,AVIBASE-0685479A,2,1,1,0,2,15.6,6.8,5.2,4.1,18.9,0.473168346,213.7,151.6,62,70.9,60,180,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,0.21,19.4,10.51,122.92,285896.08,22686690,LC,0,0,0,0,0,0,0,0,0,0,0,0,1.296986157,0.112856468,NA,NA,3.712252139,-0.00563575
1144,Collocalia troglodytes,Pygmy Swiftlet,Apodidae,Caprimulgiformes,AVIBASE-2BC9E234,4,2,2,0,4,5.8,1.6,1.6,1.5,8.8,-0.172963211,92.8,63.7,29.1,68.6,38.5,5.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,5.56,18.65,11.79,122.93,283053.11,22686504,LC,0,0,0,0,0,0,0,0,0,0,0,0,-2.20957174,0.102862628,NA,NA,2.16241819,-0.327692793
1145,Collocalia linchi,Cave Swiftlet,Apodidae,Caprimulgiformes,AVIBASE-9EE08648,4,3,1,0,3,5.4,1.8,1.8,1.9,9.3,-0.168153299,93.7,63,30.7,67.2,36,5.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,-9.01,6.2,-3.03,105.13,316140.08,22686498,LC,0,0,0,0,0,0,0,0,0,0,0,0,-2.121018343,0.213413486,-0.30728718,2,2.196603645,-0.320589021
1146,Collocalia esculenta,Glossy Swiftlet,Apodidae,Caprimulgiformes,AVIBASE-E51E8C6A,47,3,2,42,4,7.1,2.5,1.7,1.6,8.1,-0.137156086,99.5,66.4,30.8,68.3,41,6.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,-22.71,18.65,-0.2,121.13,2754917.74,22686495,LC,0,0,0,0,0,0,0,0,0,0,0,0,-2.05542106,2.378370942,-0.30728718,2,3.452751071,-0.059560331
1147,Hydrochous gigas,Waterfall Swift,Apodidae,Caprimulgiformes,AVIBASE-18E79DA7,1,0,1,0,1,7.4,3.9,3.1,3.3,13.5,0.111356051,146,101.3,44.7,69.4,58.2,35.8,Dunning,NA,NO,NA,NA,Riverine,1,1,Carnivore,Invertivore,Aerial,-7.39,6.34,1.43,101.07,97277.3,22686485,NT,1,0,0,0,1,1,0,0,0,0,0,0,-0.3180228,-0.965206257,NA,NA,2.921811917,-0.169890018
1148,Aerodramus papuensis,Papuan Swiftlet,Apodidae,Caprimulgiformes,AVIBASE-10591B00,4,2,2,0,4,8.5,3.8,3.3,2.5,11.1,0.039207366,132.5,93.3,39.2,70.4,50.9,19.9,Dunning,NA,NO,NA,NA,Rock,1,1,Carnivore,Invertivore,Aerial,-8.24,-2,-4.46,142.96,163508.74,22686552,DD,0,0,0,0,0,0,0,0,0,0,0,0,-0.905250962,-0.445905476,NA,NA,2.851881448,-0.184421639
1149,Aerodramus whiteheadi,Whitehead's Swiftlet,Apodidae,Caprimulgiformes,AVIBASE-239F660C,1,0,1,0,1,8.7,3,2.9,2.2,10.7,0.057912581,136,94.1,41.9,69.2,50,14,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,5.91,17.83,13.11,122.43,11703.85,22686549,DD,1,0,0,0,0,1,0,0,0,0,1,0,-1.256913364,-3.082854073,NA,NA,2.594486378,-0.237908592
1150,Aerodramus nuditarsus,Bare-legged Swiftlet,Apodidae,Caprimulgiformes,AVIBASE-31CA6790,0,0,0,0,0,7.6,3.7,2.9,2.6,10.9,0.000193633,125.2,84.8,40.4,67.7,48.2,13.4,EltonTraits_GenAvg,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Aerodramus orientalis,Forest,1,1,Carnivore,Invertivore,Aerial,-8.89,-3.16,-5.64,141.54,364845.78,22728501,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.300715987,0.356702823,NA,NA,2.625408455,-0.231482953
1151,Aerodramus orientalis,Mayr's Swiftlet,Apodidae,Caprimulgiformes,AVIBASE-49FEFB24,1,0,1,0,1,7.6,3.7,2.9,2.6,10.9,0.000193633,125.2,84.8,40.4,67.7,48.2,13.4,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,-9.89,-2.94,-6.51,155.95,4385.9,22686555,DD,0,0,0,0,0,0,0,0,0,0,1,0,-1.300715987,-4.06437707,NA,NA,2.618873449,-0.232840934
1152,Aerodramus infuscatus,Moluccan Swiftlet,Apodidae,Caprimulgiformes,AVIBASE-90683CCB,6,1,5,0,6,6.2,2.4,2.5,1.8,8.3,-0.101348961,106.2,75.2,31,70.8,47.3,13.4,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,-5.71,3.74,-2.41,122.79,182567.31,22686522,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.300715987,-0.335652993,NA,NA,2.649848551,-0.226404277
1153,Aerodramus hirundinaceus,Mountain Swiftlet,Apodidae,Caprimulgiformes,AVIBASE-942DE41C,4,2,2,0,4,6.4,2,2.1,1.6,8.4,-0.054318707,115,79.4,35.5,69.1,47.5,10.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,-10.7,-0.34,-4.76,140.79,583622.07,22686525,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.58343527,0.826481713,-0.576336676,1,2.913709532,-0.171573701
1154,Aerodramus terraereginae,Australian Swiftlet,Apodidae,Caprimulgiformes,AVIBASE-CB433EED,4,2,2,0,4,6.6,2.2,2,1.8,8.7,-0.074627226,111.2,74.6,36.6,67.1,50.2,12,Dunning,NA,NO,NA,NA,Grassland,1,1,Carnivore,Invertivore,Aerial,-20.78,-11.49,-16.99,145.08,85667.06,22686534,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.411064044,-1.092303533,-0.576336676,1,2.485105062,-0.260638138
1155,Aerodramus brevirostris,Himalayan Swiftlet,Apodidae,Caprimulgiformes,AVIBASE-2F1D27B4,7,4,2,1,6,6.6,3,3.4,2.5,9.9,-0.012098365,122.9,80.1,42.8,65.2,51.6,13.4,Dunning,NA,NO,NA,NA,Rock,1,1,Carnivore,Invertivore,Aerial,18.01,32.94,26.62,99.51,2186701.77,60824542,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.300715987,2.147377726,-0.30728718,2,2.154735515,-0.32928926
1156,Aerodramus vulcanorum,Volcano Swiftlet,Apodidae,Caprimulgiformes,AVIBASE-F3417B87,2,1,1,0,2,7.1,2.4,2.2,2,9.4,-0.027596972,120,79.9,40.1,66.6,53.5,13.4,Dunning,NA,NO,NA,NA,Rock,1,1,Carnivore,Invertivore,Aerial,-7.55,-6.23,-7.04,107.41,7990.54,22686543,NT,1,0,0,0,0,1,1,0,0,1,0,0,-1.300715987,-3.464513578,-0.30728718,2,2.850720202,-0.184662947
1157,Aerodramus maximus,Black-nest Swiftlet,Apodidae,Caprimulgiformes,AVIBASE-76179577,4,2,2,0,4,8.2,3.8,3,2.5,11.8,0.021571021,129.2,87.6,41.6,67.8,46.2,17,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,-7.89,14.03,1.15,110.7,1057235,22686610,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.06275735,1.420640368,-0.576336676,1,2.789808175,-0.197320527
1158,Aerodramus vanikorensis,Uniform Swiftlet,Apodidae,Caprimulgiformes,AVIBASE-B0E1559E,14,6,7,1,14,6.4,2.4,2.1,2.1,9.5,-0.04897436,116,78.3,37.7,67.4,50.6,10.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,-20.25,20.49,-2.34,136.67,1212501.77,60835335,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.525726952,1.557669162,-0.468716878,1.4,2.799272989,-0.195353729
1159,Aerodramus sawtelli,Atiu Swiftlet,Apodidae,Caprimulgiformes,AVIBASE-C6C43CDC,1,0,1,0,1,6.9,2.5,1.7,1.7,8.5,-0.04897436,116,78.1,37.9,67.3,54,8.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,-20.03,-19.97,-20,-158.11,26.52,22686581,VU,0,1,0,0,0,0,1,0,0,0,0,0,-1.744208491,-9.172628034,-0.30728718,2,2.542717797,-0.248666155
1160,Aerodramus leucophaeus,Polynesian Swiftlet,Apodidae,Caprimulgiformes,AVIBASE-4544C16E,7,1,4,2,5,6.6,2,1.8,1.7,9,-0.035079058,118.6,75.4,43.2,63.5,53.6,13.4,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,-17.69,-7.96,-10.15,-140.66,1090.1,60838951,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.300715987,-5.456502485,NA,NA,2.591518446,-0.238525331
1161,Aerodramus inquietus,Caroline Swiftlet,Apodidae,Caprimulgiformes,AVIBASE-FEC866D0,4,2,2,0,3,7.1,2.8,2,2.2,8.4,-0.059128619,114.1,78.2,35.9,68.6,50.8,11,Updated_literature,Beehler & Finch (1985),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,5.26,7.46,6.65,158.17,543.53,22686576,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.498075421,-6.152442297,-0.30728718,2,3.008026389,-0.151974564
1162,Aerodramus pelewensis,Palau Swiftlet,Apodidae,Caprimulgiformes,AVIBASE-FF57D121,4,2,2,0,4,5.6,2.6,2.1,1.9,9,-0.09333244,107.7,73.8,33.9,68.5,49.4,13.4,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,6.89,7.73,7.44,134.54,454.45,22686573,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.300715987,-6.331439303,-0.576336676,1,3.171110656,-0.118085491
1163,Aerodramus bartschi,Mariana Swiftlet,Apodidae,Caprimulgiformes,AVIBASE-F8E58F0F,3,2,1,0,2,5.3,2.4,2,2.1,8.3,-0.194875034,88.7,53.6,35.1,60.5,41.3,7.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,13.24,15.29,13.78,144.97,692.22,22728583,EN,0,1,0,0,0,0,1,0,1,0,0,0,-1.894490694,-5.910623375,NA,NA,2.225731797,-0.314536162
1164,Aerodramus mearnsi,Philippine Swiftlet,Apodidae,Caprimulgiformes,AVIBASE-E1E2B0EB,4,2,2,0,4,6.2,1.9,2.1,1.8,8.9,-0.086384789,109,74,35,67.9,46.5,11.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,5.56,18.65,11.8,122.74,254011.61,22686519,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.471167968,-0.005391946,NA,NA,2.492181347,-0.259167679
1165,Aerodramus spodiopygius,White-rumped Swiftlet,Apodidae,Caprimulgiformes,AVIBASE-E1989B1D,4,1,3,0,4,6.6,2.2,2,1.6,7.9,-0.043630013,117,78.7,38.3,67.3,50.2,8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,-22.71,-1.32,-11.02,152.54,136466.16,22686528,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.816529152,-0.626695249,-0.388002029,1.7,2.715839114,-0.212691372
1166,Aerodramus unicolor,Indian Swiftlet,Apodidae,Caprimulgiformes,AVIBASE-F14B0031,5,2,3,0,4,6.6,2.3,2.3,1.8,9.9,-0.062869662,113.4,76.8,36.2,68,52.2,11,Dunning,NA,NO,NA,NA,Rock,1,1,Carnivore,Invertivore,Aerial,5.92,18.12,11.43,77.08,248834.49,22686516,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.498075421,-0.025983944,-0.30728718,2,2.48102405,-0.261486177
1167,Aerodramus francicus,Mascarene Swiftlet,Apodidae,Caprimulgiformes,AVIBASE-C831C041,4,0,0,4,4,6.2,1.8,1.9,1.3,9.2,-0.086384789,109,73.7,35.3,67.6,47,8.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,-21.37,-19.99,-20.77,56.4,4418.34,22686511,NT,0,0,0,0,1,1,1,0,1,0,0,0,-1.709919417,-4.05700786,-0.30728718,2,2.560265749,-0.245019673
1168,Aerodramus elaphrus,Seychelles Swiftlet,Apodidae,Caprimulgiformes,AVIBASE-C983661F,4,0,3,1,4,6.4,2.1,2.1,1.7,8.8,-0.065007401,113,78.8,34.2,69.7,47.8,10.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,-4.8,-4.28,-4.58,55.54,205.22,22686507,VU,0,1,1,1,0,1,0,0,1,0,0,0,-1.525726952,-7.126444625,-0.441811928,1.5,3.039440106,-0.145446762
1169,Aerodramus fuciphagus,Edible-nest Swiftlet,Apodidae,Caprimulgiformes,AVIBASE-FF38B8FB,8,4,4,0,8,7,2.2,2.3,2,9.5,-0.065007401,113,77,36,68.1,48.9,10.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,-10.94,19.92,0.9,109.4,1645314.43,60847684,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.525726952,1.862914867,-0.30728718,2,2.483481683,-0.260975478
1170,Aerodramus salangana,Mossy-nest Swiftlet,Apodidae,Caprimulgiformes,AVIBASE-8630DD29,4,2,2,0,4,6.7,2.2,2.3,2.1,10.1,-0.062335227,113.5,75.7,37.8,66.7,50.5,11.3,Dunning,NA,NO,NA,NA,Rock,1,1,Carnivore,Invertivore,Aerial,-8.78,7.04,0.08,112.15,483061.54,22686558,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.471167968,0.637372137,-0.30728718,2,2.828448764,-0.189290974
1171,Schoutedenapus myoptilus,Scarce Swift,Apodidae,Caprimulgiformes,AVIBASE-8439A6E7,19,9,10,0,4,9.1,3,2.6,2.1,10.7,0.024243195,129.7,94.5,41.2,69.6,68.8,23.5,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Invertivore,Aerial,-20.13,6.39,-1.69,32.38,384804.79,157470471,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.738970273,0.409964246,-0.30728718,2,2.621272388,-0.232342432
1172,Aeronautes saxatalis,White-throated Swift,Apodidae,Caprimulgiformes,AVIBASE-B401C2DD,6,4,2,0,6,7,3,2.9,2.5,10.6,0.080893273,140.3,98.2,42.1,69.8,63.7,32.1,Dunning,NA,NO,NA,NA,Rock,1,1,Carnivore,Invertivore,Aerial,13.45,50.85,33.58,-109.21,4096268.29,22686733,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.427114664,2.775059745,0.324979137,4.35,2.447301252,-0.268493808
1173,Aeronautes montivagus,White-tipped Swift,Apodidae,Caprimulgiformes,AVIBASE-A3093269,4,3,1,0,4,6.5,3.1,2.4,2.6,8.1,-0.053249838,115.2,79.1,36.1,68.6,46.2,20.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,-23.09,11.02,-1.98,-69.63,842701.64,22686736,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.895250879,1.193841049,NA,NA,2.790704564,-0.197134257
1174,Aeronautes andecolus,Andean Swift,Apodidae,Caprimulgiformes,AVIBASE-B9CF96D5,5,2,0,3,4,7,3,2.4,2.1,8.6,0.079289969,140,98.2,41.5,70.3,62.2,17.6,Dunning,NA,NO,NA,NA,Shrubland,1,1,Carnivore,Invertivore,Aerial,-38.79,-5.96,-23.75,-68.87,891310.57,22686739,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.028071792,1.24992101,NA,NA,2.57637252,-0.24167267
1175,Tachornis phoenicobia,Antillean Palm-swift,Apodidae,Caprimulgiformes,AVIBASE-C2077AD8,4,2,2,0,3,5.4,2.1,1.4,1.4,7.3,-0.124864088,101.8,73.2,28.5,72,39.8,10.2,Dunning,NA,NO,NA,NA,Grassland,1,1,Carnivore,Invertivore,Aerial,17.54,23.19,20.39,-75.98,194217.83,22686742,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.573582974,-0.273791556,0.230811813,4,2.05324894,-0.350378272
1176,Tachornis furcata,Pygmy Swift,Apodidae,Caprimulgiformes,AVIBASE-F986369F,1,0,1,0,1,4.5,2.5,2.1,1.8,4.6,-0.19327173,89,32.1,56.9,36.1,49,6.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,8.02,11,9.32,-72.19,32700.66,22686747,LC,0,0,0,0,0,0,0,0,0,0,0,0,-2.024168517,-2.055376659,NA,NA,2.053670036,-0.350290768
1177,Tachornis squamata,Fork-tailed Palm-swift,Apodidae,Caprimulgiformes,AVIBASE-F0D08AFF,13,5,5,3,8,6.1,3,2.8,2.1,7.7,-0.114709829,103.7,69.1,34.7,66.5,67.3,11,Dunning,NA,NO,NA,NA,Woodland,1,1,Carnivore,Invertivore,Aerial,-22.2,11.39,-5.42,-59.4,9486321.14,22686751,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.498075421,3.61483424,-0.038237683,3,2.325878412,-0.293725595
1178,Panyptila sanctihieronymi,Great Swallow-tailed Swift,Apodidae,Caprimulgiformes,AVIBASE-88679F12,4,2,0,2,4,11.3,4.8,3.8,3.1,7.9,0.315510108,184.2,133.7,50.5,72.6,83.8,48.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,12.67,22.46,17.25,-96.97,366914.5,22686756,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.022688517,0.362356931,NA,NA,3.346528438,-0.0816335
1179,Panyptila cayennensis,Lesser Swallow-tailed Swift,Apodidae,Caprimulgiformes,AVIBASE-9E39F33E,9,1,2,6,5,8.2,3.8,3,2.1,7.8,-0.034010188,118.8,81.2,37.3,68.5,52.4,21.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,-26.82,18.89,-2.79,-63.47,8548025.44,22686759,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.846697653,3.510683672,-0.172762432,2.5,2.873856154,-0.179855273
1180,Cypsiurus parvus,African Palm-swift,Apodidae,Caprimulgiformes,AVIBASE-DA106373,4,2,2,0,4,7.1,2.7,2.8,1.6,9.4,0.057912581,136,101.1,34.9,74.3,96.8,13.6,Dunning,NA,NO,NA,NA,Shrubland,1,1,Carnivore,Invertivore,Aerial,-30.38,20.1,-1.66,21.16,15963964.24,155257123,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.285900901,4.135317306,-0.199667381,2.4,2.552827273,-0.246565395
1181,Cypsiurus gracilis,Madagascar Palm-swift,Apodidae,Caprimulgiformes,AVIBASE-07AB7B3F,1,0,1,0,1,5.6,2.3,2.3,1.6,11.5,-0.006219584,124,86,38,69.4,83.7,13.6,DataFromSplit,NA,NO,NA,NA,Shrubland,1,1,Carnivore,Invertivore,Aerial,-25.61,-11.95,-19.38,46.78,384793.25,155257132,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.285900901,0.409934257,NA,NA,NA,NA
1182,Cypsiurus balasiensis,Asian Palm-swift,Apodidae,Caprimulgiformes,AVIBASE-83C40F89,5,2,3,0,4,6.5,2.5,3.5,2.1,9.1,-0.055922011,114.7,78.1,36.3,68.3,59.9,9.1,Dunning,NA,NO,NA,NA,Human Modified,1,1,Carnivore,Invertivore,Aerial,-8.85,29.84,15.1,95.81,6838834.25,22686769,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.68769628,3.287600644,-0.30728718,2,2.489573417,-0.25970961
1183,Tachymarptis melba,Alpine Swift,Apodidae,Caprimulgiformes,AVIBASE-FA1CAD29,12,5,7,0,4,12.7,5.8,4.5,3.2,15.4,0.50309669,219.3,159,60.4,72.5,86.2,100.4,Dunning,NA,NO,NA,NA,Rock,1,3,Carnivore,Invertivore,Aerial,-33.62,48.1,21.34,40.29,7307949.41,22686774,LC,0,0,0,0,0,0,0,0,0,0,0,0,0.713191513,3.353946075,-0.145857482,2.6,8.04541572,0.894799972
1184,Tachymarptis aequatorialis,Mottled Swift,Apodidae,Caprimulgiformes,AVIBASE-91429F78,5,2,3,0,4,14.7,5.2,4.3,3.1,16.4,0.43949896,207.4,149,58.2,71.9,90.2,92.8,Dunning,NA,NO,NA,NA,Shrubland,1,2,Carnivore,Invertivore,Aerial,-21.27,16.99,-5.59,32.76,1399846.87,22686788,LC,0,0,0,0,0,0,0,0,0,0,0,0,0.634475946,1.701346211,-0.441811928,1.5,5.594631405,0.385524543
1185,Apus acuticauda,Dark-rumped Swift,Apodidae,Caprimulgiformes,AVIBASE-2FAB9911,1,1,0,0,1,13,4.1,3.1,3,15.2,0.260997769,174,120.1,53.9,69,71,39.4,Inferred,NA,YES,Body Mass,Apus pacificus,Forest,1,3,Carnivore,Invertivore,Aerial,22.7,27.74,26.16,92.18,15660.49,22686853,VU,0,0,0,0,0,1,0,0,0,0,0,0,-0.222204878,-2.79163094,-0.065142633,2.9,3.853377471,0.023690235
1186,Apus pacificus,Pacific Swift,Apodidae,Caprimulgiformes,AVIBASE-68E950E5,5,2,2,1,4,8,4.6,4,2.8,12.9,0.255653422,173,118.8,52.5,69.4,71.8,39.4,Dunning,NA,NO,NA,NA,Woodland,1,2,Carnivore,Invertivore,Aerial,13.11,68.39,46.94,116.49,15859868.87,22686845,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.222204878,4.128775307,-0.30728718,2,4.391239074,0.135458414
1187,Apus caffer,White-rumped Swift,Apodidae,Caprimulgiformes,AVIBASE-FA9F6019,5,2,3,0,4,9,3,2.9,2,10.5,0.104942835,144.8,100,44.7,69.1,73.8,22.1,Dunning,NA,NO,NA,NA,Shrubland,1,3,Carnivore,Invertivore,Aerial,-34.84,40.51,-2.38,24.33,12490681.95,22686882,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.800393085,3.889966281,-0.30728718,2,3.607053969,-0.027496035
1188,Apus batesi,Bates's Swift,Apodidae,Caprimulgiformes,AVIBASE-16A54020,4,2,2,0,3,8.4,2.8,3.1,1.9,9.5,-0.011563931,123,79.9,43.1,65,59.7,22.1,Inferred,NA,YES,Body Mass,Apus caffer,Forest,1,2,Carnivore,Invertivore,Aerial,0.69,8.36,3.63,7.89,299260.21,22686887,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.800393085,0.158541542,-0.30728718,2,4.020375098,0.058392509
1189,Apus horus,Horus Swift,Apodidae,Caprimulgiformes,AVIBASE-FF79A533,8,4,4,0,7,9.6,3.7,3,2.3,10.2,0.132199005,149.9,104.4,45.3,69.8,56.6,27.5,Dunning,NA,NO,NA,NA,Shrubland,1,2,Carnivore,Invertivore,Aerial,-34.84,14.72,-18.06,28.26,2043600.71,22724997,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.581784689,2.079696665,-0.226572331,2.3,3.716395333,-0.00477479
1190,Apus nipalensis,House Swift,Apodidae,Caprimulgiformes,AVIBASE-2A241F0C,5,2,3,0,4,8.9,3.5,3.2,2.1,11.3,0.025846499,130,89,42.7,67.6,48,29.8,Dunning,NA,NO,NA,NA,Human Modified,1,3,Carnivore,Invertivore,Aerial,-10.37,37.11,16.15,106.18,5768014.18,22686861,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.5014623,3.117311217,-0.199667381,2.4,3.643190083,-0.019986914
