English.name,newrow
Eastern Whipbird,3205
Philippine Hanging-parrot,3207
Nias Hill Myna,3207
Greater Antillean Grackle,3207
Plain-winged Woodcreeper,3208
Scaly Ground-roller,3209
Orange-fronted Barbet,3210
White Woodpecker,3211
Racquet-tailed Roller,3212
Stripe-throated Wren,3212
Paria Barbtail,3213
Rufescent Screech-owl,3215
Vitelline Masked Weaver,3217
Amazonian Motmot,3222
Rufous-capped Antthrush,3223
Vilcabamba Spinetail,3223
Dark-throated Oriole,3223
Grey-throated Barbet,3226
Dusky Moorhen,3227
Black-eared Shrike-babbler,3232
Western Woodhaunter,3233
Purple-winged Ground-dove,3235
Long-tufted Screech-owl,3236
Amazon Kingfisher,3236
Northern Masked Weaver,3236
Ash-breasted Sierra-finch,3237
White-winged Diuca-finch,3238
Uganda Woodland-warbler,3239
Bhutan Laughingthrush,3239
Cape May Warbler,3239
White-rumped Tanager,3239
Copper-tailed Hummingbird,3240
Malay Black Magpie,3241
Short-toed Snake-eagle,3244
Puff-backed Bulbul,3244
Singing Starling,3244
Seaside Sparrow,3244
Burchell's Sandgrouse,3245
Crane Hawk,3245
Splendid Starling,3247
Zimmer's Tapaculo,3248
Yellow-throated Bush-tanager,3248
Madagascar Yellowbrow,3251
Red-billed Woodcreeper,3253
Scale-feathered Malkoha,3255
Blue-black Grosbeak,3255
Grey Junglefowl,3256
Wallace's Scops-owl,3257
Pin-tailed Green-pigeon,3258
Violet-fronted Brilliant,3260
Riverside Wren,3260
Blue Rock-thrush,3261
Grey-fronted Honeyeater,3262
Evening Grosbeak,3262
Northern Black Bustard,3263
Straight-billed Woodcreeper,3263
Asian Palm-swift,3266
Plumbeous Hawk,3266
Tylas Vanga,3266
Spiny-faced Antshrike,3267
Plain Xenops,3267
Black-breasted Seedeater,3267
Grey Seedeater,3269
Sulawesi Nightjar,3271
Southern Red-shouldered Macaw,3272
Yellowish Flycatcher,3272
Yellow-bridled Finch,3272
Ash-throated Gnateater,3274
Golden-naped Weaver,3274
Swamp Nightjar,3275
Semiplumbeous Hawk,3276
White-plumed Honeyeater,3276
Malabar Woodshrike,3276
Willow Grouse,3278
White-eared Night-heron,3278
Flame-eared Honeyeater,3278
Black-lored Cisticola,3278
Ruddy Duck,3279
Spotted Shag,3279
Grey-headed Bulbul,3279
Rufous-headed Robin,3281
Andean Lapwing,3282
Banded Sunbird,3284
Giant Ibis,3287
Painted Whitestart,3288
Nyanza Swift,3289
Sri Lanka Hanging-parrot,3289
Black-spotted Piculet,3290
Chestnut-breasted Mountain-finch,3291
Grey-naped Pheasant-pigeon,3292
Lance-tailed Manakin,3292
White-tailed Tyrannulet,3292
Black-hooded Antshrike,3293
Silver-breasted Tanager,3294
Manipur Bush-quail,3295
Rufous-breasted Leaftosser,3295
Chaco Earthcreeper,3295
Yellow-footed Honeyguide,3296
Red Myzomela,3296
Perija Starfrontlet,3300
Buffy Tuftedcheek,3300
Thrush-like Wren,3301
Brown-capped Laughingthrush,3303
Foothill Elaenia,3304
Lesser Crested Tern,3305
Brown-eared Woodpecker,3306
Amazonian Antshrike,3306
King of Saxony Bird-of-paradise,3306
Humboldt's Hummingbird,3307
White-cheeked Pintail,3310
Rock Pipit,3310
Banded Yellow Robin,3311
Brown-backed Honeybird,3312
Collared Crow,3312
Grey-and-gold Tanager,3312
House Swallow,3313
Relict Gull,3314
Syrian Woodpecker,3314
Australian King-parrot,3314
Black-headed Saltator,3315
Band-tailed Antbird,3316
Slender-billed Xenops,3316
Mayotte Drongo,3316
Hawaii Creeper,3316
Crested Coua,3317
Ivory-billed Woodcreeper,3317
Slaty-backed Nightingale-thrush,3319
Sparkling Violet-ear,3320
Balearic Shearwater,3322
Colombian Wren,3322
Fluttering Shearwater,3323
Tawny-shouldered Blackbird,3323
Large-headed Flatbill,3324
White-billed Starling,3324
Genovesa Cactus-finch,3324
Santa Marta Screech-owl,3325
Green Avadavat,3328
Guam Kingfisher,3329
White-browed Piculet,3329
Vanikoro Flycatcher,3330
Huayco Tinamou,3331
Louisiana Waterthrush,3332
Straw-necked Ibis,3335
White-browed Antpitta,3337
Streak-breasted Honeyeater,3337
Neblina Metaltail,3339
Tricoloured Parrotfinch,3339
Ocellated Antbird,3340
Eastern Plantain-eater,3341
Boa Nova Tapaculo,3341
Fujian Niltava,3345
Streaky-breasted Spiderhunter,3345
Rufous-fronted Wood-quail,3347
Mottle-cheeked Tyrannulet,3347
Steel-blue Flycatcher,3347
Snowy Cotinga,3348
Roraiman Flycatcher,3348
Red-headed Bluebill,3348
White-backed Woodswallow,3350
Black-headed Gonolek,3350
Harlequin Antbird,3351
Lesser Jacana,3353
Bold-striped Tit-babbler,3353
Cuban Green Woodpecker,3355
Hooded Merganser,3357
Collared Flycatcher,3357
Eastern Bonelli's Warbler,3358
Vanuatu Scrubfowl,3360
White-rumped Seedeater,3360
Yellow-fronted Canary,3361
Rufous-sided Pygmy-tyrant,3362
Meller's Duck,3363
Black-faced Spoonbill,3363
Bran-colored Flycatcher,3363
Green Warbler-finch,3364
Moorea Kingfisher,3365
Crimson-backed Tanager,3366
Chestnut-backed Sparrow-weaver,3367
Yellow-billed Amazon,3368
Dusky Friarbird,3370
Madagascar Pochard,3371
Le Conte's Thrasher,3371
Asian Houbara,3374
Black-shouldered Kite,3374
Vitelline Warbler,3374
Blue-headed Coucal,3377
Great Iora,3377
Pale-bellied White-eye,3377
Herero Chat,3379
Black-striped Woodcreeper,3381
Chapman's Bristle-tyrant,3383
Newton's Sunbird,3385
Common Sandpiper,3387
Chestnut-backed Scimitar-babbler,3389
Blue-breasted Bee-eater,3390
Greater Yellowlegs,3391
Three-toed Jacamar,3393
Black-headed Shrike-babbler,3393
African Blue-flycatcher,3393
Crested Tit-warbler,3393
White-browed Fantail,3395
Scale-crested Pygmy-tyrant,3399
Mexican Rail,3401
Yellow-spotted Bush-sparrow,3401
Rufous-necked Wood-rail,3402
Fieldfare,3402
Sumatran Flowerpecker,3402
Amethyst Brown-dove,3403
Amber Mountain Rock-thrush,3405
Moorea Reed-warbler,3406
Pectoral Sparrow,3407
White-tailed Nuthatch,3410
Streak-headed Honeyeater,3412
Yellow-rumped Thornbill,3412
Obi Myzomela,3415
Bearded Screech-owl,3416
Scarlet-rumped Trogon,3416
Sangihe White-eye,3418
Jabiru,3419
White-headed Petrel,3421
Speckled Boobook,3422
Livingstone's Flycatcher,3423
Cheer Pheasant,3426
Himalayan Snowcock,3427
Speckled Tinkerbird,3427
Lesser Flamingo,3428
Mottled Swift,3428
Principe Seedeater,3428
Scaly-breasted Lorikeet,3431
Star-throated Antwren,3431
Turquoise Jay,3431
Jack Snipe,3432
White-billed Crow,3433
Madagascar Brush-warbler,3434
Brown-headed Parrot,3435
Philippine Pitta,3435
Orange River Francolin,3436
Rufous-winged Tyrannulet,3436
Black-billed Toucanet,3437
Stripe-faced Wood-quail,3439
Striated Earthcreeper,3439
Drab-breasted Bamboo-tyrant,3439
Black-eared Wood-quail,3440
New Zealand Bellbird,3440
Chattering Kingfisher,3441
Mantanani Scops-owl,3442
Atoll Fruit-dove,3443
Böhm's Flycatcher,3443
Rossel Cicadabird,3445
White-throated Robin-chat,3445
Rockwarbler,3446
Pine Warbler,3446
Russet-capped Tesia,3449
Northern Mockingbird,3450
Yellow-tufted Honeyeater,3451
Tawny-breasted Parrotfinch,3451
Dunlin,3453
Red-fronted Serin,3453
Biak Coucal,3454
Merida Sunangel,3456
Yellow-fronted Woodpecker,3456
Yellow-collared Macaw,3456
Red-vented Barbet,3457
Jackson's Hornbill,3458
Blue-collared Parrot,3460
Vermilion Tanager,3460
Swierstra's Francolin,3461
Masked Finfoot,3462
Pulitzer's Longbill,3462
Scaly-crowned Babbler,3464
Black-chested Sparrow,3464
Savile's Bustard,3465
Grey-bellied Wren-babbler,3466
Laced Woodpecker,3475
Northern Potoo,3478
Pale-tailed Barbthroat,3479
Yemen Thrush,3480
Hooded Grebe,3482
Millerbird,3482
Violet-capped Hummingbird,3484
Red-ruffed Fruitcrow,3484
Sociable Lapwing,3487
Eurasian Siskin,3487
Bornean Partridge,3490
Nendo Shrikebill,3490
Pygmy Tit,3490
Reed Bunting,3490
White-winged Shrike-tanager,3491
Garden Warbler,3492
Seychelles Scops-owl,3495
White-breasted Whistler,3495
Red-throated Tit,3496
Round-tailed Manakin,3497
Grey-crowned Woodpecker,3499
Black-capped Bulbul,3499
Red-billed Pied Tanager,3500
Cinnamon Woodpecker,3502
Buff-barred Warbler,3502
Striped Laughingthrush,3502
Brown-chested Barbet,3504
Seram Fantail,3506
Mountain Chickadee,3506
Black-fronted Bulbul,3507
Slender-billed Weaver,3509
Duida Grass-finch,3510
Greenish Schiffornis,3511
White-eyed Vireo,3511
Mangrove Honeyeater,3512
Dark-necked Tailorbird,3513
Przevalski's Partridge,3514
Northern White-fringed Antwren,3514
Olive-tree Warbler,3514
Southern Red Bishop,3516
Meadow Bunting,3516
Black Heron,3517
Common Loon,3518
Salvadori's Fig-parrot,3520
Ashy Tit,3520
Socorro Mockingbird,3520
Chestnut-crowned Babbler,3521
Chestnut-headed Tesia,3521
Laggar Falcon,3523
Sword-billed Hummingbird,3524
Diederik Cuckoo,3524
Dark-backed Imperial-pigeon,3525
Snowy Owl,3525
Chocolate Boobook,3527
Red Junglefowl,3528
Grey Antwren,3529
Bar-tailed Treecreeper,3530
Hill Pigeon,3534
Buzzing Flowerpecker,3534
White-shouldered Triller,3535
Prothonotary Warbler,3535
Grey Wren-warbler,3537
Ecuadorian Tapaculo,3539
Red-browed Treecreeper,3539
Black-backed Butcherbird,3539
Chestnut-bellied Tit,3540
Southern Giant Petrel,3542
Grey-cheeked Hornbill,3543
Olivaceous Greenlet,3543
Chattering Cisticola,3547
Fan-tailed Cuckoo,3548
Gilded Barbet,3550
Pinyon Jay,3550
Sickle-winged Chat,3550
Hooded Robin,3554
Paltry Tyrannulet,3555
Orange-tufted Spiderhunter,3556
Northern Slaty Antshrike,3558
Buff-sided Robin,3559
Eurasian Crag Martin,3559
Western Wedge-billed Hummingbird,3561
Ruddy Shelduck,3562
Reiser's Tyrannulet,3562
Archbold's Bowerbird,3562
Band-tailed Oropendola,3562
Cuzco Starfrontlet,3565
Violet-bellied Hummingbird,3565
Sumatran Ground-cuckoo,3565
Black Hawk-eagle,3565
Yellow-billed Nunbird,3566
Timor Sparrow,3566
Espanola Cactus-finch,3566
Southern Whiteface,3567
Iriomote Tit,3567
Nihoa Finch,3567
Common Moorhen,3568
Bufflehead,3569
Black-bibbed Tit,3570
Bismarck Black Myzomela,3571
Lendu Crombec,3571
Curve-billed Reedhaunter,3572
White-banded Swallow,3572
Crimson-breasted Gonolek,3573
Carbon Sierra-finch,3573
Red-winged Parrot,3575
Uniform Antshrike,3575
Rufous-throated Partridge,3579
Dusky Indigobird,3581
Black Grasswren,3582
Santa Cruz White-eye,3582
Plate-billed Mountain-toucan,3583
Scaled Woodcreeper,3583
Obscure Honeyeater,3584
Bornean Crestless Fireback,3585
Golden-headed Cisticola,3585
Bermuda Petrel,3587
Black Solitary Eagle,3587
Rio de Janeiro Greenlet,3588
Black-winged Flycatcher-shrike,3588
Midget Flowerpecker,3588
Black-capped Chickadee,3589
Black-throated Thistletail,3590
Sichuan Leaf-warbler,3590
Tanahjampea Blue-flycatcher,3591
Paramillo Tapaculo,3593
California Towhee,3594
Greater Scaup,3595
Kashmir Nuthatch,3595
Tawny-bellied Seedeater,3595
Least Bittern,3598
American Comb Duck,3603
Brown-eared Bulbul,3606
Forest Canary,3606
Beach Thick-knee,3607
Indian Swiftlet,3608
Indian Yellow-nosed Albatross,3608
Henst's Goshawk,3608
Rufous-necked Hornbill,3608
Nilgiri Woodpigeon,3611
White-crowned Manakin,3612
Mouse-brown Sunbird,3612
Blue-naped Chlorophonia,3612
Spot-breasted Woodpecker,3613
Helmeted Pygmy-tyrant,3613
Grey-cheeked Bulbul,3613
Chinese Rubythroat,3614
African Quailfinch,3614
Masked Fruiteater,3615
White-headed Robin-chat,3615
Red-necked Amazon,3616
Pied Crow,3619
Yellow-throated White-eye,3620
Hutton's Vireo,3622
Striated Wren-babbler,3623
Protea Canary,3623
Green-headed Tanager,3623
Little Cuckoo,3625
Nacunda Nighthawk,3627
Eastern Nicator,3627
Collared Bush-robin,3628
Philippine Cuckoo-dove,3631
White-cheeked Partridge,3633
Black-bellied Tern,3635
Vogelkop Bowerbird,3635
Crimson-breasted Finch,3637
Black-eared Miner,3638
Malay Honeyguide,3639
Green-bearded Helmetcrest,3642
Southern Carmine Bee-eater,3642
Quindio Jay,3642
White-winged Snowfinch,3642
Yellow-cheeked Becard,3644
Yellow Tit,3647
Pygmy Hanging-parrot,3649
Chestnut-naped Ground-tyrant,3649
Pangani Longclaw,3649
Rufous-bellied Chachalaca,3651
Northern Sooty Woodpecker,3651
Lesser Woodcreeper,3651
Rufous-tailed Plantcutter,3652
Rarotonga Fruit-dove,3653
Chestnut-bellied Imperial-pigeon,3655
Cape Rockjumper,3656
New Zealand Falcon,3659
African Piculet,3661
White-streaked Friarbird,3663
Hoary-throated Barwing,3664
Thick-billed Flowerpecker,3664
Common Ground-dove,3666
Brown Thornbill,3667
Forest Owlet,3668
Grey Heron,3669
Amsterdam Albatross,3671
Barred Buttonquail,3671
Common Chiffchaff,3671
Winter Wren,3672
Mottled Flowerpecker,3677
Black Caracara,3678
Black-headed Honeyeater,3680
Neotropical Cormorant,3682
Cuzco Brush-finch,3685
Southern Ground-hornbill,3686
Channel-billed Toucan,3686
Barn Swallow,3686
Buff-breasted Mountain-tanager,3688
Recurve-billed Bushbird,3689
Apapane,3690
Spectacled Whitestart,3690
Worthen's Sparrow,3691
Grey-winged Inca-finch,3691
Garlepp's Parakeet,3693
White-bearded Antshrike,3693
White-throated Sparrow,3693
Nukuhiva Imperial-pigeon,3694
Andean Pygmy-owl,3696
Cook Reed-warbler,3696
Streaked Shearwater,3697
Malaita Monarch,3697
Guatemalan Pygmy-owl,3698
Dunnock,3698
Black-backed Oriole,3698
Tiny Cisticola,3699
Maranon Gnatcatcher,3699
Yellowish Imperial-pigeon,3700
Bluethroat,3700
Forest Buzzard,3701
Black-capped Pygmy-tyrant,3701
Blue-grey Gnatcatcher,3701
Greater Prairie-chicken,3702
Cinereous Harrier,3703
Northern Pied Babbler,3704
Woodwards' Batis,3705
Grey-and-buff Woodpecker,3706
Red-headed Manakin,3706
Fawn-coloured Lark,3706
Ochre-winged Trumpeter,3707
Wrinkled Hornbill,3707
White-cheeked Barbet,3708
Crag Earthcreeper,3708
Eastern Olivaceous Flatbill,3708
White-browed Tit,3712
Long-crested Myna,3712
Short-tailed Swift,3713
White-winged Chough,3713
Red Tanager,3713
Pacific Baza,3715
White-rumped Swallow,3715
Grey-throated Chat,3716
Green-tailed Warbler,3717
Frances's Sparrowhawk,3718
Long-billed Grasshopper-warbler,3719
Crimson-collared Grosbeak,3719
McConnell's Spinetail,3720
Varied Bunting,3721
Noisy Pitta,3724
Grey-rumped Swallow,3724
Black-throated Toucanet,3725
Drab Hemispingus,3725
Australasian Gannet,3726
Antioquia Wren,3728
Sichuan Tit,3730
Inaccessible Finch,3732
Snowy Egret,3736
Purple Indigobird,3736
Short-toed Treecreeper,3737
Northern White-necked Myna,3737
Ecuadorian Thrush,3738
Wilson's Phalarope,3739
Rusty-margined Flycatcher,3740
Cambodian Laughingthrush,3741
Plain-backed Antpitta,3743
Grey-headed Piprites,3743
Shy Heathwren,3743
Black-faced Cuckooshrike,3743
Little Bronze-cuckoo,3744
Pale-billed Antpitta,3744
Long-tailed Fiscal,3744
Bronze-tailed Thornbill,3747
Brown-tailed Apalis,3747
Pale-throated Greenbul,3747
Black Spinetail,3748
White-tailed Sea-eagle,3748
Rufescent Flycatcher,3750
Eurasian Golden Oriole,3750
Cambodian Flowerpecker,3750
Lesser Coucal,3751
White-bellied Emerald,3752
Yellow-crowned Woodpecker,3752
Mauritius Grey White-eye,3752
Shining-blue Kingfisher,3753
Madarasz's Tiger-parrot,3753
Wire-crested Thorntail,3754
Rose-throated Becard,3754
Tepui Vireo,3754
Pied Harrier,3755
Ivory-breasted Pitta,3755
Louisiade Imperial-pigeon,3756
Rufous-cheeked Laughingthrush,3756
Little Gull,3757
Clamorous Reed-warbler,3759
Lappet-faced Vulture,3760
Stripe-throated Bulbul,3760
Black-headed Woodpecker,3761
Violet-backed Hyliota,3762
Chestnut-bellied Sandgrouse,3763
Chestnut-capped Babbler,3763
Forest Scimitarbill,3764
Serra do Mar Tyrannulet,3764
Tahiti Swallow,3764
African Houbara,3765
Salvadori's Antwren,3765
Flores Minivet,3765
Drab Whistler,3766
Ecuadorian Trogon,3767
Fulvous-dotted Treerunner,3767
Purus Jacamar,3768
Sichuan Partridge,3771
Watercock,3772
Greater Yellow-headed Vulture,3772
Barred Honeyeater,3772
Chinese Hwamei,3772
Regent Parrot,3773
Red-billed Malkoha,3775
Yap Monarch,3775
Martial Eagle,3776
White-throated Sierra-finch,3776
Brown-breasted Gerygone,3778
Meadow Pipit,3779
Northern Grey Saltator,3780
Great Elaenia,3781
Flores Scops-owl,3782
Lesser Crescent-chested Puffbird,3782
Green-naped Tanager,3782
McKay's Bunting,3783
Coppersmith Barbet,3784
Blood Pheasant,3785
Musician Wren,3785
Visayan Wattled Broadbill,3787
Lemon-bellied Flyrobin,3787
Sao Tome Green-pigeon,3788
Rufous-crowned Pittasoma,3792
Glossy Swiftlet,3795
Black-headed Nightingale-thrush,3795
Short-billed Black-cockatoo,3797
Scarlet Ibis,3799
Lesser Bird-of-paradise,3800
White Cockatoo,3801
Australian Gull-billed Tern,3802
Little Bee-eater,3806
Magellanic Penguin,3807
Hispaniolan Emerald,3810
Crowned Slaty Flycatcher,3810
Sora,3812
Henderson Petrel,3813
Baron's Spinetail,3815
Rarotonga Monarch,3815
Variegated Flycatcher,3816
Yellow-eared Toucanet,3818
Sombre Tit,3818
Desert Cisticola,3819
Plain Leaf-warbler,3821
Hooded Mountain-tanager,3821
Forest Elaenia,3822
Redwing,3822
Red-billed Teal,3825
Lesser Wagtail-tyrant,3826
Tit-hylia,3827
Black-shouldered Lapwing,3829
Hook-billed Kingfisher,3829
Palau Fantail,3830
Orange Ground-thrush,3830
Varied Tit,3831
Pale-eyed Black Tit,3831
Common Cactus-finch,3831
Ruspoli's Turaco,3832
Stripe-breasted Starthroat,3833
Fülleborn's Boubou,3833
Northern Fantail,3833
Hodgson's Treecreeper,3833
Wedge-tailed Grass-finch,3834
Carolina Chickadee,3835
Anna's Hummingbird,3836
Dusky Crag Martin,3836
Corn Bunting,3836
Aceh Bulbul,3837
Grey-crowned Palm-tanager,3838
Black-tailed Waxbill,3839
Marshall's Iora,3840
Rufous Monarch,3840
Blacksmith Lapwing,3842
Yellow-throated Fulvetta,3843
Turquoise-browed Motmot,3844
Sri Lanka Blue Magpie,3844
Orange-collared Manakin,3845
Sassi's Olive Greenbul,3846
White-browed Hawk,3847
Plain-breasted Piculet,3847
Echo Parakeet,3847
Broad-billed Sandpiper,3848
Cocoa Woodcreeper,3849
Blue-naped Pitta,3852
Rufous-backed Antvireo,3853
Collared Scops-owl,3854
Ringed Woodpecker,3855
Erect-crested Penguin,3856
Sedge Wren,3856
Galapagos Dove,3859
Ochraceous Piculet,3859
Ruddy-capped Nightingale-thrush,3859
Yellow-breasted Warbler,3861
White-fronted Amazon,3862
Cream-throated White-eye,3862
Lowland White-eye,3863
Japanese Murrelet,3864
Maui Parrotbill,3865
Brown-throated Wattle-eye,3867
Southern Mountain Cacique,3867
Swallow Tanager,3867
Black-lored Babbler,3868
Afep Pigeon,3869
Pink-backed Pelican,3869
Victorin's Warbler,3869
Black Fantail,3873
Black-headed Paradise-kingfisher,3875
Golden-bellied White-eye,3875
Blue-bearded Bee-eater,3876
White-vented Whistler,3876
New Guinea Cicadabird,3876
Sunda Teal,3877
White-crowned Pigeon,3878
Dusky-cheeked Fig-parrot,3879
Black-lored Tit,3880
Scaled Piculet,3881
Mussau Triller,3881
Black-chested Snake-eagle,3883
Slender-billed Cuckoo-dove,3885
Golden Pipit,3885
Bahama Nuthatch,3887
Black-headed Lapwing,3888
Andean Snipe,3888
Red-headed Falcon,3888
Okinawa Rail,3889
Xingu Scythebill,3889
Jerdon's Leafbird,3889
Seychelles Fody,3889
Buff-throated Partridge,3890
Cape Penduline-tit,3890
Western Hooded Pitta,3891
Eastern Towhee,3891
Scarlet-headed Blackbird,3893
Paramo Seedeater,3893
Five-colored Barbet,3895
Brown Illadopsis,3895
Micronesian Scrubfowl,3897
Santa Marta Woodstar,3897
Crimson Sunbird,3897
Black Falcon,3898
Great Xenops,3901
Marbled Frogmouth,3904
Puerto Rican Amazon,3908
White-bellied Goshawk,3909
Little Buttonquail,3910
Ijima's Leaf-warbler,3914
Spot-winged Falconet,3915
Blue-throated Blue-flycatcher,3915
Bronzy Hermit,3916
Silvered Antbird,3916
Ferruginous Duck,3917
Grey Vireo,3918
Short-tailed Finch,3918
White-winged Fantail,3919
Snowy-throated Babbler,3919
Yungas Dove,3920
Oriental Pied Hornbill,3920
Spotted Barbtail,3921
Sharp-tailed Grouse,3922
Black-breasted Puffleg,3922
Salvin's Albatross,3922
Rook,3922
Bay-breasted Cuckoo,3923
Caribbean Grey Saltator,3923
Yellow Bishop,3924
Buff-rumped Warbler,3924
Lesser Noddy,3926
Scarlet Minivet,3926
Yellowish Pipit,3927
Sumba Boobook,3928
East Brazilian Chachalaca,3929
Handsome Francolin,3929
Olive Bush-shrike,3931
Unadorned Flycatcher,3933
Sahyadri Sunbird,3933
White-faced Heron,3935
Sokoke Scops-owl,3935
Cirl Bunting,3937
Marail Guan,3942
Scaly-breasted Honeyeater,3942
Red-cowled Cardinal,3942
White-headed Vulture,3943
Crested Barbet,3943
Malay Hawk-cuckoo,3944
Pernambuco Pygmy-owl,3944
Pelzeln's Tody-tyrant,3945
Burmese Yuhina,3945
Heuglin's Masked Weaver,3945
Black-throated Finch,3945
Blue-grey Robin,3948
Pampas Flicker,3950
Blue-tailed Imperial-pigeon,3951
Cloven-feathered Dove,3951
Kungwe Apalis,3951
Buffy-crowned Wood-partridge,3952
Gola Malimbe,3952
Australian Pelican,3954
Streak-eared Bulbul,3954
Belted Kingfisher,3955
Green-throated Sunbird,3955
Albert's Lyrebird,3957
Scarlet-breasted Flowerpecker,3957
Superciliated Wren,3961
Ferruginous Hawk,3962
Grey-fronted Green-pigeon,3963
Scissor-tailed Nightjar,3963
Grey Crowned Crane,3964
Limpkin,3965
Caspian Gull,3967
Least Boobook,3967
Large Scimitar-babbler,3967
Broad-billed Prion,3969
Phoenix Petrel,3969
Plain Sunbird,3970
White-eared Barbet,3971
Red-faced Cisticola,3971
Yellowish-streaked Honeyeater,3972
Black-backed Cisticola,3972
St Lucia Oriole,3975
Pied Honeyeater,3977
Cebu Flowerpecker,3977
Rose-bellied Chat,3977
Tufted Coquette,3979
Natewa Silktail,3979
Dusky Crimsonwing,3979
Red-pate Cisticola,3980
Mountain Owlet-nightjar,3981
Blyth's Hawk-eagle,3981
Mottled Petrel,3982
White-tailed Tropicbird,3983
Barred Antthrush,3983
White-throated Canary,3984
Lemon Dove,3985
Calandra Lark,3985
