"","X","Sequence","species","Family1","Order1","Avibase.ID1","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","result.taxonid","result.category","threatened","agriculture","invasive","residential","energy","transportation","resource_use","instrusion","nat_sys_modif","pollution","geological","climate_change","other","logmass","logrange"
"524",540,2474,"Calidris alpina","Scolopacidae","Charadriiformes","AVIBASE-15369E8E",10,5,5,0,4,36.9,28.1,2.9,4.3,24.7,115.1,61.6,53.7,53.4,48.6,51.9,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",48.72,79.36,68.24,43.99,4754236.34,22693427,1,0,1,1,0,0,0,1,1,1,1,0,1,0,3.94931879017184,15.3745466395917
"525",541,2477,"Calidris bairdii","Scolopacidae","Charadriiformes","AVIBASE-1F1AD154",5,2,3,0,4,25.5,19.3,2.7,3.9,22,121.8,66.7,54,55.2,50,41,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Aquatic predator","Terrestrial",60.9,83.11,70.82,-108.4,2767245.54,22693404,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.71357206670431,14.8333629935382
"526",542,2462,"Calidris canutus","Scolopacidae","Charadriiformes","AVIBASE-B5CE8FAD",9,4,5,0,4,37.5,26.6,4.1,5.7,29.9,164.4,95.2,69.1,57.9,60.4,141.9,"Dunning",NA,"NO",NA,NA,"Coastal",3,3,"Carnivore","Aquatic predator","Terrestrial",55.99,83.63,75.23,-24.11,1604194.57,22693363,2,0,1,1,1,0,0,1,1,0,1,0,1,0,4.955122584166,14.2881323630445
"527",543,2465,"Calidris falcinellus","Scolopacidae","Charadriiformes","AVIBASE-0A14882F",5,2,3,0,4,32.8,26.6,3.7,4.4,21.1,99.2,53.8,46,53.9,36.6,37.1,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",60.54,74.78,68.14,64.63,1005823.74,22693464,1,0,0,0,0,0,0,1,0,1,0,0,1,0,3.61361696961339,13.8213174055435
"528",544,2468,"Calidris ferruginea","Scolopacidae","Charadriiformes","AVIBASE-143A681C",5,2,3,0,4,38.5,31.6,3.2,4.3,29.1,129,70.5,58,54.9,48.6,58.1,"Dunning",NA,"NO",NA,NA,"Coastal",3,3,"Carnivore","Aquatic predator","Terrestrial",68.08,78.34,72.28,111.38,1198699.06,22693431,2,0,1,1,1,0,1,1,1,1,0,0,1,0,4.06216566385787,13.996747410012
"529",545,2480,"Calidris fuscicollis","Scolopacidae","Charadriiformes","AVIBASE-153BA306",5,2,3,0,4,26.5,18.8,2.9,4,23.6,118.4,64,54.3,54,47.8,43,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",61.31,77.76,70.14,-99.08,1363375.36,22693399,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.76120011569356,14.1254740652816
"530",546,2467,"Calidris himantopus","Scolopacidae","Charadriiformes","AVIBASE-ECDE73F2",5,2,3,0,4,43,35,2.8,4.8,40,126.8,66,60.5,52.2,49.6,57.2,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",53.71,71.39,67.4,-119.08,399381.42,22693437,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.04655389838575,12.8976721791021
"531",547,2476,"Calidris maritima","Scolopacidae","Charadriiformes","AVIBASE-0A0B8431",5,3,2,0,4,33.3,25.2,3.7,4.9,21.9,121,61,59.8,50.5,55.4,65.1,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Aquatic predator","Terrestrial",58.68,81.86,70.81,-6.75,2008818.99,22693420,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.17592454921452,14.5130575401858
"532",548,2484,"Calidris mauri","Scolopacidae","Charadriiformes","AVIBASE-01060BFD",5,2,3,0,4,21,15.8,2.3,3.5,21,92.2,45.5,47.5,49,38.4,27.8,"Dunning",NA,"NO",NA,NA,"Shrubland",3,3,"Carnivore","Aquatic predator","Terrestrial",56.9,71.39,64.59,-162.32,310485.3,22693376,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.32503602069659,12.6458918362398
"533",549,2482,"Calidris melanotos","Scolopacidae","Charadriiformes","AVIBASE-ACC99F35",5,3,0,2,4,32.1,23.1,3.4,4.8,26,125.2,67.1,58.6,53.4,54.4,79.7,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",54.21,76.85,69.87,-13.6,2362488.1,22693408,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.37826958579617,14.6752259013003
"534",550,2478,"Calidris minuta","Scolopacidae","Charadriiformes","AVIBASE-9936FF4A",5,2,2,1,4,20.4,14.8,2.5,3.3,21.5,93.2,46.7,45.6,50.6,35.6,21.1,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Aquatic predator","Terrestrial",63.36,78.34,71.29,95.22,1734619.92,22693379,1,0,0,1,0,0,0,1,0,1,0,0,1,0,3.04927304048202,14.3662988810822
"535",551,2479,"Calidris minutilla","Scolopacidae","Charadriiformes","AVIBASE-A47B0BD4",5,2,3,0,4,20.3,15.1,2.4,3.2,18.4,86.4,32.1,53.1,37.7,39.2,22.9,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",43.39,71.39,62.1,-119.05,4973788.94,22693396,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.13113691056019,15.4196924697954
"536",552,2475,"Calidris ptilocnemis","Scolopacidae","Charadriiformes","AVIBASE-C5971E25",4,2,2,0,4,34.3,26.1,4,5.2,23.7,130.5,65,65.5,49.8,58.8,81.3,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Aquatic predator","Terrestrial",48.72,67.09,61.58,-53.33,320856.4,22693424,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.39814601655377,12.6787489499955
"537",553,2464,"Calidris pugnax","Scolopacidae","Charadriiformes","AVIBASE-2DABF98F",10,5,5,0,4,37.6,26.7,3.8,5.1,42.9,163.7,85.3,81.9,51,60,131.7,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",47.67,75.23,64.07,75.55,8562266.88,22693468,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.88052660874924,15.9628755354886
"538",554,2483,"Calidris pusilla","Scolopacidae","Charadriiformes","AVIBASE-F35821AA",6,3,3,0,4,22.2,15.9,2.6,4.2,20.7,92.7,50.9,43.1,54.2,39.7,27.5,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Aquatic predator","Terrestrial",52.36,72.96,65.26,-105.16,2634809.84,22693373,2,0,0,1,0,1,0,1,0,0,1,0,1,0,3.31418600467253,14.7843215703705
"539",555,2471,"Calidris pygmaea","Scolopacidae","Charadriiformes","AVIBASE-3FC8CA50",5,3,2,0,4,22.9,18.4,4,3.5,22.5,99.4,53.4,44.8,54.4,37.2,31.7,"Dunning",NA,"NO",NA,NA,"Coastal",3,3,"Carnivore","Aquatic predator","Terrestrial",59.78,67.41,63.52,58.08,54414.21,22693452,5,1,1,1,1,1,0,1,1,0,1,0,1,0,3.45631668088323,10.9043806119691
"540",556,2472,"Calidris ruficollis","Scolopacidae","Charadriiformes","AVIBASE-BBDF2F1B",4,2,2,0,4,19,13.7,2.4,3.3,18.8,99.5,54.2,45.2,54.5,43.5,26.8,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Aquatic predator","Terrestrial",59.93,77.47,68.66,115.73,971179.99,22693383,2,0,1,0,1,0,0,0,0,0,1,0,1,0,3.28840188751681,13.7862670956979
"541",557,2470,"Calidris subminuta","Scolopacidae","Charadriiformes","AVIBASE-7D629288",5,2,3,0,4,20.1,15.3,2.5,3.4,21.5,88.2,43.9,44.9,49.4,35.8,30.2,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",47.14,69,59.65,118.94,316107.68,22693392,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.40784192438082,12.6638381940174
"542",558,2481,"Calidris subruficollis","Scolopacidae","Charadriiformes","AVIBASE-3A3C62BC",7,3,4,0,4,22.6,16.2,2.8,3.6,29.2,128.4,69.8,57.8,54.7,55.3,62.1,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Omnivore","Terrestrial",67.27,76.09,71.18,-96.44,642423.52,22693447,2,0,1,0,1,1,0,1,0,0,1,0,1,0,4.12874598893943,13.3730030536468
"543",559,2469,"Calidris temminckii","Scolopacidae","Charadriiformes","AVIBASE-5ACF7FB3",6,4,2,0,4,19,14.6,2.3,3.1,17.8,96.7,47.9,47.9,50,46.2,23,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Aquatic predator","Terrestrial",60.05,76.22,69.29,92.64,3436316.19,22693388,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3.13549421592915,15.0499105805533
"544",560,2461,"Calidris tenuirostris","Scolopacidae","Charadriiformes","AVIBASE-09C51FA9",5,2,3,0,4,45,32.5,4.5,6.2,34.4,175.6,101.2,75.5,57.3,63.8,192,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Aquatic predator","Terrestrial",59.78,70.13,64.67,135.1,1486107.22,22693359,4,1,1,1,1,1,0,1,0,1,1,0,1,0,5.25749537202778,14.2116706550889
"545",561,2463,"Calidris virgata","Scolopacidae","Charadriiformes","AVIBASE-11CF8C9A",5,2,3,0,4,29,15.9,4.2,5.6,30.9,173,94.2,78.6,54.5,63,201,"Dunning",NA,"NO",NA,NA,"Coastal",3,3,"Carnivore","Aquatic predator","Terrestrial",56.76,68.34,63.62,-147.89,662683.31,22693356,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.30330490805908,13.4040524929093
"546",562,2503,"Coenocorypha aucklandica","Scolopacidae","Charadriiformes","AVIBASE-02884D9E",4,2,1,1,4,60.3,50,5.3,7.9,24.4,99.8,33,66.8,33.1,34.5,108.2,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Carnivore","Invertivore","Terrestrial",-52.61,-49.63,-51.01,167.02,684.19,22727499,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4.68398136641238,6.52823565682722
"547",563,2502,"Coenocorypha huegeli","Scolopacidae","Charadriiformes","AVIBASE-90E8B13B",5,2,2,1,4,57.8,46.9,5.8,8.1,22.1,101.8,30.8,70.4,30.4,38.4,104,"Updated_literature","Dunning (2021)","NO",NA,NA,"Grassland",3,1,"Carnivore","Invertivore","Terrestrial",-48.02,-48,-48.01,166.56,2.59,22727509,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4.64439089914137,0.951657875711446
"548",564,2500,"Coenocorypha pusilla","Scolopacidae","Charadriiformes","AVIBASE-168E3626",5,2,3,0,4,45.2,37.3,4.9,7.1,21.6,98.4,30.3,67.7,31,32.8,80.5,"Dunning",NA,"NO",NA,NA,"Forest",3,1,"Carnivore","Invertivore","Terrestrial",-44.36,-44.22,-44.3,-176.22,4.67,22693137,3,1,0,1,0,0,0,0,0,0,0,0,1,0,4.38825718442452,1.54115907168081
"549",565,2517,"Gallinago delicata","Scolopacidae","Charadriiformes","AVIBASE-F5C8516D",5,2,3,0,4,66.9,57.7,4.6,6.6,29.4,128.4,59.5,68.5,46.5,55,112.9,"DataFromSplit",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",36.27,71.39,54.89,-111.33,11985774.53,22729867,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4.72650247115562,16.2992310487104
"550",566,2505,"Gallinago imperialis","Scolopacidae","Charadriiformes","AVIBASE-3AA9C3BA",1,0,0,1,1,84.1,68.7,6.9,11.7,36,153,24.7,128.3,16.1,55,252,"Inferred",NA,"YES","Body Mass","Gallinago stricklandii","Forest",3,1,"Carnivore","Aquatic predator","Terrestrial",-14.42,0.86,-6.51,-76.97,77754.43,22693130,2,0,1,0,0,0,0,0,0,1,0,0,0,0,5.52942908751142,11.2613108059103
"551",567,2514,"Gallinago macrodactyla","Scolopacidae","Charadriiformes","AVIBASE-11B37CB0",5,2,3,0,4,102.2,92,6.2,8.3,37.8,133.6,49.2,83.2,37.1,58.4,216,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Omnivore","Aquatic predator","Terrestrial",-25.18,-13.44,-19.38,48.05,220000.71,22693107,3,1,1,0,0,0,0,1,0,0,0,0,0,0,5.37527840768417,12.301386052602
"552",568,2515,"Gallinago media","Scolopacidae","Charadriiformes","AVIBASE-BCCD5840",6,4,2,0,4,65.5,54.7,5.2,7.3,36.1,141,62.5,76.5,45,53.3,170,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",48.64,69.33,58.58,56.6,7813688.34,22693093,2,0,1,0,0,0,0,1,0,1,0,0,1,0,5.13579843705026,15.8713876689796
"553",569,2510,"Gallinago nemoricola","Scolopacidae","Charadriiformes","AVIBASE-34ABFEB7",5,2,3,0,4,71.4,56.6,6.1,8.9,34.4,135,42.2,93.5,31.1,53.8,167.7,"Dunning",NA,"NO",NA,NA,"Forest",3,3,"Carnivore","Aquatic predator","Terrestrial",25.94,32.74,28.9,95,468114.51,22693082,3,1,1,0,1,0,0,1,1,0,1,0,0,0,5.12217666882916,13.0564682244578
"554",570,2513,"Gallinago nigripennis","Scolopacidae","Charadriiformes","AVIBASE-831FC147",5,2,3,0,4,83.3,75.7,5.1,7.2,34.9,125.6,43.5,81,34.9,55,112,"Dunning",NA,"NO",NA,NA,"Wetland",3,2,"Carnivore","Aquatic predator","Terrestrial",-34.84,15.7,-14.69,27.55,5609482.86,22693102,1,0,1,1,0,0,0,0,0,1,0,0,1,0,4.71849887129509,15.5399690914317
"555",571,2520,"Gallinago nobilis","Scolopacidae","Charadriiformes","AVIBASE-0A79923B",5,2,2,1,4,97.9,88.2,5.9,8.2,36.9,138.4,47.5,91,34.2,53.2,192.4,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Carnivore","Aquatic predator","Terrestrial",-5.41,7.65,2.25,-76.43,259666.16,22693118,2,0,1,0,0,0,0,1,0,1,0,0,0,0,5.25957653823161,12.4671520849634
"556",572,2511,"Gallinago stenura","Scolopacidae","Charadriiformes","AVIBASE-EE61E2CA",5,2,3,0,4,65.7,54.2,5.2,6.9,30.5,126.8,59.3,68.2,46.5,44,113,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",45,72.67,62.22,115.49,8781511.92,22693085,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.72738781871234,15.9881591512421
"557",573,2507,"Gallinago stricklandii","Scolopacidae","Charadriiformes","AVIBASE-9890A5DC",5,4,0,1,4,91.2,77.5,7,10.3,36,147.6,51.2,99,34.1,51.2,252,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Carnivore","Aquatic predator","Terrestrial",-55.98,-35.39,-48.31,-72.06,330467.4,22693127,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5.52942908751142,12.7082632949822
"558",574,2491,"Limnodromus scolopaceus","Scolopacidae","Charadriiformes","AVIBASE-CB343E43",4,2,2,0,4,70.7,61.9,4.5,7.1,38.6,145.5,74.2,71.2,51,56.5,104.4,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",59.64,74.27,68.11,18.59,1045265.04,22693348,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.64822967544854,13.8597810380175
"559",575,2489,"Limnodromus semipalmatus","Scolopacidae","Charadriiformes","AVIBASE-B7E68EC8",5,2,3,0,4,86.5,74.2,5.7,8.1,49.4,174.2,91.8,83.5,52.4,61.2,212,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",44,60.08,52.31,97.12,2745344,22693351,2,0,1,0,1,0,0,1,0,0,1,0,1,0,5.35658627467201,14.8254169438354
"560",576,2457,"Limosa haemastica","Scolopacidae","Charadriiformes","AVIBASE-93013964",5,2,3,0,4,86.2,73.1,5.2,8.1,56.1,210.2,121.5,89.7,57.5,73,253.3,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",54.28,70.64,63.33,-132.38,432823.38,22693154,1,0,1,0,0,1,0,1,0,0,1,0,1,0,5.53457455700763,12.9780850253881
"561",577,2455,"Limosa lapponica","Scolopacidae","Charadriiformes","AVIBASE-9A684C99",10,5,5,0,4,92.5,75.1,5.4,8.1,53.2,210.1,117.8,90.3,56.6,74,291.7,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",59.8,75.26,69.14,73.39,1469087.3,22693158,2,0,1,1,1,1,0,1,1,1,1,0,1,0,5.67572587687368,14.2001518815727
"562",578,2458,"Limosa limosa","Scolopacidae","Charadriiformes","AVIBASE-454B5CD5",5,2,3,0,4,113.5,95.6,6,10,78,215.6,110.2,103.6,51.5,78,288.4,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",41.74,69.09,55.43,66.46,10058061.19,22693150,2,0,1,1,1,1,1,1,1,1,1,0,1,0,5.66434840541079,16.12388497941
"563",579,2522,"Lymnocryptes minimus","Scolopacidae","Charadriiformes","AVIBASE-1A15F0C6",5,2,3,0,4,43.2,36.5,4.1,6.8,23.3,105.6,45.8,58.8,43.8,49,50.1,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",52.28,72.25,63.46,80.69,7671774.57,22693133,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.91402100809082,15.8530585116413
"564",580,2452,"Numenius americanus","Scolopacidae","Charadriiformes","AVIBASE-5284C27B",4,2,2,0,4,164,141.5,7.6,8.9,84.5,266.8,132.6,134.2,49.7,94.8,583.9,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Omnivore","Terrestrial",32.9,52.85,44.16,-111.48,2115891.97,22693195,1,0,1,0,1,0,0,1,0,0,0,0,0,0,6.36972973528949,14.5649870167818
"565",581,2453,"Numenius arquata","Scolopacidae","Charadriiformes","AVIBASE-3BB5CBA6",9,4,4,1,4,145.8,122.5,8.9,9.7,82.7,292.2,155.9,137.2,53.2,111.3,803,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Aquatic predator","Terrestrial",43.53,71.19,56.48,59.16,12491410.25,22693190,2,0,1,1,1,1,0,1,1,1,1,0,1,0,6.68835471394676,16.3405517860561
"566",583,2454,"Numenius madagascariensis","Scolopacidae","Charadriiformes","AVIBASE-DAF8F22B",5,2,3,0,4,184.2,149.2,9.5,10.5,93.2,305.2,166.2,137.2,54.7,114.2,792,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",40.9,66.2,56.7,135.49,3087214.2,22693199,4,1,1,0,1,0,0,1,0,0,1,0,1,0,6.67456139181443,14.9427796888322
"567",584,2449,"Numenius minutus","Scolopacidae","Charadriiformes","AVIBASE-C00E1EB8",5,2,3,0,4,46.4,33.2,4.2,4.7,47.6,175,99.5,77.8,56.1,75.6,173,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Aquatic predator","Terrestrial",62.11,71.69,67.89,134.75,966958.06,22693165,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.15329159449778,13.7819104022436
"568",585,2448,"Numenius phaeopus","Scolopacidae","Charadriiformes","AVIBASE-F9305BAA",10,5,5,0,4,92.1,67.1,6.6,7.7,59.9,233,123.4,107,53.5,99.8,364.6,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Omnivore","Terrestrial",50.39,71.39,63.88,-11.94,4802995.65,22693178,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.89880086224456,15.3847503749626
"569",586,2447,"Numenius tahitiensis","Scolopacidae","Charadriiformes","AVIBASE-2507326E",4,2,2,0,4,96.7,76.1,6,7.6,58.3,244.5,131.3,113.2,53.6,92.8,400.1,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Omnivore","Omnivore","Terrestrial",61.62,65.93,63.57,-162.58,45601.61,22693182,2,0,1,1,0,1,0,1,0,0,1,0,1,0,5.99171451586319,10.7276983018967
"570",587,2451,"Numenius tenuirostris","Scolopacidae","Charadriiformes","AVIBASE-7A35DE81",5,2,3,0,4,85.9,66.4,5.9,6.5,63.3,252.8,136.2,117.8,53.5,95.4,308,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",34.97,57.54,57.08,74.34,8412.18,22693185,5,1,1,0,0,0,0,1,0,1,0,0,0,0,5.73009978297357,9.03743593459651
"571",588,2525,"Phalaropus fulicarius","Scolopacidae","Charadriiformes","AVIBASE-18A19380",10,5,4,1,4,31.4,27.1,2.9,3.3,26.9,126.3,65.4,58.3,52.8,51.8,55.6,"Dunning",NA,"NO",NA,NA,"Marine",3,3,"Carnivore","Aquatic predator","Terrestrial",56.37,79.87,69.97,-2.63,3783736.3,22693494,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.01818320125654,15.1462225185649
"572",589,2524,"Phalaropus lobatus","Scolopacidae","Charadriiformes","AVIBASE-E6F3BA54",9,3,5,1,4,24.4,19.1,2.5,2.7,18.8,109,54.4,55.2,49.6,50.6,36.7,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",50.94,75.25,65.91,-35.96,9098836.74,22693490,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.60277675506052,16.0236571325468
"573",590,2488,"Prosobonia parvirostris","Scolopacidae","Charadriiformes","AVIBASE-40EB31D0",8,4,4,0,6,19.8,11.8,2.8,3.3,25,104.6,34.5,70.2,33,54.3,36,"DataFromSplit",NA,"NO",NA,NA,"Coastal",3,1,"Carnivore","Aquatic predator","Terrestrial",-23.18,-16.08,-17.76,-143.02,65.15,62289271,4,1,1,1,0,0,0,0,1,0,0,0,1,0,3.58351893845611,4.17669230357085
"574",591,2497,"Scolopax celebensis","Scolopacidae","Charadriiformes","AVIBASE-5306D33E",2,0,1,1,1,92.7,75,7.4,11.4,40.1,192.9,53.5,139.4,27.7,68.4,205,"Inferred",NA,"YES","Body Mass","Scolopax rosenbergii","Forest",3,1,"Carnivore","Aquatic predator","Terrestrial",-3.61,1.38,-1.73,120.29,21965.43,22693065,2,0,1,1,0,0,0,1,0,0,0,0,1,0,5.32300997913841,9.9972251328174
"575",592,2493,"Scolopax mira","Scolopacidae","Charadriiformes","AVIBASE-540030A1",5,2,3,0,4,83.9,68.4,7.4,11.4,44.4,189.7,57.8,133.5,30.2,69.6,447,"Dunning",NA,"NO",NA,NA,"Forest",3,1,"Carnivore","Invertivore","Terrestrial",26.07,28.52,27.27,128.58,2263.54,22693056,3,1,0,1,0,0,1,1,0,0,0,0,0,0,6.10255859461357,7.72468523846716
"576",593,2498,"Scolopax rochussenii","Scolopacidae","Charadriiformes","AVIBASE-49C57A6B",1,0,0,1,1,95.5,79.6,8.1,12.3,43.5,191,53,138,27.7,74,308.3,"Inferred",NA,"YES","Body Mass","Scolopax rusticola","Forest",3,1,"Carnivore","Invertivore","Terrestrial",-1.71,-0.38,-0.81,127.57,289.35,22693068,3,1,1,0,1,1,0,1,0,0,1,0,0,0,5.7310733348921,5.66763702801985
"577",594,2494,"Scolopax saturata","Scolopacidae","Charadriiformes","AVIBASE-B12B5C0D",5,3,1,1,4,77.3,66.8,6.7,10.2,33.8,145.8,35.8,111.7,24.3,54.2,205,"Dunning",NA,"NO",NA,NA,"Forest",3,1,"Carnivore","Invertivore","Terrestrial",-7.25,5.13,1.17,99.32,18254.31,22693060,2,0,1,0,0,0,0,1,0,0,0,0,0,0,5.32300997913841,9.81215649551178
"578",595,2531,"Tringa brevipes","Scolopacidae","Charadriiformes","AVIBASE-29256A38",5,2,3,0,4,41.8,29.8,3.5,5,32.9,157.8,85.5,70.5,54.8,68.2,127,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",48.72,71.69,62.43,142.4,2714985.56,22693289,2,0,0,0,1,0,0,1,1,0,1,0,1,0,4.84418708645859,14.8142971927357
"579",596,2535,"Tringa erythropus","Scolopacidae","Charadriiformes","AVIBASE-0895DD84",5,2,3,0,4,63,50.4,4.1,5.7,57.2,163.4,83,80.5,50.8,63.4,158,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Aquatic predator","Terrestrial",61.03,74.53,68.35,105.22,3716042.92,22693207,1,0,0,0,0,0,0,1,0,1,0,0,1,0,5.06259503302697,15.128169928903
"580",597,2534,"Tringa flavipes","Scolopacidae","Charadriiformes","AVIBASE-2C7A2673",5,2,3,0,4,41.4,30.6,2.9,4,49.6,152.6,79.8,71.5,52.8,65.6,77.5,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",50.25,70.64,60.91,-122.92,4592693.99,22693235,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.3502779363593,15.339977335789
"581",598,2539,"Tringa glareola","Scolopacidae","Charadriiformes","AVIBASE-8E67DC5F",9,4,5,0,4,32.5,24.3,2.9,3.9,35.1,124,60.2,64.3,48.4,49.2,62.1,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",46.55,71.42,60.1,88.43,16979550.25,22693247,1,0,1,1,0,0,0,1,0,0,0,0,1,0,4.12874598893943,16.6475202514531
"582",599,2541,"Tringa guttifer","Scolopacidae","Charadriiformes","AVIBASE-C7E9D357",4,2,2,0,4,57.4,40.6,4.8,5.9,42.9,171.2,92.2,79,53.9,61,158,"Dunning",NA,"NO",NA,NA,"Coastal",3,3,"Carnivore","Aquatic predator","Terrestrial",45.89,59.99,54.06,139.79,245099.51,22693225,4,1,1,1,1,0,0,1,1,0,1,0,0,0,5.06259503302697,12.4094195703302
"583",600,2532,"Tringa incana","Scolopacidae","Charadriiformes","AVIBASE-13854B6E",5,2,3,0,4,45.1,29.1,3.5,5.1,32.9,164.6,90.5,73.3,55.3,72.2,108.2,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",56.9,69.32,64.05,-133.78,1273879.07,22693305,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.68398136641238,14.0575771891019
"584",601,2536,"Tringa nebularia","Scolopacidae","Charadriiformes","AVIBASE-18B415D2",9,4,5,0,4,63.6,42.9,4.1,6,58,185.4,96.9,88.8,52.1,74.8,187,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",49.97,70.46,60.3,88.97,12134126.53,22693220,1,0,0,0,0,0,0,0,1,1,1,0,0,0,5.23110861685459,16.3115324151538
