"","species","agriculture","invasive","residential","energy","transportation","resource_use","instrusion","nat_sys_modif","pollution","geological","climate_change","other"
"1811","Cercomacroides fuscicauda","0","0","0","0","0","0","0","0","0","0","0","0"
"1812","Cercomacroides laeta","0","0","0","0","0","0","0","0","0","0","0","0"
"1813","Cercomacroides nigrescens","0","0","0","0","0","0","0","0","0","0","0","0"
"1814","Cercomacroides parkeri","0","0","0","0","0","0","0","0","0","0","0","0"
"1815","Cercomacroides serva","0","0","0","0","0","0","0","0","0","0","0","0"
"1816","Cercomacroides tyrannina","0","0","0","0","0","0","0","0","0","0","0","0"
"1817","Cercotrichas galactotes","0","0","0","0","0","0","0","0","0","0","0","0"
"1818","Cercotrichas hartlaubi","0","0","0","0","0","0","0","0","0","0","0","0"
"1819","Cercotrichas leucophrys","0","0","0","0","0","0","0","0","0","0","0","0"
"1820","Cercotrichas paena","0","0","0","0","0","0","0","0","0","0","0","0"
"1821","Cercotrichas podobe","0","0","0","0","0","0","0","0","0","0","0","0"
"1822","Cereopsis novaehollandiae","0","0","0","0","0","0","0","0","0","0","0","0"
"1823","Cerorhinca monocerata","0","1","0","0","0","1","0","0","1","0","1","0"
"1824","Certhia americana","0","0","0","0","0","0","0","0","0","0","0","0"
"1825","Certhia brachydactyla","0","0","0","0","0","0","0","0","0","0","0","0"
"1826","Certhia discolor","0","0","0","0","0","0","0","0","0","0","0","0"
"1827","Certhia familiaris","0","0","0","0","0","0","0","0","0","0","0","0"
"1828","Certhia himalayana","0","0","0","0","0","0","0","0","0","0","0","0"
"1829","Certhia hodgsoni","0","0","0","0","0","0","0","0","0","0","0","0"
"1830","Certhia manipurensis","0","0","0","0","0","0","0","0","0","0","0","0"
"1831","Certhia nipalensis","0","0","0","0","0","0","0","0","0","0","0","0"
"1832","Certhia tianquanensis","0","0","0","0","0","1","1","1","0","0","1","0"
"1833","Certhiasomus stictolaemus","0","0","0","0","0","0","0","0","0","0","0","0"
"1834","Certhiaxis cinnamomeus","0","0","0","0","0","0","0","0","0","0","0","0"
"1835","Certhiaxis mustelinus","0","0","0","0","0","0","0","0","0","0","0","0"
"1836","Certhidea fusca","0","0","0","0","0","0","0","0","0","0","0","0"
"1837","Certhidea olivacea","1","1","1","0","0","1","0","0","0","0","0","0"
"1838","Certhilauda chuana","0","0","0","0","0","0","0","0","0","0","1","0"
"1839","Certhilauda curvirostris","0","0","0","0","0","0","0","0","0","0","0","0"
"1840","Certhilauda semitorquata","0","0","0","0","0","0","0","0","0","0","0","0"
"1841","Certhilauda subcoronata","0","0","0","0","0","0","0","0","0","0","0","0"
"1842","Certhionyx variegatus","0","0","0","0","0","0","0","0","0","0","0","0"
"1843","Ceryle rudis","0","0","0","0","0","0","0","0","0","0","0","0"
"1844","Cettia brunnifrons","0","0","0","0","0","0","0","0","0","0","0","0"
"1845","Cettia castaneocoronata","0","0","0","0","0","0","0","0","0","0","0","0"
"1846","Cettia cetti","0","0","0","0","0","0","0","0","0","0","0","0"
"1847","Cettia major","0","0","0","0","0","0","0","0","0","0","0","0"
"1848","Ceuthmochares aereus","0","0","0","0","0","0","0","0","0","0","0","0"
"1849","Ceuthmochares australis","0","0","0","0","0","0","0","0","0","0","0","0"
"1850","Ceyx argentatus","1","0","0","1","0","1","0","1","1","0","0","0"
"1851","Ceyx azureus","0","0","0","0","0","0","0","0","0","0","0","0"
"1852","Ceyx cajeli","1","0","0","0","0","1","0","0","0","0","0","0"
"1853","Ceyx collectoris","0","0","0","0","0","0","0","0","0","0","0","0"
"1854","Ceyx cyanopectus","0","0","0","0","0","0","0","0","0","0","0","0"
"1855","Ceyx dispar","1","0","0","0","0","1","0","0","0","0","0","0"
"1856","Ceyx erithaca","0","0","0","0","0","0","0","0","0","0","0","0"
"1857","Ceyx fallax","1","0","0","0","0","1","0","0","0","0","0","0"
"1858","Ceyx flumenicola","1","0","0","1","0","1","0","1","1","0","0","0"
"1859","Ceyx gentianus","1","0","0","0","0","1","0","0","0","0","0","0"
"1860","Ceyx lepidus","0","0","0","0","0","0","0","0","0","0","0","0"
"1861","Ceyx margarethae","0","0","0","0","0","0","0","0","0","0","0","0"
"1862","Ceyx meeki","0","0","0","0","0","0","0","0","0","0","0","0"
"1863","Ceyx melanurus","1","0","0","1","0","1","0","0","0","0","1","0"
"1864","Ceyx mindanensis","1","0","0","1","0","1","0","0","0","0","1","0"
"1865","Ceyx mulcatus","0","0","0","0","0","0","0","0","0","0","0","0"
"1866","Ceyx nigrirostris","1","0","1","1","1","1","0","0","0","0","0","0"
"1867","Ceyx nigromaxilla","0","0","0","0","0","0","0","0","0","0","0","0"
"1868","Ceyx pusillus","0","0","0","0","0","0","0","0","0","0","0","0"
"1869","Ceyx sacerdotis","0","0","0","0","0","0","0","0","0","0","0","0"
"1870","Ceyx sangirensis","1","0","0","0","0","1","0","0","0","0","0","0"
"1871","Ceyx solitarius","0","0","0","0","0","0","0","0","0","0","0","0"
"1872","Ceyx wallacii","1","0","0","0","0","1","0","0","0","0","0","0"
"1873","Ceyx websteri","1","0","0","0","0","1","0","0","0","0","0","0"
"1874","Chaetocercus astreans","0","0","0","0","0","0","0","0","0","0","0","0"
"1875","Chaetocercus berlepschi","1","1","1","0","0","1","0","1","0","0","1","0"
"1876","Chaetocercus bombus","1","0","1","1","0","1","0","0","0","0","0","0"
"1877","Chaetocercus heliodor","0","0","0","0","0","0","0","0","0","0","0","0"
"1878","Chaetocercus jourdanii","0","0","0","0","0","0","0","0","0","0","0","0"
"1879","Chaetocercus mulsant","0","0","0","0","0","0","0","0","0","0","0","0"
"1880","Chaetops aurantius","1","0","0","0","0","0","0","0","0","0","1","0"
"1881","Chaetops frenatus","0","1","0","0","0","0","0","0","0","0","1","0"
"1882","Chaetorhynchus papuensis","0","0","0","0","0","0","0","0","0","0","0","0"
"1883","Chaetura andrei","1","0","0","0","0","1","0","0","0","0","0","0"
"1884","Chaetura brachyura","0","0","0","0","0","0","0","0","0","0","0","0"
"1885","Chaetura chapmani","0","0","0","0","0","0","0","0","0","0","0","0"
"1886","Chaetura cinereiventris","0","0","0","0","0","0","0","0","0","0","0","0"
"1887","Chaetura egregia","0","0","0","0","0","0","0","0","0","0","0","0"
"1888","Chaetura fumosa","0","0","0","0","0","0","0","0","0","0","0","0"
"1889","Chaetura martinica","0","0","0","0","0","0","0","0","0","0","0","0"
"1890","Chaetura meridionalis","0","0","0","0","0","0","0","0","0","0","0","0"
"1891","Chaetura pelagica","0","0","1","0","0","1","0","0","0","0","1","0"
"1892","Chaetura spinicaudus","0","0","0","0","0","0","0","0","0","0","0","0"
"1893","Chaetura vauxi","0","0","0","0","0","0","0","0","0","0","0","0"
"1894","Chalcites basalis","0","0","0","0","0","0","0","0","0","0","0","0"
"1895","Chalcites crassirostris","0","0","0","0","0","0","0","0","0","0","0","0"
"1896","Chalcites lucidus","0","0","0","0","0","0","0","0","0","0","0","0"
"1897","Chalcites megarhynchus","0","0","0","0","0","0","0","0","0","0","0","0"
"1898","Chalcites meyerii","0","0","0","0","0","0","0","0","0","0","0","0"
"1899","Chalcites minutillus","0","0","0","0","0","0","0","0","0","0","0","0"
"1900","Chalcites osculans","0","0","0","0","0","0","0","0","0","0","0","0"
"1901","Chalcites ruficollis","0","0","0","0","0","0","0","0","0","0","0","0"
"1902","Chalcomitra adelberti","0","0","0","0","0","0","0","0","0","0","0","0"
"1903","Chalcomitra amethystina","0","0","0","0","0","0","0","0","0","0","0","0"
"1904","Chalcomitra balfouri","1","0","0","0","0","1","0","0","0","0","0","0"
"1905","Chalcomitra fuliginosa","0","0","0","0","0","0","0","0","0","0","0","0"
"1906","Chalcomitra hunteri","0","0","0","0","0","0","0","0","0","0","0","0"
"1907","Chalcomitra rubescens","0","0","0","0","0","0","0","0","0","0","0","0"
"1908","Chalcomitra senegalensis","0","0","0","0","0","0","0","0","0","0","0","0"
"1909","Chalcoparia singalensis","0","0","0","0","0","0","0","0","0","0","0","0"
"1910","Chalcophaps indica","0","0","0","0","0","0","0","0","0","0","0","0"
"1911","Chalcophaps longirostris","0","0","0","0","0","0","0","0","0","0","0","0"
"1912","Chalcophaps stephani","0","0","0","0","0","0","0","0","0","0","0","0"
"1913","Chalcopsitta atra","0","0","0","0","0","0","0","0","0","0","0","0"
"1914","Chalcopsitta cardinalis","0","0","0","0","0","0","0","0","0","0","0","0"
"1915","Chalcopsitta duivenbodei","0","0","0","0","0","0","0","0","0","0","0","0"
"1916","Chalcopsitta scintillata","0","0","0","0","0","0","0","0","0","0","0","0"
"1917","Chalcostigma herrani","0","0","0","0","0","0","0","0","0","0","0","0"
"1918","Chalcostigma heteropogon","0","0","0","0","0","0","0","0","0","0","0","0"
"1919","Chalcostigma olivaceum","0","0","0","0","0","0","0","0","0","0","0","0"
"1920","Chalcostigma ruficeps","0","0","0","0","0","0","0","0","0","0","0","0"
"1921","Chalcostigma stanleyi","0","0","0","0","0","0","0","0","0","0","0","0"
"1922","Chalybura buffonii","0","0","0","0","0","0","0","0","0","0","0","0"
"1923","Chalybura urochrysia","0","0","0","0","0","0","0","0","0","0","0","0"
"1924","Chamaea fasciata","0","0","0","0","0","0","0","0","0","0","0","0"
"1925","Chamaepetes goudotii","0","0","0","0","0","0","0","0","0","0","0","0"
"1926","Chamaepetes unicolor","1","0","0","0","0","1","0","1","0","0","0","0"
"1927","Chamaetylas choloensis","1","0","1","0","1","1","1","1","0","0","0","0"
"1928","Chamaetylas fuelleborni","0","0","0","0","0","0","0","0","0","0","1","0"
"1929","Chamaetylas poliocephala","0","0","0","0","0","0","0","0","0","0","0","0"
"1930","Chamaetylas poliophrys","0","0","0","0","0","0","0","0","0","0","0","0"
"1931","Chamaeza campanisona","0","0","0","0","0","0","0","0","0","0","0","0"
"1932","Chamaeza meruloides","0","0","0","0","0","0","0","0","0","0","0","0"
"1933","Chamaeza mollissima","0","0","0","0","0","0","0","0","0","0","0","0"
"1934","Chamaeza nobilis","0","0","0","0","0","0","0","0","0","0","0","0"
"1935","Chamaeza ruficauda","0","0","0","0","0","0","0","0","0","0","0","0"
"1936","Chamaeza turdina","0","0","0","0","0","0","0","0","0","0","0","0"
"1937","Charadrius alexandrinus","0","1","1","0","0","1","1","1","1","0","0","0"
"1938","Charadrius alticola","0","0","0","0","0","0","0","0","0","0","0","0"
"1939","Charadrius aquilonius","0","1","1","0","0","0","1","0","0","0","0","0"
"1940","Charadrius asiaticus","1","0","0","0","0","0","0","0","0","0","0","0"
"1941","Charadrius bicinctus","1","1","0","1","0","0","1","1","1","0","1","0"
"1942","Charadrius bifrontatus","0","0","0","0","0","0","0","0","0","0","0","0"
"1943","Charadrius collaris","0","0","0","0","0","0","0","0","0","0","0","0"
"1944","Charadrius dealbatus","0","1","1","0","0","1","1","1","1","0","0","0"
"1945","Charadrius dubius","0","1","0","0","0","1","1","1","1","0","0","0"
"1946","Charadrius falklandicus","0","0","0","0","0","0","0","0","0","0","0","0"
"1947","Charadrius forbesi","0","0","0","0","0","0","0","0","0","0","0","0"
"1948","Charadrius hiaticula","0","0","0","0","0","0","0","0","0","0","1","0"
"1949","Charadrius javanicus","0","0","1","0","0","1","1","0","0","0","0","0"
"1950","Charadrius leschenaultii","1","1","1","0","1","1","1","1","0","0","0","0"
"1951","Charadrius marginatus","0","0","1","0","1","0","1","1","0","0","0","0"
"1952","Charadrius melodus","0","1","1","0","0","0","1","0","0","0","1","0"
"1953","Charadrius modestus","0","0","0","0","0","0","0","0","0","0","0","0"
"1954","Charadrius mongolus","1","0","0","0","0","0","1","1","0","0","0","0"
"1955","Charadrius montanus","1","1","1","1","0","1","1","0","1","0","0","0"
"1956","Charadrius nivosus","0","1","1","0","0","1","1","1","1","0","1","0"
"1957","Charadrius obscurus","0","1","1","0","0","0","1","0","0","0","0","0"
"1958","Charadrius pallidus","0","0","0","0","0","0","1","1","1","0","0","0"
"1959","Charadrius pecuarius","0","1","1","0","1","0","1","1","0","0","0","0"
"1960","Charadrius peronii","0","0","1","0","0","0","1","0","0","0","0","0"
"1961","Charadrius placidus","0","0","0","0","0","0","0","0","0","0","0","0"
"1962","Charadrius ruficapillus","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","Charadrius sanctaehelenae","0","1","1","0","0","0","1","1","0","0","0","0"
"1964","Charadrius semipalmatus","0","0","0","0","0","0","0","0","0","0","1","0"
"1965","Charadrius thoracicus","1","1","0","0","0","1","0","0","0","0","0","0"
"1966","Charadrius tricollaris","0","0","0","0","0","0","0","0","0","0","0","0"
"1967","Charadrius veredus","0","0","0","0","0","0","0","0","0","0","0","0"
"1968","Charadrius vociferus","0","0","0","0","0","0","0","0","0","0","0","0"
"1969","Charadrius wilsonia","0","0","0","0","0","0","0","0","0","0","0","0"
"1970","Charitospiza eucosma","1","0","0","0","0","1","0","0","0","0","0","0"
"1971","Charmosyna amabilis","1","1","0","0","0","1","0","0","0","0","1","0"
"1972","Charmosyna diadema","1","1","0","1","0","0","0","0","0","0","0","0"
"1973","Charmosyna josefinae","0","0","0","0","0","0","0","0","0","0","0","0"
"1974","Charmosyna margarethae","0","0","0","0","0","1","0","0","0","0","0","0"
"1975","Charmosyna meeki","0","0","0","0","0","1","0","0","0","0","0","0"
"1976","Charmosyna multistriata","1","0","0","1","0","1","0","0","0","0","1","0"
"1977","Charmosyna palmarum","1","1","0","0","0","1","0","0","0","0","1","0"
"1978","Charmosyna papou","0","0","0","0","0","0","0","0","0","0","0","0"
"1979","Charmosyna placentis","0","0","0","0","0","0","0","0","0","0","0","0"
"1980","Charmosyna pulchella","0","0","0","0","0","0","0","0","0","0","0","0"
"1981","Charmosyna rubrigularis","0","0","0","0","0","0","0","0","0","0","1","0"
"1982","Charmosyna rubronotata","0","0","0","0","0","0","0","0","0","0","0","0"
"1983","Charmosyna stellae","0","0","0","0","0","0","0","0","0","0","0","0"
"1984","Charmosyna toxopei","1","0","0","0","0","1","0","0","0","0","1","0"
"1985","Charmosyna wilhelminae","0","0","0","0","0","0","0","0","0","0","0","0"
"1986","Chasiempis ibidis","1","1","1","0","0","0","0","1","0","0","0","0"
"1987","Chasiempis sandwichensis","0","1","0","0","0","0","0","1","0","0","1","0"
"1988","Chasiempis sclateri","0","1","0","0","0","0","0","0","0","0","1","0"
"1989","Chauna chavaria","1","0","0","0","1","1","0","1","1","0","0","0"
"1990","Chauna torquata","0","0","0","0","0","0","0","0","0","0","0","0"
"1991","Chelictinia riocourii","1","0","1","0","0","1","0","0","1","0","1","0"
"1992","Chelidoptera tenebrosa","0","0","0","0","0","0","0","0","0","0","0","0"
"1993","Chelidorhynx hypoxanthus","0","0","0","0","0","0","0","0","0","0","0","0"
"1994","Chenonetta jubata","0","0","0","0","0","0","0","0","0","0","0","0"
"1995","Chenorhamphus grayi","0","0","0","0","0","0","0","0","0","0","0","0"
"1996","Cheramoeca leucosterna","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","Chersomanes albofasciata","0","0","0","0","0","0","0","0","0","0","0","0"
"1998","Chersophilus duponti","1","0","1","1","0","0","1","1","0","0","0","0"
"1999","Chionis albus","0","0","0","0","0","0","0","0","0","0","0","0"
"2000","Chionis minor","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","Chionodacryon speculiferum","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","Chiroxiphia boliviana","0","0","0","0","0","0","0","0","0","0","0","0"
"2003","Chiroxiphia caudata","0","0","0","0","0","0","0","0","0","0","0","0"
"2004","Chiroxiphia lanceolata","0","0","0","0","0","0","0","0","0","0","0","0"
"2005","Chiroxiphia linearis","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","Chiroxiphia pareola","0","0","0","0","0","0","0","0","0","0","0","0"
"2007","Chlamydera cerviniventris","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","Chlamydera guttata","0","0","0","0","0","0","0","0","0","0","0","0"
"2009","Chlamydera lauterbachi","0","0","0","0","0","0","0","0","0","0","0","0"
"2010","Chlamydera maculata","0","0","0","0","0","0","0","0","0","0","0","0"
"2011","Chlamydera nuchalis","0","0","0","0","0","0","0","0","0","0","0","0"
"2012","Chlamydochaera jefferyi","0","0","0","0","0","0","0","0","0","0","0","0"
"2013","Chlamydotis macqueenii","1","1","1","1","1","1","1","1","1","0","1","0"
"2014","Chlamydotis undulata","1","1","1","1","1","1","1","0","1","0","1","0"
"2015","Chlidonias albostriatus","0","1","0","0","0","0","1","1","0","0","0","0"
"2016","Chlidonias hybrida","0","0","0","0","0","0","0","0","0","0","0","0"
"2017","Chlidonias leucopterus","0","0","0","0","0","0","0","0","0","0","0","0"
"2018","Chlidonias niger","1","1","0","0","0","0","0","1","0","0","1","0"
"2019","Chloebia gouldiae","1","1","0","0","0","1","0","1","0","0","1","0"
"2020","Chloephaga hybrida","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","Chloephaga melanoptera","0","0","0","0","0","0","0","0","0","0","0","0"
"2022","Chloephaga picta","0","0","0","0","0","0","0","0","0","0","0","0"
"2023","Chloephaga poliocephala","0","0","0","0","0","0","0","0","0","0","0","0"
"2024","Chloephaga rubidiceps","0","0","0","0","0","0","0","0","0","0","1","0"
"2025","Chloris ambigua","0","0","0","0","0","0","0","0","0","0","0","0"
"2026","Chloris chloris","0","0","0","0","0","0","0","0","0","0","0","0"
"2027","Chloris monguilloti","1","0","0","0","0","1","0","0","0","0","1","0"
"2028","Chloris sinica","0","0","0","0","0","0","0","0","0","0","0","0"
"2029","Chloris spinoides","0","0","0","0","0","0","0","0","0","0","0","0"
"2030","Chloroceryle aenea","0","0","0","0","0","0","0","0","0","0","0","0"
"2031","Chloroceryle amazona","0","0","0","0","0","0","0","0","0","0","0","0"
"2032","Chloroceryle americana","0","0","0","0","0","0","0","0","0","0","0","0"
"2033","Chloroceryle inda","0","0","0","0","0","0","0","0","0","0","0","0"
"2034","Chlorochrysa calliparaea","0","0","0","0","0","0","0","0","0","0","0","0"
"2035","Chlorochrysa fulgentissima","0","0","0","0","0","0","0","0","0","0","0","0"
"2036","Chlorochrysa nitidissima","1","0","1","1","1","1","0","0","0","0","0","0"
"2037","Chlorochrysa phoenicotis","0","0","0","0","0","0","0","0","0","0","0","0"
"2038","Chlorocichla falkensteini","0","0","0","0","0","0","0","0","0","0","0","0"
"2039","Chlorocichla flaviventris","0","0","0","0","0","0","0","0","0","0","0","0"
